id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,North Star Manor,1000 Main Street,Aitkin,Aitkin,MN,55001,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50001,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.aitkin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
161,Prairie View Care,1200 State Street,Mantorville,Dodge,MN,55161,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50161,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.dodge-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
162,Gopher State Village,1300 Lake Street,Mantorville,Dodge,MN,55162,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50162,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.dodge-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
163,Twin Cities Manor,1400 Oak Street,Mantorville,Dodge,MN,55163,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50163,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.dodge-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
164,Boundary Waters Commons,1500 Maple Avenue,Mantorville,Dodge,MN,55164,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50164,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.dodge-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
165,Iron Range Care,1600 Pine Street,Mantorville,Dodge,MN,55165,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50165,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.dodge-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
166,North Star Manor,1000 Main Street,Alexandria,Douglas,MN,55166,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50166,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
167,Land of Lakes Commons,1100 Minnesota Avenue,Alexandria,Douglas,MN,55167,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50167,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
168,Prairie View Care,1200 State Street,Alexandria,Douglas,MN,55168,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50168,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
169,Gopher State Village,1300 Lake Street,Alexandria,Douglas,MN,55169,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50169,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
170,Twin Cities Manor,1400 Oak Street,Alexandria,Douglas,MN,55170,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50170,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
171,Boundary Waters Commons,1500 Maple Avenue,Alexandria,Douglas,MN,55171,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50171,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
172,Iron Range Care,1600 Pine Street,Alexandria,Douglas,MN,55172,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50172,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.douglas-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
173,North Star Manor,1000 Main Street,Blue Earth,Faribault,MN,55173,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50173,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
174,Land of Lakes Commons,1100 Minnesota Avenue,Blue Earth,Faribault,MN,55174,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50174,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
175,Prairie View Care,1200 State Street,Blue Earth,Faribault,MN,55175,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50175,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
176,Gopher State Village,1300 Lake Street,Blue Earth,Faribault,MN,55176,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50176,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
177,Twin Cities Manor,1400 Oak Street,Blue Earth,Faribault,MN,55177,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50177,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
178,Boundary Waters Commons,1500 Maple Avenue,Blue Earth,Faribault,MN,55178,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50178,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
179,Iron Range Care,1600 Pine Street,Blue Earth,Faribault,MN,55179,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50179,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.faribault-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
180,North Star Manor,1000 Main Street,Preston,Fillmore,MN,55180,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50180,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6174,-92.1418
181,Land of Lakes Commons,1100 Minnesota Avenue,Preston,Fillmore,MN,55181,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50181,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6274,-92.1318
182,Prairie View Care,1200 State Street,Preston,Fillmore,MN,55182,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50182,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6374,-92.1218
183,Gopher State Village,1300 Lake Street,Preston,Fillmore,MN,55183,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50183,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6474,-92.1118
184,Twin Cities Manor,1400 Oak Street,Preston,Fillmore,MN,55184,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50184,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6574,-92.1018
185,Boundary Waters Commons,1500 Maple Avenue,Preston,Fillmore,MN,55185,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50185,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6674,-92.09179999999999
186,Iron Range Care,1600 Pine Street,Preston,Fillmore,MN,55186,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50186,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.fillmore-senior-living.com,Active,Minnesota Department of Health,2025-07-17,43.6774,-92.0818
187,North Star Manor,1000 Main Street,Albert Lea,Freeborn,MN,55187,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50187,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
188,Land of Lakes Commons,1100 Minnesota Avenue,Albert Lea,Freeborn,MN,55188,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50188,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
189,Prairie View Care,1200 State Street,Albert Lea,Freeborn,MN,55189,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50189,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
190,Gopher State Village,1300 Lake Street,Albert Lea,Freeborn,MN,55190,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50190,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
191,Twin Cities Manor,1400 Oak Street,Albert Lea,Freeborn,MN,55191,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50191,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
192,Boundary Waters Commons,1500 Maple Avenue,Albert Lea,Freeborn,MN,55192,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50192,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
193,Iron Range Care,1600 Pine Street,Albert Lea,Freeborn,MN,55193,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50193,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.freeborn-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
194,North Star Manor,1000 Main Street,Red Wing,Goodhue,MN,55194,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50194,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.3911,-92.68100000000001
195,Land of Lakes Commons,1100 Minnesota Avenue,Red Wing,Goodhue,MN,55195,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50195,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.4011,-92.671
196,Prairie View Care,1200 State Street,Red Wing,Goodhue,MN,55196,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50196,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.4111,-92.661
197,Gopher State Village,1300 Lake Street,Red Wing,Goodhue,MN,55197,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50197,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.421099999999996,-92.65100000000001
198,Twin Cities Manor,1400 Oak Street,Red Wing,Goodhue,MN,55198,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50198,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.4311,-92.641
199,Boundary Waters Commons,1500 Maple Avenue,Red Wing,Goodhue,MN,55199,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50199,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.4411,-92.631
200,Iron Range Care,1600 Pine Street,Red Wing,Goodhue,MN,55200,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50200,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.goodhue-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.4511,-92.62100000000001
201,North Star Manor,1000 Main Street,Elbow Lake,Grant,MN,55201,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50201,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
202,Land of Lakes Commons,1100 Minnesota Avenue,Elbow Lake,Grant,MN,55202,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50202,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
203,Prairie View Care,1200 State Street,Elbow Lake,Grant,MN,55203,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50203,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
204,Gopher State Village,1300 Lake Street,Elbow Lake,Grant,MN,55204,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50204,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
205,Twin Cities Manor,1400 Oak Street,Elbow Lake,Grant,MN,55205,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50205,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
206,Boundary Waters Commons,1500 Maple Avenue,Elbow Lake,Grant,MN,55206,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50206,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
207,Iron Range Care,1600 Pine Street,Elbow Lake,Grant,MN,55207,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50207,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.grant-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
208,North Star Manor,1000 Main Street,Minneapolis,Hennepin,MN,55208,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50208,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
209,Land of Lakes Commons,1100 Minnesota Avenue,Minneapolis,Hennepin,MN,55209,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50209,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
210,Prairie View Care,1200 State Street,Minneapolis,Hennepin,MN,55210,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50210,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
211,Gopher State Village,1300 Lake Street,Minneapolis,Hennepin,MN,55211,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50211,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
212,Twin Cities Manor,1400 Oak Street,Minneapolis,Hennepin,MN,55212,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50212,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
213,Boundary Waters Commons,1500 Maple Avenue,Minneapolis,Hennepin,MN,55213,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50213,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
214,Iron Range Care,1600 Pine Street,Minneapolis,Hennepin,MN,55214,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50214,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
215,Mississippi River Manor,1700 Cedar Avenue,Minneapolis,Hennepin,MN,55215,(619) 307-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,MN-ALF-50215,Minnesota Department of Health,2024-10-08,82,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.997800000000005,-93.235
216,Northwoods Village,1800 First Street,Minneapolis,Hennepin,MN,55216,(620) 308-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,MN-ALF-50216,Minnesota Department of Health,2024-11-09,83,False,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.0078,-93.305
217,Lakeshore Commons,1900 Second Street,Minneapolis,Hennepin,MN,55217,(621) 309-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,MN-ALF-50217,Minnesota Department of Health,2024-03-10,84,True,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.0178,-93.295
218,Pineview Manor,2000 Third Street,Minneapolis,Hennepin,MN,55218,(622) 310-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,MN-ALF-50218,Minnesota Department of Health,2024-04-11,85,False,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.285
219,Birchwood Village,2100 Fourth Street,Minneapolis,Hennepin,MN,55219,(623) 311-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,MN-ALF-50219,Minnesota Department of Health,2024-05-12,86,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.275
220,Timber Creek Commons,2200 Lincoln Avenue,Minneapolis,Hennepin,MN,55220,(624) 312-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,MN-ALF-50220,Minnesota Department of Health,2024-06-13,87,True,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.265
221,Wildwood Manor,2300 Washington Street,Minneapolis,Hennepin,MN,55221,(625) 313-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,MN-ALF-50221,Minnesota Department of Health,2024-07-14,88,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.255
222,Maple Grove Village,2400 Jefferson Street,Minneapolis,Hennepin,MN,55222,(626) 314-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,MN-ALF-50222,Minnesota Department of Health,2024-08-15,89,False,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.245
223,Cedar Point Commons,2500 Madison Avenue,Minneapolis,Hennepin,MN,55223,(627) 315-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,MN-ALF-50223,Minnesota Department of Health,2024-09-16,90,True,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.235
224,Riverside Manor,2600 Park Avenue,Minneapolis,Hennepin,MN,55224,(628) 316-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,MN-ALF-50224,Minnesota Department of Health,2024-10-17,91,False,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.305
225,Sunset Village,2700 Church Street,Minneapolis,Hennepin,MN,55225,(629) 317-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,MN-ALF-50225,Minnesota Department of Health,2024-11-18,92,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.997800000000005,-93.295
226,Golden Valley Commons,2800 School Street,Minneapolis,Hennepin,MN,55226,(630) 318-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,53,MN-ALF-50226,Minnesota Department of Health,2024-03-19,93,True,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.0078,-93.285
227,Hillcrest Manor,2900 Mill Street,Minneapolis,Hennepin,MN,55227,(631) 319-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,54,MN-ALF-50227,Minnesota Department of Health,2024-04-20,94,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,45.0178,-93.275
228,Meadowbrook Village,3000 River Street,Minneapolis,Hennepin,MN,55228,(632) 320-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,55,MN-ALF-50228,Minnesota Department of Health,2024-05-21,95,False,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.265
229,Oakwood Commons,3100 Forest Avenue,Minneapolis,Hennepin,MN,55229,(633) 321-1021,Senior Living,Assisted Living; Memory Care; Independent Living,56,MN-ALF-50229,Minnesota Department of Health,2024-06-22,96,True,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.255
230,Willowbrook Manor,3200 Highland Street,Minneapolis,Hennepin,MN,55230,(634) 322-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,57,MN-ALF-50230,Minnesota Department of Health,2024-07-23,97,False,True,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.245
231,Evergreen Village,3300 Summit Avenue,Minneapolis,Hennepin,MN,55231,(635) 323-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,58,MN-ALF-50231,Minnesota Department of Health,2024-08-24,98,False,False,False,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.235
232,Autumn Ridge Commons,3400 Main Street,Minneapolis,Hennepin,MN,55232,(636) 324-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,59,MN-ALF-50232,Minnesota Department of Health,2024-09-25,99,True,True,True,https://www.hennepin-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.305
233,North Star Manor,1000 Main Street,Caledonia,Houston,MN,55233,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50233,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
234,Land of Lakes Commons,1100 Minnesota Avenue,Caledonia,Houston,MN,55234,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50234,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
235,Prairie View Care,1200 State Street,Caledonia,Houston,MN,55235,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50235,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
236,Gopher State Village,1300 Lake Street,Caledonia,Houston,MN,55236,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50236,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
237,Twin Cities Manor,1400 Oak Street,Caledonia,Houston,MN,55237,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50237,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
238,Boundary Waters Commons,1500 Maple Avenue,Caledonia,Houston,MN,55238,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50238,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
239,Iron Range Care,1600 Pine Street,Caledonia,Houston,MN,55239,(618) 306-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,MN-ALF-50239,Minnesota Department of Health,2024-09-07,81,True,True,False,https://www.houston-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9878,-93.245
240,North Star Manor,1000 Main Street,Park Rapids,Hubbard,MN,55240,(612) 300-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,MN-ALF-50240,Minnesota Department of Health,2024-03-01,75,True,True,True,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.927800000000005,-93.305
241,Land of Lakes Commons,1100 Minnesota Avenue,Park Rapids,Hubbard,MN,55241,(613) 301-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,MN-ALF-50241,Minnesota Department of Health,2024-04-02,76,False,False,False,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9378,-93.295
242,Prairie View Care,1200 State Street,Park Rapids,Hubbard,MN,55242,(614) 302-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,MN-ALF-50242,Minnesota Department of Health,2024-05-03,77,False,True,False,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9478,-93.285
243,Gopher State Village,1300 Lake Street,Park Rapids,Hubbard,MN,55243,(615) 303-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,MN-ALF-50243,Minnesota Department of Health,2024-06-04,78,True,False,False,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9578,-93.275
244,Twin Cities Manor,1400 Oak Street,Park Rapids,Hubbard,MN,55244,(616) 304-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,MN-ALF-50244,Minnesota Department of Health,2024-07-05,79,False,True,True,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.967800000000004,-93.265
245,Boundary Waters Commons,1500 Maple Avenue,Park Rapids,Hubbard,MN,55245,(617) 305-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,MN-ALF-50245,Minnesota Department of Health,2024-08-06,80,False,False,False,https://www.hubbard-senior-living.com,Active,Minnesota Department of Health,2025-07-17,44.9778,-93.255
