id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Bay State Manor,1000 Main Street,Hyannis,Barnstable,MA,01001,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80001,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.barnstable-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.6503,-70.3362
82,Berkshire Commons,1600 Park Street,Northampton,Hampshire,MA,01082,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80082,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.hampshire-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.347,-72.6212
83,Pioneer Valley Manor,1700 School Street,Northampton,Hampshire,MA,01083,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80083,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.hampshire-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.357000000000006,-72.6112
84,North Shore Village,1800 Church Street,Northampton,Hampshire,MA,01084,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80084,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.hampshire-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.367000000000004,-72.6812
85,South Shore Commons,1900 Elm Street,Northampton,Hampshire,MA,01085,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80085,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.hampshire-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.377,-72.6712
86,Bay State Manor,1000 Main Street,Cambridge,Middlesex,MA,01086,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80086,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4362,-71.2604
87,Commonwealth Commons,1100 Massachusetts Avenue,Cambridge,Middlesex,MA,01087,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80087,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4462,-71.2504
88,Pilgrim Village,1200 Commonwealth Avenue,Cambridge,Middlesex,MA,01088,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80088,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.456199999999995,-71.2404
89,Minuteman Care,1300 Beacon Street,Cambridge,Middlesex,MA,01089,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80089,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.46619999999999,-71.2304
90,Beacon Hill Manor,1400 Washington Street,Cambridge,Middlesex,MA,01090,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80090,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4762,-71.2204
91,Cape Cod Village,1500 State Street,Cambridge,Middlesex,MA,01091,(622) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MA-ALF-80091,Massachusetts Department of Public Health,2024-08-06,80,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4862,-71.21039999999999
92,Berkshire Commons,1600 Park Street,Cambridge,Middlesex,MA,01092,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80092,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.496199999999995,-71.2004
93,Pioneer Valley Manor,1700 School Street,Cambridge,Middlesex,MA,01093,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80093,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5062,-71.1904
94,North Shore Village,1800 Church Street,Cambridge,Middlesex,MA,01094,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80094,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5162,-71.2604
95,South Shore Commons,1900 Elm Street,Cambridge,Middlesex,MA,01095,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80095,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.526199999999996,-71.2504
96,Merrimack Valley Manor,2000 Oak Street,Cambridge,Middlesex,MA,01096,(627) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MA-ALF-80096,Massachusetts Department of Public Health,2024-04-11,85,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4362,-71.2404
97,Blackstone Village,2100 Maple Street,Cambridge,Middlesex,MA,01097,(628) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MA-ALF-80097,Massachusetts Department of Public Health,2024-05-12,86,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4462,-71.2304
98,Freedom Trail Commons,2200 Harvard Street,Cambridge,Middlesex,MA,01098,(629) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MA-ALF-80098,Massachusetts Department of Public Health,2024-06-13,87,True,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.456199999999995,-71.2204
99,Tea Party Manor,2300 Yale Street,Cambridge,Middlesex,MA,01099,(630) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MA-ALF-80099,Massachusetts Department of Public Health,2024-07-14,88,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.46619999999999,-71.21039999999999
100,Salem Village,2400 MIT Avenue,Cambridge,Middlesex,MA,01100,(631) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MA-ALF-80100,Massachusetts Department of Public Health,2024-08-15,89,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4762,-71.2004
101,Lexington Commons,2500 Boston Street,Cambridge,Middlesex,MA,01101,(632) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,55,MA-ALF-80101,Massachusetts Department of Public Health,2024-09-16,90,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4862,-71.1904
102,Concord Manor,2600 Cambridge Street,Cambridge,Middlesex,MA,01102,(633) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,56,MA-ALF-80102,Massachusetts Department of Public Health,2024-10-17,91,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.496199999999995,-71.2604
103,Plymouth Village,2700 Salem Street,Cambridge,Middlesex,MA,01103,(634) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,57,MA-ALF-80103,Massachusetts Department of Public Health,2024-11-18,92,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5062,-71.2504
104,Mayflower Commons,2800 Plymouth Street,Cambridge,Middlesex,MA,01104,(635) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,58,MA-ALF-80104,Massachusetts Department of Public Health,2024-03-19,93,True,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5162,-71.2404
105,Whaling City Manor,2900 Concord Street,Cambridge,Middlesex,MA,01105,(636) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,59,MA-ALF-80105,Massachusetts Department of Public Health,2024-04-20,94,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.526199999999996,-71.2304
106,Cranberry Village,3000 Lexington Avenue,Cambridge,Middlesex,MA,01106,(637) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,60,MA-ALF-80106,Massachusetts Department of Public Health,2024-05-21,95,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4362,-71.2204
107,Lighthouse Commons,3100 Bunker Hill Street,Cambridge,Middlesex,MA,01107,(638) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,61,MA-ALF-80107,Massachusetts Department of Public Health,2024-06-22,96,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4462,-71.21039999999999
108,Seaport Manor,3200 Freedom Trail,Cambridge,Middlesex,MA,01108,(639) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,62,MA-ALF-80108,Massachusetts Department of Public Health,2024-07-23,97,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.456199999999995,-71.2004
109,Harbor Village,3300 Tea Party Avenue,Cambridge,Middlesex,MA,01109,(640) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,63,MA-ALF-80109,Massachusetts Department of Public Health,2024-08-24,98,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.46619999999999,-71.1904
110,Ivy League Commons,3400 Main Street,Cambridge,Middlesex,MA,01110,(641) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,64,MA-ALF-80110,Massachusetts Department of Public Health,2024-09-25,99,True,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4762,-71.2604
111,Colonial Manor,3500 Massachusetts Avenue,Cambridge,Middlesex,MA,01111,(642) 225-1025,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,65,MA-ALF-80111,Massachusetts Department of Public Health,2024-10-26,75,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4862,-71.2504
112,Revolutionary Village,3600 Commonwealth Avenue,Cambridge,Middlesex,MA,01112,(643) 226-1026,Senior Living,Assisted Living; Personal Care; Hospice Care,66,MA-ALF-80112,Massachusetts Department of Public Health,2024-11-27,76,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.496199999999995,-71.2404
113,Patriots Commons,3700 Beacon Street,Cambridge,Middlesex,MA,01113,(644) 227-1027,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,67,MA-ALF-80113,Massachusetts Department of Public Health,2024-03-28,77,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5062,-71.2304
114,Bay State Manor,3800 Washington Street,Cambridge,Middlesex,MA,01114,(645) 228-1028,Senior Living,Assisted Living; Memory Care; Independent Living,68,MA-ALF-80114,Massachusetts Department of Public Health,2024-04-01,78,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.5162,-71.2204
115,Commonwealth Commons,3900 State Street,Cambridge,Middlesex,MA,01115,(646) 229-1029,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,69,MA-ALF-80115,Massachusetts Department of Public Health,2024-05-02,79,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.526199999999996,-71.21039999999999
116,Pilgrim Village,4000 Park Street,Cambridge,Middlesex,MA,01116,(647) 230-1030,Senior Living,Continuing Care; Adult Day Services; Personal Care,70,MA-ALF-80116,Massachusetts Department of Public Health,2024-06-03,80,True,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4362,-71.2004
117,Minuteman Care,4100 School Street,Cambridge,Middlesex,MA,01117,(648) 231-1031,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,71,MA-ALF-80117,Massachusetts Department of Public Health,2024-07-04,81,False,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4462,-71.1904
118,Beacon Hill Manor,4200 Church Street,Cambridge,Middlesex,MA,01118,(649) 232-1032,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,72,MA-ALF-80118,Massachusetts Department of Public Health,2024-08-05,82,False,True,True,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.456199999999995,-71.2604
119,Cape Cod Village,4300 Elm Street,Cambridge,Middlesex,MA,01119,(650) 233-1033,Senior Living,Assisted Living; Personal Care; Hospice Care,73,MA-ALF-80119,Massachusetts Department of Public Health,2024-09-06,83,True,False,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.46619999999999,-71.2504
120,Berkshire Commons,4400 Oak Street,Cambridge,Middlesex,MA,01120,(651) 234-1034,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,74,MA-ALF-80120,Massachusetts Department of Public Health,2024-10-07,84,False,True,False,https://www.middlesex-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.4762,-71.2404
121,Bay State Manor,1000 Main Street,Nantucket,Nantucket,MA,01121,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80121,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.nantucket-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.2335,-70.13950000000001
122,Commonwealth Commons,1100 Massachusetts Avenue,Nantucket,Nantucket,MA,01122,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80122,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.nantucket-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.2435,-70.12950000000001
123,Pilgrim Village,1200 Commonwealth Avenue,Nantucket,Nantucket,MA,01123,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80123,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.nantucket-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.253499999999995,-70.1195
124,Minuteman Care,1300 Beacon Street,Nantucket,Nantucket,MA,01124,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80124,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.nantucket-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.26349999999999,-70.10950000000001
125,Beacon Hill Manor,1400 Washington Street,Nantucket,Nantucket,MA,01125,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80125,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.nantucket-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.2735,-70.0995
126,Bay State Manor,1000 Main Street,Quincy,Norfolk,MA,01126,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80126,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1051,-71.2356
127,Commonwealth Commons,1100 Massachusetts Avenue,Quincy,Norfolk,MA,01127,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80127,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1151,-71.2256
128,Pilgrim Village,1200 Commonwealth Avenue,Quincy,Norfolk,MA,01128,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80128,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.125099999999996,-71.2156
129,Minuteman Care,1300 Beacon Street,Quincy,Norfolk,MA,01129,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80129,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.135099999999994,-71.2056
130,Beacon Hill Manor,1400 Washington Street,Quincy,Norfolk,MA,01130,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80130,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1451,-71.1956
131,Cape Cod Village,1500 State Street,Quincy,Norfolk,MA,01131,(622) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MA-ALF-80131,Massachusetts Department of Public Health,2024-08-06,80,False,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1551,-71.1856
132,Berkshire Commons,1600 Park Street,Quincy,Norfolk,MA,01132,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80132,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.165099999999995,-71.1756
133,Pioneer Valley Manor,1700 School Street,Quincy,Norfolk,MA,01133,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80133,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1751,-71.1656
134,North Shore Village,1800 Church Street,Quincy,Norfolk,MA,01134,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80134,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1851,-71.2356
135,South Shore Commons,1900 Elm Street,Quincy,Norfolk,MA,01135,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80135,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1951,-71.2256
136,Merrimack Valley Manor,2000 Oak Street,Quincy,Norfolk,MA,01136,(627) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MA-ALF-80136,Massachusetts Department of Public Health,2024-04-11,85,False,True,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1051,-71.2156
137,Blackstone Village,2100 Maple Street,Quincy,Norfolk,MA,01137,(628) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MA-ALF-80137,Massachusetts Department of Public Health,2024-05-12,86,False,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1151,-71.2056
138,Freedom Trail Commons,2200 Harvard Street,Quincy,Norfolk,MA,01138,(629) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MA-ALF-80138,Massachusetts Department of Public Health,2024-06-13,87,True,True,True,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.125099999999996,-71.1956
139,Tea Party Manor,2300 Yale Street,Quincy,Norfolk,MA,01139,(630) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MA-ALF-80139,Massachusetts Department of Public Health,2024-07-14,88,False,False,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.135099999999994,-71.1856
140,Salem Village,2400 MIT Avenue,Quincy,Norfolk,MA,01140,(631) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MA-ALF-80140,Massachusetts Department of Public Health,2024-08-15,89,False,True,False,https://www.norfolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.1451,-71.1756
141,Bay State Manor,1000 Main Street,Plymouth,Plymouth,MA,01141,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80141,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9084,-70.7073
142,Commonwealth Commons,1100 Massachusetts Avenue,Plymouth,Plymouth,MA,01142,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80142,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9184,-70.6973
143,Pilgrim Village,1200 Commonwealth Avenue,Plymouth,Plymouth,MA,01143,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80143,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.928399999999996,-70.6873
144,Minuteman Care,1300 Beacon Street,Plymouth,Plymouth,MA,01144,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80144,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.938399999999994,-70.6773
145,Beacon Hill Manor,1400 Washington Street,Plymouth,Plymouth,MA,01145,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80145,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9484,-70.6673
146,Cape Cod Village,1500 State Street,Plymouth,Plymouth,MA,01146,(622) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MA-ALF-80146,Massachusetts Department of Public Health,2024-08-06,80,False,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9584,-70.65729999999999
147,Berkshire Commons,1600 Park Street,Plymouth,Plymouth,MA,01147,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80147,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.968399999999995,-70.6473
148,Pioneer Valley Manor,1700 School Street,Plymouth,Plymouth,MA,01148,(624) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MA-ALF-80148,Massachusetts Department of Public Health,2024-10-08,82,False,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9784,-70.6373
149,North Shore Village,1800 Church Street,Plymouth,Plymouth,MA,01149,(625) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MA-ALF-80149,Massachusetts Department of Public Health,2024-11-09,83,False,True,True,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9884,-70.7073
150,South Shore Commons,1900 Elm Street,Plymouth,Plymouth,MA,01150,(626) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MA-ALF-80150,Massachusetts Department of Public Health,2024-03-10,84,True,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9984,-70.6973
151,Merrimack Valley Manor,2000 Oak Street,Plymouth,Plymouth,MA,01151,(627) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MA-ALF-80151,Massachusetts Department of Public Health,2024-04-11,85,False,True,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9084,-70.6873
152,Blackstone Village,2100 Maple Street,Plymouth,Plymouth,MA,01152,(628) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MA-ALF-80152,Massachusetts Department of Public Health,2024-05-12,86,False,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9184,-70.6773
153,Freedom Trail Commons,2200 Harvard Street,Plymouth,Plymouth,MA,01153,(629) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MA-ALF-80153,Massachusetts Department of Public Health,2024-06-13,87,True,True,True,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.928399999999996,-70.6673
154,Tea Party Manor,2300 Yale Street,Plymouth,Plymouth,MA,01154,(630) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MA-ALF-80154,Massachusetts Department of Public Health,2024-07-14,88,False,False,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.938399999999994,-70.65729999999999
155,Salem Village,2400 MIT Avenue,Plymouth,Plymouth,MA,01155,(631) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MA-ALF-80155,Massachusetts Department of Public Health,2024-08-15,89,False,True,False,https://www.plymouth-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,41.9484,-70.6473
156,Bay State Manor,1000 Main Street,Boston,Suffolk,MA,01156,(617) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MA-ALF-80156,Massachusetts Department of Public Health,2024-03-01,75,True,True,True,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.310100000000006,-71.0989
157,Commonwealth Commons,1100 Massachusetts Avenue,Boston,Suffolk,MA,01157,(618) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MA-ALF-80157,Massachusetts Department of Public Health,2024-04-02,76,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.320100000000004,-71.0889
158,Pilgrim Village,1200 Commonwealth Avenue,Boston,Suffolk,MA,01158,(619) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MA-ALF-80158,Massachusetts Department of Public Health,2024-05-03,77,False,True,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3301,-71.07889999999999
159,Minuteman Care,1300 Beacon Street,Boston,Suffolk,MA,01159,(620) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MA-ALF-80159,Massachusetts Department of Public Health,2024-06-04,78,True,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3401,-71.0689
160,Beacon Hill Manor,1400 Washington Street,Boston,Suffolk,MA,01160,(621) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MA-ALF-80160,Massachusetts Department of Public Health,2024-07-05,79,False,True,True,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.350100000000005,-71.0589
161,Cape Cod Village,1500 State Street,Boston,Suffolk,MA,01161,(622) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MA-ALF-80161,Massachusetts Department of Public Health,2024-08-06,80,False,False,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3601,-71.04889999999999
162,Berkshire Commons,1600 Park Street,Boston,Suffolk,MA,01162,(623) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MA-ALF-80162,Massachusetts Department of Public Health,2024-09-07,81,True,True,False,https://www.suffolk-senior-living.com,Active,Massachusetts Department of Public Health,2025-07-17,42.3701,-71.0389
