X,Y,OBJECTID,Number,Legal_Name,Business_Name,Capacity_Per_PEU,Address,Address_2,City,County,Zip_Code,Phone_Number,Latitude,Longitude,CountyName
-117.528516,33.9399900000001,287,1588219521,CREST VILLA LLC                    ,CREST VILLA                        ,15,4014 CALIFORNIA AVE,,NORCO               ,Riverside,92860,9092144004,33.939992346933,-117.528139149633,Riverside County
-122.0305275,37.356453,288,1013680453,ARKHAM OPERATIONS LLC,CRESCENT OAKS,44,147 CRESCENT AVE,,SUNNYVALE,Santa Clara,94087,408-730-4004,37.356230041376,-122.030599752005,Santa Clara County
-117.52623,33.9468570000001,289,1922582667,"RAMASAR, GHISLAINE",CREST HOME FOR THE ELDERLY,29,4460 CREST VIEW DR,,NORCO,Riverside,92860,951-736-2921,33.947064535923,-117.525834457989,Riverside County
-117.9176355,33.6396330000001,290,1023708906,CROSS CREEK MANOR INC,CROSS CREEK MANOR,14,138 EAST 18TH STREET,,COSTA MESA          ,Orange,92627,(714) 519-5878,33.639467289774,-117.917797522188,Orange County
-118.1680155,33.772635,291,1154592467,IRA DAVID ENTERPRISES              ,CROFTON MANOR INN                  ,213,1950 EAST 5TH STREET,,LONG BEACH          ,Los Angeles,90802,5624370093,33.772884613077,-118.167997898003,Los Angeles County
-117.954315,33.877827,292,1164130191,CROWN INVESTMENTS AND MGMT,CROWN MANOR AT PASEO GRANDE,6,819 NORTH DELPHINE PLACE,,FULLERTON,ORANGE,92833,714-743-7516,33.877680065237,-117.954056837382,Orange County
-118.004148,33.8995620000001,293,1447968474,CROWN INVESTMENTS AND MGMT,CROWN MANOR,6,15327 CAMPILLOS ROAD,,LA MIRADA,LOS ANGELES,90638,714-562-0552,33.899466697761,-118.004373640833,Los Angeles County
-117.2128905,34.4917620000001,294,1477280931,CRYSTAL GARDEN RCFE LLC,CRYSTAL GARDEN RCFE,10,13224 IROQUOIS RD,,APPLE VALLEY,San Bernardino,92308,760-503-9180,34.491762,-117.212555978244,San Bernardino County
-117.950382,33.692688,295,1508320813,"CRYSTAL COVE CARE, INC             ",CRYSTAL COVE CARE #1               ,6,18600 LOS LEONES ST,,FOUNTAIN VALLEY     ,Orange,92708,7145932687,33.692686658895,-117.950632367448,Orange County
-118.1500965,34.685712,296,1093460164,COMPASSIONATE ELDERLY CARE MGT,COMPASSIONATE ELDERLY CARE MGT,6,44161 11TH ST WEST,,LANCASTER,Los Angeles,94534,6619419178,34.685713005828,-118.149886868602,Los Angeles County
-117.8376345,33.787116,297,1083373302,LUXURY LIVING SENIOR CARE LLC,CYECREST GUEST HOME,6,139 S LINCOLN ST,,ORANGE,Orange,92866,714-580-6839,33.787113317791,-117.837914790842,Orange County
-118.2064185,34.0974360000001,298,1770039844,"D4,INC.                            ","D4,INC.                            ",100,4541 N. FIGUEROA STREET,,LOS ANGELES         ,Los Angeles,90065,3232231221,34.097332232039,-118.206231080645,Los Angeles County
-121.4540145,38.468754,299,1881225795,DANIEL RESIDENTIAL CARE HOME       ,DANIEL RESIDENTIAL CARE HOME       ,6,4295 AMAPOLA WAY,,SACRAMENTO          ,Sacramento,95823,9168224147,38.468754,-121.4540145,Sacramento County
-121.145013,38.6772750000001,300,1437824067,DANI'S HELPING HANDS INC,DANI'S HELPING HANDS,6,108 REMINGTON DRIVE,,FOLSOM,SACRAMENTO,95630,916-201-4863,38.677275,-121.145013,Sacramento County
-119.7671445,36.8443080000001,301,1407513278,DEANNA'S PLACE INC,DEANNA'S PLACE,6,951 E ALLUVIAL AVE,,FRESNO,Fresno,93720,5595708763,36.844319064112,-119.766807966588,Fresno County
-118.129869,34.140636,302,1043958572,DEL MAR PARK LLC,DEL MAR PARK,60,990 E DEL MAR BLVD,,PASADENA,Los Angeles,91106,626-577-0215,34.140920146518,-118.129876543713,Los Angeles County
-117.156024,33.7253850000001,303,1841940350,DELICARE I HEALTH SERVICES INC,DELICARE I HEALTH SERVICES INC,6,27143 SETTLEMENT STREET,,MENIFEE,Riverside,92585,909-559-7200,33.725387346933,-117.155750498499,Riverside County
-117.202284,34.463556,304,1417275967,GLECO LLC                          ,D'ADAMS FAMILY CARE                ,5,11665 CIBOLA RD,,APPLE VALLEY        ,San Bernardino,92308,7603715153,34.463554323619,-117.202584155953,San Bernardino County
-121.294692,37.9852740000001,305,1407997281,A1 DEL MONTE INC.                  ,DEL MONTE ASSISTED LIVING          ,158,517 E FULTON STREET,,STOCKTON            ,San Joaquin,95204,9252220430,37.984686763864,-121.294446242599,San Joaquin County
-117.106065,33.5226870000001,306,1134888290,DELICARE HEALTH SERVICES,DELICARE HEALTH SERVICES,6,31416 CHEMIN CHEVALIER,,TEMECULA,Riverside,92591,9095597200,33.522477955335,-117.105937259796,Riverside County
-118.303614,33.839793,307,1770717209,HOME FOR LIFE FOUNDATION           ,DENKER HOUSE                       ,8,20902 DENKER AVE,,TORRANCE            ,Los Angeles,90501,3103377417,33.839791826534,-118.303921615846,Los Angeles County
-116.191206,33.731316,308,1558067355,DESERT COTTAGES LLC,DESERT COTTAGES III,6,43745 PETTIROSSO ST,,INDIO,RIVERSIDE,92203,760-342-7767,33.731317089647,-116.190927636996,Riverside County
-117.5829075,33.9456240000001,309,1902540602,LESLEY S VANNOY,DELLBROOK GUEST HOME,6,13731 DELLBROOK STREET,,CORONA,Riverside,92880,951-220-7860,33.945808485689,-117.5829075,Riverside County
-116.205097013,33.7433661160001,310,1306543426,DESERT COTTAGES LLC,DESERT COTTAGE,6,83-617 HIMILAYA DRIVE,,INDIO,RIVERSIDE,92203,760-342-7767,33.743366116108,-116.205097012691,Riverside County
-116.209067414,33.743435215,311,1578260691,DESERT COTTAGES LLC,DESERT COTTAGE II,6,83-421 MATADOR COURT,,INDIO,RIVERSIDE,92203,760-342-7767,33.743435215472,-116.209067414126,Riverside County
-117.3232215,34.5404610000001,312,1164045803     ,DESERT HORIZON RESIDENTIAL         ,DESERT HORIZON RESIDENTIAL         ,6,15952 CONDOR ROAD,,VICTORVILLE         ,San Bernardino,92394,7609535286,34.540706422125,-117.322971635466,San Bernardino County
-116.460747,33.832998,313,1295008159,DESERT CYPRESS ELDERCARE INC       ,DESERT CYPRESS ELDERCARE           ,8,68905 HERMOSILLO RD,,CATHEDRAL CITY      ,Riverside,92234,(760) 459-3214,33.833224981938,-116.46071238274,Riverside County
-118.5147675,34.2578970000001,314,1104438977,ERMANITA CORPORATION,DEVONSHIRE ELDERLY CARE,6,17441 DEVONSHIRE ST,,NORTHRIDGE,Los Angeles,91325,3109558213,34.257613691673,-118.514777725922,Los Angeles County
-119.7682515,36.804015,315,1518400886,"AGORANYAN, RIMA                    ",DIGNITY CARE HOME                  ,6,3274 E ACACIA AVE,,FRESNO              ,Fresno,93726,5593857115,36.804203760459,-119.768253679295,Fresno County
-122.069934,37.6374060000001,316,1336786490,SCOTT VILLAS CORP,DIANA'S CARE HOME,35,27402 MANON AVENUE,,HAYWARD,ALAMEDA,94545,510-782-8808,37.637138114375,-122.070301127359,Alameda County
-121.3871715,38.4145830000001,317,1710614169,SUNQUEST RESOURCES INC,DIAMOND OAK SENIOR CARE,6,8636 DIAMOND OAK WAY,,ELK GROVE,SACRAMENTO,95624,916-690-8874,38.414583,-121.3871715,Sacramento County
-117.9735885,33.6560400000001,318,1710760442,FDL SYNERGY INC,DORSETT SENIOR MANOR,6,8831 DORSETT DR,,HUNTINGTON BEACH,ORANGE,92646,214-476-6864,33.655861214005,-117.973587158895,Orange County
-122.1508665,37.7436060000001,319,1871037838,"DNALOR CARE HOMES, LLC             ","DNALOR CARE HOMES, LLC             ",4,2706 106TH AVENUE,,OAKLAND             ,Alameda,94605,5107566122,37.743774057159,-122.151016955162,Alameda County
-118.133064,33.9362640000001,320,1003952037,BROOKSHIRE PARTNERS                ,DOWNEY RETIREMENT CENTER           ,252,11500 DOLAN AVE,,DOWNEY              ,Los Angeles,90241,5628692416,33.936466339143,-118.133428026055,Los Angeles County
-116.4745485,33.9488640000001,321,1396281630,DESERT COVE DESERT HOT SPRIN       ,DESERT COVE ASSISTED LIVING        ,56,13660 MOUNTAIN VIEW RD,,DESERT HOT SPRING   ,Riverside,92240,7606717820,33.948856791563,-116.475000033124,Riverside County
-117.657747,34.095825,322,1275214785,HK BEYOND CARE INC,DIVINE MANOR CARE 2,6,544 W 9TH STREET,,UPLAND,SAN BERNARDINO,91786,347-449-2449,34.096033290294,-117.657748508743,San Bernardino County
-118.2684555,34.160607,323,1063299733,DRYDEN GARDENS INC,DRYDEN GARDENS INC,6,610 W DRYDEN ST,,GLENDALE,LOS ANGELES,91202,818-919-4139,34.160780756853,-118.268438568556,Los Angeles County
-117.3113775,34.4316240000001,324,1417275967,GLECO LLC                          ,D'VINE HOME RCFE                   ,10,16123 VINE STREET,,HESPERIA            ,San Bernardino,92345,7609814595,34.431831871199,-117.311332992094,San Bernardino County
-116.5076325,33.9433290000001,325,1588154116,DULCE VILLA                        ,DULCE VILLA I                      ,6,66147 S AGUA DULCE DR,,DESERT HOT SPRING   ,Riverside,92240,9096367848,33.943537709389,-116.507569468088,Riverside County
-117.352053,33.9970950000001,326,1790265650,JUAN CORNELL,EAGEL TIME CARE FACILITY,6,1622 PALERMO DR,,RIVERSIDE,RIVERSIDE,92507,562-685-4610,33.997093910353,-117.352210244504,Riverside County
-116.507394,33.943338,327,1588154116,DULCE VILLA                        ,DULCE VILLA II                     ,6,66171 S AGUA DULCE DR,,DESERT HOT SPRING   ,Riverside,92240,7602514606,33.943535477639,-116.507394,Riverside County
-117.541683,33.8174280000001,328,1710395777,EAGLE GLEN CARE HOME INC           ,EAGLE GLEN CARE HOME INC           ,6,1697 HONORS CIRCLE,,CORONA              ,Riverside,92883,9515829230,33.817163802412,-117.541694818483,Riverside County
-117.541791,33.9614730000001,329,1831804657,WP ENTERPRISE LLC,EARLY BIRD CARE HOME,6,11860 CONFLUENCE DR,,JURUPA VALLEY,RIVERSIDE,91752,657-722-9269,33.961282479341,-117.541690249524,Riverside County
-118.0809855,33.8834610000001,330,1801493101,DREAM CARE HOME LLC                ,DREAM CARE HOME LLC                ,6,11838 163RD ST,,NORWALK             ,Los Angeles,90650,5624047010,33.883653951411,-118.080986757285,Los Angeles County
-122.0972985,37.7078490000001,331,1740825611,SPECIAL REQUEST LLC                ,EDEN ASSISTED LIVING               ,6,18787 CARLTON AVENUE,,CASTRO VALLEY       ,Alameda,94546,5108850557,37.708345795401,-122.09655142097,Alameda County
-118.5441525,34.186878,332,1962612432,EISENBERG VLG OF THE LA            ,EISENBERG VILLAGE - ALC            ,271,18855 VICTORY BLVD,,RESEDA              ,Los Angeles,91335,8187743386,34.186607515985,-118.5441525,Los Angeles County
-118.3777425,34.181469,333,1235750761,LEE & ELEANOR POSNER,ELEE RESIDENTIAL CARE 2,6,11323 CALVERT ST,,NORTH HOLLYWOOD,Los Angeles,91606,8189806040,34.181263475734,-118.377743841105,Los Angeles County
-118.3805145,34.0491420000001,334,1336760446,EILAT DAY CARE INC,EILAT'S MANOR,6,1621 S SHERBOURNE DRIVE,,LOS ANGELES,Los Angeles,90035,310-273-3133,34.049115429367,-118.380245608546,Los Angeles County
-117.708885,33.6288420000001,335,1407443849     ,ELEONOR'S PLACE INC.               ,ELEONOR'S PLACE 1                  ,6,24152 JAGGER STREET,,LAKE FOREST         ,Orange,92630,9494724681,33.628909222863,-117.70866078409,Orange County
-117.6794325,33.6024540000001,336,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 2,6,24772 ARGUS DRIVE,,MISSION VIEJO,Orange,92691,9497163274,33.602382753823,-117.67965068094,Orange County
-122.007402,37.9809090000001,337,1467891515,ELIM SENIOR SERVICES LLC           ,ELIM ASSISTED LIVING               ,6,3653 WREN AVE,,CONCORD             ,Contra Costa,94519,8888188101,37.980735159328,-122.007393282821,Contra Costa County
-117.5802705,33.9631200000001,338,1063020329,BROOKE & SIMM INC                  ,EASTVALE MEADOWS                   ,6,6885 CEDAR CREEK RD,,CORONA              ,Riverside,92880,9515201074,33.963121592562,-117.580028849732,Riverside County
-117.664488,33.616314,339,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 3,6,26711 VALPARISO DRIVE,,MISSION VIEJO,Orange,92691,9494666406,33.616189528738,-117.66464465777,Orange County
-117.6868035,33.607332,340,1407443849,ELEONOR'S PLACE INC.,ELEONOR'S PLACE 4,6,24431 ZANDRA DRIVE,,MISSION VIEJO,Orange,92691,9497163274,33.607341052455,-117.686518934387,Orange County
-121.963968,37.9613790000001,341,1316386451,ELIM SENIOR SERVICES LLC           ,ELIM ASSISTED LIVING III           ,6,5126 CORAL COURT,,CONCORD             ,Contra Costa,94521,8888188101,37.961553595043,-121.963836320301,Contra Costa County
-121.272759,38.6958510000001,342,1891469979,BASELINE ENTERPRISE-RYCROFT ENTERPRISE,ELIZABETH CARE HOMES IV,6,7131 MATHIS COURT,,CITRUS HEIGHTS,Sacramento,95610,916-745-4528,38.695851,-121.272759,Sacramento County
-121.79277,37.9609290000001,343,1891469979,BASELINE ENTERPRISE-RYCROFT ENTERPRISE,ELIZABETH CARE HOMES 2,6,1840 KERN MOUNTAIN WAY,,ANTIOCH,Contra Costa,94531,9252380311,37.961095296959,-121.792853232298,Contra Costa County
-118.054629,34.566336,344,1376241968,ELWOOD HOME CARE LLC,ELWOOD HOME CARE LLC,6,4099 ELWOOD AVENUE,,PALMDALE,LOS ANGELES,93552,661-526-5950,34.566085213457,-118.054631849847,Los Angeles County
-121.2943815,38.5959780000001,345,1386304426,"EKANEM, UWEM",ELIZABETH CARE HOMES I,6,10609 CHARBONO WAY,,RANCHO CORDOVA,Sacramento,95670,9167542899,38.595978,-121.2943815,Sacramento County
-118.5156405,34.2596790000001,346,1841900594,EMERALD SENIOR CARE INC,EMERALD SENIOR CARE INC,6,10401 ENCINO AVE,,GRANADA HILLS,Los Angeles,91344,424-421-4323,34.259679,-118.515487027353,Los Angeles County
-118.288638,34.0498620000001,347,1295139632,ELIM HEALTHCARE INC                ,ELIM SILVERTOWN                    ,142,1126 S WESTMORELAND AVE,,LOS ANGELES         ,Los Angeles,90006,2137367777,34.049863676381,-118.289078720469,Los Angeles County
-121.231917,38.701377,348,1972990760,ESKATON FOUNTAINWOOD LODGE         ,ESKATON FOUNTAINWOOD LODGE         ,136,8773 OAK AVE,,ORANGEVALE          ,Sacramento,95662,9169882200,38.701377,-121.231917,Sacramento County
-118.1367675,33.907086,349,1144811738,TLT CARE ENTERPRISE LLC,EUROPEAN CHRISTIAN HOME,6,9249 DALBERG STREET,,BELLFLOWER,Los Angeles,90706,310-365-1357,33.90688776799,-118.136904125022,Los Angeles County
-117.2552895,34.0475220000001,350,1316499536,"EVERETT FOREST BOARD & CARE,       ","EVERETT FOREST BOARD & CARE,       ",6,11350 POPLAR STREET,,LOMA LINDA          ,San Bernardino,92354,9097993170,34.047522,-117.255078024583,San Bernardino County
-117.8152515,33.7925970000001,351,1013626274,EVERGREEN ADULT HOME CARE,EVERGREEN ADULT HOME CARE,6,362 N SWIDLER ST,,ORANGE,ORANGE,92869,951-893-0859,33.792597,-117.815006999884,Orange County
-117.3587265,34.490349,352,1972953156,EVANS ELDERLY RESIDENTIAL          ,EVANS ELDERLY RESIDENTIAL          ,6,13947 CASTILLE ST,,VICTORVILLE         ,San Bernardino,92392,7602614241,34.490556452104,-117.358727757285,San Bernardino County
-119.891187,36.820818,353,1598268922,ANM DIVERSIFIED INC                ,EVERSPRING RETIREMENT HOME         ,6,5738 N LOLA AVE,,FRESNO              ,Fresno,93722,5593920393,36.820947500404,-119.89139562557,Fresno County
-118.101033,34.5549600000001,354,1184342099,EXCELLENCE COMMUNITY REHABILITATION PROGRAM LLC,EXCELLENCE COMMUNITY RESIDENTIAL PROPERTIES,6,37025 LA CONTEMPO AVE,,PALMDALE,Los Angeles,93550,323-325-7061,34.55495656342,-118.100788835161,Los Angeles County
-118.3462245,34.153335,355,1861653370,225 N. EVERGREEN INC               ,EVERGREEN RETIREMENT RES           ,99,225 N EVERGREEN STREET,,BURBANK             ,Los Angeles,91505,8188438268,34.153443797103,-118.345897521957,Los Angeles County
-121.296186,38.637531,356,1851588727,"FAIR OAKS ESTATES, INC             ",FAIR OAKS ESTATES                  ,106,8845 FAIR OAKS BLVD,,CARMICHAEL          ,Sacramento,95608,9169442077,38.637531,-121.296186,Sacramento County
-118.0806885,34.5585060000001,357,1093096000,EXCELLENT HOME CARE LLC,EXCELLENT HOME CARE II,6,37208 27TH STREET EAST,,PALMDALE,Los Angeles,93550,661-992-8054,34.558506922009,-118.080911290986,Los Angeles County
-117.3919275,34.09155,358,1750088605,FAIRVIEW LIVING LLC,FAIRVIEW LIVING LLC,10,1089 W HUFF ST,,RIALTO,San Bernardino,92376,646-523-8208,34.091703891742,-117.391928841105,San Bernardino County
-117.663255,33.5930760000001,359,1982007357,FAMILY CARE FOR ELDERLY INC        ,FAMILY CARE FOR ELDERLY INC        ,6,26741 PEPITA DR,,MISSION VIEJO       ,Orange,92691,9495890145,33.592893106873,-117.663349296411,Orange County
-121.866876,38.000457,360,1467101964,FAM CARE HOMES LLC,FAM CARE HOMES LLC,6,1502 PEPPERTREE PLACE,,PITTSBURG,Contra Costa,94565,925-318-4903,38.000648023573,-121.866804250909,Contra Costa County
-118.3174335,34.040781,361,1740850437,CREATIVE LIFESTYLES INC,FAITH MANOR,21,1832 SOUTH ARLINGTON AVE,,LOS ANGELES,Los Angeles,90019,3237372310,34.040781,-118.317693003722,Los Angeles County
-117.196461,33.828741,362,1932809464,FEDELIA B DAIZ,FAMOUS HOME,6,26690 MCCLURE CT,,PERRIS,Riverside,92571,951-943-8762,33.828406310606,-117.196468124618,Riverside County
-117.9983205,33.825141,363,1851987184     ,DP CA RAL OPCO LLC                 ,FAMILY CHOICE SENIOR LIVING        ,30,3105 W ORANGE AVE,,ANAHEIM             ,Orange,92804,7142290069,33.824723497403,-117.9983205,Orange County
-117.6557085,34.113726,364,1215562913,STATESIDE MEDICAL LLC,FIL-AM HOME FOR SENIORS IV,6,359 W LANGSTON STREET,,UPLAND,SAN BERNARDINO,91786-3128,714-408-8996,34.113456521813,-117.655544801431,San Bernardino County
-118.3608675,34.1651790000001,365,1972832657,TOLUCA LAKE MNGMNT CORP            ,FINE GOLD MANOR                    ,100,10537 MAGNOLIA BLVD,,NORTH HOLLYWOOD     ,Los Angeles,91601,8187615777,34.164923519591,-118.3608675,Los Angeles County
-117.719842502,34.121547992,366,1215562913,STATESIDE MEDICAL LLC              ,FIL-AM HOME FOR SENIORS 3          ,6,380 W BASELINE RD,,CLAREMONT           ,Los Angeles,91711,7144088996,34.121547991905,-117.719842502249,Los Angeles County
-119.8498095,36.8215740000001,367,1740816230,FIVE STAR ASSISTED LIVING CORPORATION,FIVE STAR ASSISTED LIVING 2,6,5727 N HAZEL AVE,,FRESNO,Fresno,93711,5597183616,36.821566707744,-119.849517474493,Fresno County
-119.839275,36.815256,368,1740816230,FIVE STAR ASSISTED LIVING CORP,FIVE STAR ASSISTED LIVING CORP,6,2573 W BARSTOW AVE,,FRESNO,Fresno,93711,5592838543,36.815462530094,-119.83927064141,Fresno County
-118.6229655,34.1702730000001,369,1881380590,FALLBROOK ASSISTED LIVING INC,FALLBROOK ASSISTED LIVING,6,5504 FALLBROOK AVE,,WOODLAND HILLS,LOS ANGELES,91367-4326,818-713-0447,34.170266545935,-118.623295495528,Los Angeles County
-118.082754,33.8667840000001,370,1366619082,"FOUNDERS HOUSE OF HOPE, INC        ",FOUNDERS HOUSE OF HOPE             ,98,18025 PIONEER AVENUE,,ARTESIA             ,Los Angeles,90701,5628603351,33.866797327226,-118.082313447169,Los Angeles County
-117.878976,33.762663,371,1841074978,FLOWERS FAMILY CARE LLC,FLOWERS FAMILY CARE,6,1009 W 20TH STREET,,SANTA ANA,ORANGE,92706,949-274-0634,33.762465773818,-117.878974658895,Orange County
-117.2785455,34.411275,372,1881048148,MEDICO INVESTMENT LLC,FOREMOST SENIOR CAMPUS,96,17581 SULTANA ST,,HESPERIA,San Bernardino,92345,760-244-5579,34.412668407584,-117.279513777455,San Bernardino County
-118.2790125,34.2451530000001,373,1427395094,FOOTHILL RETIREMENT OPERATOR       ,FOOTHILL RETIREMENT                ,72,6720 SAINT ESTABAN STREE,,TUJUNGA             ,Los Angeles,91042,8183532250,34.245490455422,-118.278857183334,Los Angeles County
-117.978723,33.6931290000001,374,1609431998     ,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SENIOR HOMES       ,6,18561 SANTA ISADORA,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.6931307602,-117.978523259247,Orange County
-117.9505125,33.70608,375,1609431998,FOUNTAIN VALLEY SENIOR HOMES       ,FOUNTAIN VALLEY SNR HOMES 2        ,6,17690 SAN VICENTE,,FOUNTAIN VALLEY     ,Orange,92708,9492906006,33.70608,-117.950692040366,Orange County
-118.397128385,34.1683242030001,376,1750650990,FOUR SEASONS ASSISTED              ,FOUR SEASONS ASSISTED LVG          ,49,12120 CHANDLER BLVD.,,NORTH HOLLYWOOD     ,Los Angeles,91607,5594865977,34.168324203089,-118.39712838544,Los Angeles County
-117.968076,33.718914,377,1093474306,BTC SENIOR CARE LLC,FOUNTAIN GARDEN GUEST HOME,6,16803 MAPLE ST,,FOUNTAIN VALLEY,Orange,92708,7146007083,33.718918442409,-117.967819681401,Orange County
-119.743488,36.83133,378,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #17,6,2568 E MENLO AVE,,FRESNO,Fresno,93710,559-434-1839,36.831136378037,-119.743575758526,Fresno County
-119.7524295,36.8331030000001,379,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #15,6,2099 E BURLINGAME AVE,,FRESNO,Fresno,93710,5594341839,36.833283210918,-119.752449113653,Fresno County
-119.750652,36.8356590000001,380,1306413471,"XENCARE II, INC.",FRESNO GUEST HOME #16,6,6859 N CHANCE AVE,,FRESNO,FRESNO,93710,559-434-1839,36.835659,-119.750367518206,Fresno County
-119.7513585,36.8308260000001,381,1306413471,XENCARE II INC,FRESNO GUEST HOME #19,6,2149 MENLO AVENUE,,FRESNO,FRESNO,93710,559-434-1839,36.831019538144,-119.751352129754,Fresno County
-119.7389565,36.8337690000001,382,1306413471,XENCARE II INC,FRESNO GUEST HOME #18,6,2804 E PALO ALTO AVE,,FRESNO,FRESNO,93710,559-434-1839,36.833540341681,-119.7389582602,Fresno County
-119.7373635,36.83529,383,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME III              ,6,2878 E MAGILL,,FRESNO              ,Fresno,93710,5594342551,36.835067460471,-119.7373635,Fresno County
-119.7498465,36.83088,384,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME I                ,6,6538 NORTH CHANCE,,FRESNO              ,Fresno,93710,5594341839,36.83088,-119.750082031479,Fresno County
-119.750274,36.836667,385,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME II               ,6,2214 E WARNER,,FRESNO              ,Fresno,93710,5594342551,36.8364384255,-119.750250363033,Fresno County
-119.7515925,36.8350560000001,386,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME IV               ,6,6817 NORTH ROWELL AVE,,FRESNO              ,Fresno,93710,5594341839,36.835056754371,-119.751297792284,Fresno County
-119.739474,36.83529,387,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME V                ,6,2776 EAST MAGILL AVE,,FRESNO              ,Fresno,93710,5594341839,36.835063437157,-119.739472575076,Fresno County
-119.74644,36.8337510000001,388,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME IX               ,6,2410 E LOS ALTOS AVE,,FRESNO              ,Fresno,93710,5594341839,36.833543128801,-119.746482831525,Fresno County
-119.7491805,36.8338680000001,389,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME VI               ,6,2267 E PALO ALTO,,FRESNO              ,Fresno,93710,5594342551,36.834025998875,-119.749263229384,Fresno County
-119.750013,36.8329860000001,390,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME VII              ,6,2228 E LOS ALTOS AVE,,FRESNO              ,Fresno,93710,5594341839,36.832787851809,-119.749838656414,Fresno County
-119.743713,36.8354790000001,391,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME XI               ,6,2562 E MAGILL AVE,,FRESNO              ,Fresno,93710,5594341839,36.835267524583,-119.743713,Fresno County
-119.7454455,36.8333460000001,392,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME VIII             ,6,6705 N MAPLE AVE,,FRESNO              ,Fresno,93710,5594341839,36.83335463336,-119.745185158087,Fresno County
-119.74671,36.8316540000001,393,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME X                ,6,6590 N JACKSON AVE,,FRESNO              ,Fresno,93710,5594341839,36.831652994172,-119.746917284465,Fresno County
-119.752776,36.8342640000001,394,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME XIII             ,6,2076 E FREMONT AVE,,FRESNO              ,Fresno,93710,5594341839,36.834063421057,-119.752760158203,Fresno County
-119.746674,36.8337960000001,395,1376847814,"XENCARE, INC                       ",FRESNO GUEST HOME XII              ,6,2398 E LOS ALTOS AVE,,FRESNO              ,Fresno,93710,5594341839,36.833569772433,-119.746686489036,Fresno County
-119.7520335,36.8343180000001,396,1376847814,"XENCARE, INC",FRESNO GUEST HOME XIV,6,2118 E FREMONT AVE,,FRESNO,Fresno,93710,5594341839,36.834104345288,-119.752016652375,Fresno County
-118.415601,34.1893890000001,397,1215446109,WELLBE HOME INC,FRIENDSHIP VILLAGE RCF,6,12950 HAYNES ST,,NORTH HOLLYWOOD,LOS ANGELES,91606,818-414-0005,34.189562337758,-118.415602927838,Los Angeles County
-117.971091,33.859719,398,1265945885,FIRST CARE INC                     ,FULLERTON VILLA                    ,196,2441 W ORANGETHORPE AVE,,FULLERTON           ,Orange,92833,7149925380,33.859165710572,-117.971054873997,Orange County
-117.9171855,33.8707440000001,399,1770189284,FULLERTON ROSEWOOD ASSISTED LIVING INC,FULLERTON ROSEWOOD ASSISTED LIVING,99,411 E COMMONWEALTH AVE,,FULLERTON,Orange,92832,7144410644,33.870441329476,-117.917177369554,Orange County
-117.5408955,33.8164380000001,400,1124585658,GABRIELA CARE HOME INC,GABRIELA CARE HOME INC,6,1717 TAMARRON DR,,CORONA,Riverside,92883,9514273631,33.816197774655,-117.540806148912,Riverside County
-118.2829995,34.0857,401,1861480097,GARDEN CREST CONV HOSP,GARDEN CREST RESIDENTIAL CARE,44,889 LUCILLE AVE,,LOS ANGELES,LOS ANGELES,90026,323-663-8281,34.085502689999,-118.282568586358,Los Angeles County
-118.361629684,34.089356079,402,1245937598,FAIRFAX GARDENS OPERATIONS LLC,GARDEN OF PALMS LA,130,1025 N FAIRFAX AVE,,LOS ANGELES,LOS ANGELES,90046,323-656-7900,34.08935607857,-118.36162968393,Los Angeles County
-117.9715725,33.7756140000001,403,1467125757,GARDEN GROVE GUEST HOME,GARDEN GROVE GUEST HOME,47,12882 SHACKELFORD LANE,,GARDEN GROVE,Orange,92841,3238060786,33.775129358359,-117.972012047002,Orange County
-118.287333,34.0565490000001,404,1811570146,A BETTER TOMORROW CARE CORP,GARDEN SILVER TOWN,72,2830 FRANCIS AVE,,LOS ANGELES,Los Angeles,90005,2133847305,34.056800373276,-118.287334592562,Los Angeles County
-119.676276,36.846234,405,1417437047,HERGIE & ASSOCIATES INC            ,GARDEN TERRACE ASSISTED            ,6,2145 BEDFORD AVE,,CLOVIS              ,Fresno,93611,5594392980,36.846025793525,-119.676288489036,Fresno County
-118.14417,34.1706150000001,406,1528425543,GARFIELD TERRACE LLC               ,GARFIELD TERRACE LLC               ,60,1435 N GARFIELD AVE,,PASADENA            ,Los Angeles,91104,6263980527,34.170615,-118.143939497663,Los Angeles County
