id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
80,Perry Village,3436 Federal Highway,Perry,Taylor,FL,34967,(813) 358-2446,Skilled Nursing Facility,"Memory Care, Skilled Nursing, Continuing Care",29,FL-ALF-20720,Florida Agency for Health Care Administration,2024-03-04,89,False,True,True,https://www.perry-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,24.994875,-84.240695
81,Shores Plaza,949 Gulf Drive,Suwannee,Dixie,FL,34115,(727) 910-9723,Assisted Living Facility,"Skilled Nursing, Independent Living",145,FL-ALF-90397,Florida Agency for Health Care Administration,2024-10-24,93,True,True,False,https://www.suwannee-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.385951,-80.730426
82,Springs Court,9394 Alton Road,Suwannee,Dixie,FL,33925,(904) 320-9835,Independent Living Community,"Respite Care, Assisted Living",96,FL-ALF-84389,Florida Agency for Health Care Administration,2024-03-27,75,True,True,True,https://www.suwannee-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.114246,-82.50933
83,Grove Village,728 Federal Highway,Horseshoe Beach,Dixie,FL,33539,(941) 953-7880,Independent Living Community,"Assisted Living, Continuing Care, Independent Living",76,FL-ALF-81875,Florida Agency for Health Care Administration,2024-05-22,76,False,True,False,https://www.horseshoebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.180177,-86.156193
84,Oaks Gardens,6057 Las Olas Boulevard,Cross City,Dixie,FL,33664,(850) 767-6021,Adult Day Care Center,"Adult Day Care, Independent Living",111,FL-ALF-83189,Florida Agency for Health Care Administration,2024-10-26,92,False,False,False,https://www.crosscity-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.733679,-86.821633
85,Palms Retirement Community,7468 Ocean Drive,Mayo,Lafayette,FL,32664,(386) 252-2972,Adult Day Care Center,"Assisted Living, Adult Day Care, Independent Living",142,FL-ALF-12467,Florida Agency for Health Care Administration,2024-03-12,96,True,False,False,https://www.mayo-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.355721,-82.470249
86,Lafayette Center,6804 Collins Avenue,Day,Lafayette,FL,34929,(786) 580-4912,Assisted Living Facility,"Memory Care, Assisted Living",87,FL-ALF-64354,Florida Agency for Health Care Administration,2024-07-26,87,False,False,True,https://www.day-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.277296,-80.734506
87,Lafayette Gardens,9202 Biscayne Boulevard,Day,Lafayette,FL,34897,(352) 493-4066,Assisted Living Facility,"Adult Day Care, Assisted Living, Respite Care",62,FL-ALF-68082,Florida Agency for Health Care Administration,2024-01-11,90,True,False,True,https://www.day-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.794297,-82.083613
88,Harbor Residence,9900 Atlantic Avenue,Branford,Lafayette,FL,34235,(727) 388-5744,Continuing Care Retirement Community,"Memory Care, Continuing Care",31,FL-ALF-23960,Florida Agency for Health Care Administration,2024-04-17,100,True,False,True,https://www.branford-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.182279,-84.274084
89,Everglades Senior Living,5213 Lincoln Road,Branford,Lafayette,FL,34227,(863) 244-5944,Memory Care Community,"Respite Care, Skilled Nursing, Adult Day Care",107,FL-ALF-37782,Florida Agency for Health Care Administration,2024-04-25,78,True,False,True,https://www.branford-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.137696,-86.003512
90,Sunshine Assisted Living,2886 Flagler Street,Branford,Lafayette,FL,33630,(386) 350-7592,Adult Day Care Center,"Skilled Nursing, Memory Care",89,FL-ALF-74108,Florida Agency for Health Care Administration,2024-11-23,82,True,True,False,https://www.branford-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.048281,-86.99748
91,Magnolia Care Center,6436 Collins Avenue,Wellborn,Suwannee,FL,34903,(352) 400-5767,Adult Family Care Home,"Skilled Nursing, Independent Living, Adult Day Care",105,FL-ALF-97559,Florida Agency for Health Care Administration,2024-03-24,86,False,True,True,https://www.wellborn-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.327391,-82.277256
92,Vista Senior Living,830 Federal Highway,Wellborn,Suwannee,FL,32409,(727) 217-7371,Respite Care Center,"Adult Day Care, Respite Care, Independent Living",61,FL-ALF-54549,Florida Agency for Health Care Administration,2024-10-03,81,True,False,True,https://www.wellborn-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.264779,-80.441431
93,Everglades Manor,4900 Washington Avenue,O'Brien,Suwannee,FL,33230,(786) 984-8056,Independent Living Community,"Continuing Care, Assisted Living, Skilled Nursing, Memory Care",43,FL-ALF-92231,Florida Agency for Health Care Administration,2024-08-15,98,True,True,True,https://www.obrien-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.13959,-86.29021
94,Everglades House,1456 Gulf Drive,O'Brien,Suwannee,FL,32245,(561) 576-5031,Assisted Living Facility,"Adult Day Care, Skilled Nursing",91,FL-ALF-72427,Florida Agency for Health Care Administration,2024-07-05,92,True,False,True,https://www.obrien-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.928988,-80.078756
95,Grove Village,4291 Federal Highway,O'Brien,Suwannee,FL,34557,(850) 850-3394,Respite Care Center,"Skilled Nursing, Adult Day Care",128,FL-ALF-87436,Florida Agency for Health Care Administration,2024-02-18,93,False,True,False,https://www.obrien-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.601132,-84.675804
96,Oaks Village,5311 Coral Way,Jennings,Hamilton,FL,32297,(754) 975-4553,Assisted Living Facility,"Continuing Care, Adult Day Care, Respite Care, Memory Care",130,FL-ALF-95957,Florida Agency for Health Care Administration,2024-03-10,75,False,True,True,https://www.jennings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.159655,-80.558055
97,Oaks Home,4572 Flagler Street,Jasper,Hamilton,FL,32354,(561) 311-7206,Continuing Care Retirement Community,"Continuing Care, Skilled Nursing, Adult Day Care, Assisted Living",109,FL-ALF-98173,Florida Agency for Health Care Administration,2024-09-19,75,True,True,True,https://www.jasper-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.049003,-83.765666
98,Gardens Manor,8596 Collins Avenue,Jennings,Hamilton,FL,34136,(305) 907-2901,Skilled Nursing Facility,"Memory Care, Skilled Nursing",84,FL-ALF-59046,Florida Agency for Health Care Administration,2024-10-24,83,False,False,False,https://www.jennings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.960819,-80.06527
99,Hamilton Manor,7446 Washington Avenue,Jennings,Hamilton,FL,32597,(941) 442-1110,Assisted Living Facility,"Continuing Care, Assisted Living, Memory Care, Respite Care",47,FL-ALF-96105,Florida Agency for Health Care Administration,2024-05-09,99,True,False,True,https://www.jennings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.471847,-83.402688
100,Harbor Retirement Community,8933 Flagler Street,Fort White,Columbia,FL,33979,(754) 494-6205,Independent Living Community,"Independent Living, Memory Care, Assisted Living, Respite Care",91,FL-ALF-27359,Florida Agency for Health Care Administration,2024-08-16,97,False,True,False,https://www.fortwhite-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.63141,-81.096438
101,Columbia Memory Care,4897 Las Olas Boulevard,Winfield,Columbia,FL,33788,(813) 697-6016,Independent Living Community,"Assisted Living, Continuing Care, Skilled Nursing",138,FL-ALF-79088,Florida Agency for Health Care Administration,2024-03-17,78,True,True,False,https://www.winfield-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.14202,-84.025944
102,Springs Memory Care,408 Bayshore Drive,Fort White,Columbia,FL,33896,(954) 714-4678,Independent Living Community,"Independent Living, Skilled Nursing",80,FL-ALF-77762,Florida Agency for Health Care Administration,2024-06-14,81,False,True,False,https://www.fortwhite-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.894705,-84.968979
103,Harbor Gardens,3931 Federal Highway,Lake City,Columbia,FL,33327,(904) 472-7541,Continuing Care Retirement Community,"Independent Living, Skilled Nursing, Adult Day Care",63,FL-ALF-97947,Florida Agency for Health Care Administration,2024-12-15,97,True,True,True,https://www.lakecity-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.194323,-81.550353
104,Golden Manor,6142 Federal Highway,Macclenny,Baker,FL,32636,(321) 966-2423,Adult Day Care Center,"Memory Care, Independent Living, Adult Day Care",135,FL-ALF-36740,Florida Agency for Health Care Administration,2024-06-06,97,True,False,True,https://www.macclenny-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.978143,-84.110428
105,Crest Plaza,4770 Park Avenue,Sanderson,Baker,FL,33315,(772) 327-7416,Respite Care Center,"Continuing Care, Memory Care, Independent Living",48,FL-ALF-33083,Florida Agency for Health Care Administration,2024-07-07,94,True,False,True,https://www.sanderson-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.358859,-86.64212
106,Flamingo Assisted Living,7069 Biscayne Boulevard,Macclenny,Baker,FL,32761,(754) 450-5621,Adult Day Care Center,"Adult Day Care, Continuing Care",37,FL-ALF-71359,Florida Agency for Health Care Administration,2024-01-21,85,False,False,False,https://www.macclenny-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.915996,-85.525149
107,Palms Memory Care,3417 Gulf Drive,Sanderson,Baker,FL,34511,(786) 725-4396,Adult Day Care Center,"Skilled Nursing, Assisted Living, Independent Living, Continuing Care",121,FL-ALF-42733,Florida Agency for Health Care Administration,2024-01-02,78,False,False,True,https://www.sanderson-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.902917,-80.204722
108,Hibiscus House,926 Tamiami Trail,Macclenny,Baker,FL,34231,(863) 347-4615,Assisted Living Facility,"Memory Care, Adult Day Care, Respite Care",124,FL-ALF-97408,Florida Agency for Health Care Administration,2024-07-06,90,True,True,False,https://www.macclenny-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.599099,-83.704745
109,Grove Estates,7054 Miracle Mile,Callahan,Nassau,FL,34447,(689) 582-8921,Respite Care Center,"Assisted Living, Continuing Care, Memory Care",111,FL-ALF-46992,Florida Agency for Health Care Administration,2024-03-02,93,True,False,False,https://www.callahan-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.06964,-85.401629
110,Gardens House,2948 Bayshore Drive,Callahan,Nassau,FL,32291,(954) 598-1098,Continuing Care Retirement Community,"Independent Living, Assisted Living, Skilled Nursing",45,FL-ALF-81517,Florida Agency for Health Care Administration,2024-07-06,84,False,False,False,https://www.callahan-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.751242,-83.99148
111,Oaks Assisted Living,6710 Collins Avenue,Hilliard,Nassau,FL,33486,(954) 590-4043,Respite Care Center,"Independent Living, Continuing Care, Assisted Living",101,FL-ALF-27583,Florida Agency for Health Care Administration,2024-04-14,81,True,False,False,https://www.hilliard-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.613014,-86.476852
112,Golden Care Center,5083 Las Olas Boulevard,Hilliard,Nassau,FL,34517,(863) 214-7226,Respite Care Center,"Skilled Nursing, Adult Day Care, Independent Living, Continuing Care",143,FL-ALF-73264,Florida Agency for Health Care Administration,2024-06-02,93,True,True,False,https://www.hilliard-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.07578,-81.940392
113,Shores Assisted Living,2582 Las Olas Boulevard,Fernandina Beach,Nassau,FL,32297,(941) 469-5195,Adult Family Care Home,"Assisted Living, Continuing Care, Independent Living",65,FL-ALF-49283,Florida Agency for Health Care Administration,2024-07-22,88,False,False,False,https://www.fernandinabeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.215609,-80.786302
114,Nassau Memory Care,2229 Las Olas Boulevard,Fernandina Beach,Nassau,FL,32285,(689) 980-4310,Continuing Care Retirement Community,"Assisted Living, Continuing Care, Respite Care, Independent Living",116,FL-ALF-81541,Florida Agency for Health Care Administration,2024-06-06,89,False,True,False,https://www.fernandinabeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.553923,-84.775324
115,Vista Memory Care,8937 Biscayne Boulevard,Jacksonville,Duval,FL,32203,(352) 339-6051,Memory Care Community,"Independent Living, Skilled Nursing",84,FL-ALF-55669,Florida Agency for Health Care Administration,2024-11-04,88,False,True,False,https://www.jacksonville-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.343177,-81.654533
116,Atlantic Beach House,8221 Las Olas Boulevard,Atlantic Beach,Duval,FL,32321,(954) 388-8693,Adult Day Care Center,"Skilled Nursing, Memory Care, Adult Day Care, Continuing Care",148,FL-ALF-71696,Florida Agency for Health Care Administration,2024-08-22,77,True,True,False,https://www.atlanticbeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.714467,-87.257555
117,Crest Estates,7721 Park Avenue,Neptune Beach,Duval,FL,34397,(954) 920-2394,Respite Care Center,"Respite Care, Independent Living, Continuing Care",104,FL-ALF-10948,Florida Agency for Health Care Administration,2024-03-09,90,True,True,False,https://www.neptunebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.886208,-80.974644
118,Neptune Beach House,2787 Coral Way,Neptune Beach,Duval,FL,32413,(813) 526-1184,Adult Day Care Center,"Continuing Care, Respite Care, Skilled Nursing, Memory Care",29,FL-ALF-93598,Florida Agency for Health Care Administration,2024-03-03,99,True,False,False,https://www.neptunebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.444293,-86.895124
119,Everglades House,6389 Miracle Mile,Neptune Beach,Duval,FL,32375,(754) 494-8254,Adult Day Care Center,"Memory Care, Respite Care",100,FL-ALF-97098,Florida Agency for Health Care Administration,2024-01-21,84,True,True,False,https://www.neptunebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.319103,-81.025715
120,Neptune Beach Senior Living,5018 Gulf Drive,Neptune Beach,Duval,FL,33952,(772) 446-2611,Respite Care Center,"Assisted Living, Adult Day Care, Independent Living",65,FL-ALF-38280,Florida Agency for Health Care Administration,2024-12-11,87,False,False,False,https://www.neptunebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.770273,-80.321783
121,Harbor Residence,8716 Atlantic Avenue,Neptune Beach,Duval,FL,33683,(561) 799-9810,Adult Family Care Home,"Adult Day Care, Independent Living, Memory Care",83,FL-ALF-22095,Florida Agency for Health Care Administration,2024-01-03,82,True,True,True,https://www.neptunebeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.51051,-86.573176
122,Grove Village,9676 Flagler Street,Jacksonville,Duval,FL,32207,(689) 689-8750,Independent Living Community,"Independent Living, Memory Care",60,FL-ALF-52121,Florida Agency for Health Care Administration,2024-01-25,91,True,False,True,https://www.jacksonville-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.359969,-81.632064
123,Crest Manor,3324 Flagler Street,Jacksonville,Duval,FL,32205,(941) 407-2786,Respite Care Center,"Continuing Care, Independent Living, Skilled Nursing",46,FL-ALF-82869,Florida Agency for Health Care Administration,2024-02-22,91,False,True,False,https://www.jacksonville-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.35641,-81.641272
124,Golden Village,1840 Federal Highway,Atlantic Beach,Duval,FL,34564,(754) 293-2351,Adult Day Care Center,"Memory Care, Adult Day Care",140,FL-ALF-74183,Florida Agency for Health Care Administration,2024-08-05,76,True,False,True,https://www.atlanticbeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.68644,-85.357274
125,Palms Plaza,5466 Lincoln Road,Green Cove Springs,Clay,FL,34683,(386) 789-3423,Adult Family Care Home,"Adult Day Care, Respite Care, Assisted Living",121,FL-ALF-72288,Florida Agency for Health Care Administration,2024-11-06,85,False,False,False,https://www.greencovesprings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.429603,-85.383303
126,Azalea Care Center,293 Alton Road,Keystone Heights,Clay,FL,34851,(772) 871-9485,Continuing Care Retirement Community,"Respite Care, Assisted Living, Independent Living",73,FL-ALF-93021,Florida Agency for Health Care Administration,2024-05-14,79,True,True,True,https://www.keystoneheights-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.804917,-81.84348
127,Oaks Home,2430 Coral Way,Green Cove Springs,Clay,FL,32983,(561) 324-7005,Respite Care Center,"Assisted Living, Adult Day Care",46,FL-ALF-77510,Florida Agency for Health Care Administration,2024-10-15,81,False,True,True,https://www.greencovesprings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.224589,-87.308603
128,Sunshine Court,4946 Tamiami Trail,Lawtey,Bradford,FL,32211,(689) 595-3093,Continuing Care Retirement Community,"Respite Care, Assisted Living, Adult Day Care, Skilled Nursing",67,FL-ALF-19931,Florida Agency for Health Care Administration,2024-09-27,91,True,True,False,https://www.lawtey-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.245604,-86.287603
129,Flamingo Manor,3064 Flagler Street,Starke,Bradford,FL,33575,(407) 502-7060,Respite Care Center,"Adult Day Care, Skilled Nursing, Continuing Care",111,FL-ALF-31759,Florida Agency for Health Care Administration,2024-08-22,76,False,False,True,https://www.starke-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,24.763694,-81.559587
130,Everglades Estates,549 Alton Road,Lawtey,Bradford,FL,32386,(904) 270-4524,Memory Care Community,"Independent Living, Respite Care",149,FL-ALF-76834,Florida Agency for Health Care Administration,2024-02-25,90,False,True,True,https://www.lawtey-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.21354,-87.331258
131,Springs Manor,7447 Miracle Mile,Lawtey,Bradford,FL,33335,(689) 326-9067,Adult Day Care Center,"Continuing Care, Skilled Nursing, Adult Day Care, Independent Living",145,FL-ALF-44780,Florida Agency for Health Care Administration,2024-09-12,94,False,False,False,https://www.lawtey-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.133691,-85.096508
132,Bradford Plaza,2990 Washington Avenue,Lawtey,Bradford,FL,34417,(904) 463-5573,Skilled Nursing Facility,"Respite Care, Continuing Care, Independent Living, Assisted Living",66,FL-ALF-35631,Florida Agency for Health Care Administration,2024-02-08,84,False,False,False,https://www.lawtey-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.010784,-84.51593
133,Coastal Commons,9584 Washington Avenue,Starke,Bradford,FL,32154,(352) 990-3838,Adult Family Care Home,"Continuing Care, Independent Living, Respite Care",31,FL-ALF-83308,Florida Agency for Health Care Administration,2024-04-11,93,False,False,True,https://www.starke-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.417733,-85.292479
134,Lake Butler Center,7291 Ocean Drive,Lake Butler,Union,FL,32473,(863) 870-6496,Memory Care Community,"Memory Care, Continuing Care, Skilled Nursing",150,FL-ALF-35772,Florida Agency for Health Care Administration,2024-01-10,88,True,False,False,https://www.lakebutler-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.37904,-80.278822
135,Azalea Village,4080 Tamiami Trail,Worthington Springs,Union,FL,34452,(754) 316-1239,Assisted Living Facility,"Skilled Nursing, Independent Living, Adult Day Care",87,FL-ALF-54126,Florida Agency for Health Care Administration,2024-07-06,90,False,False,False,https://www.worthingtonsprings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.508666,-82.799327
136,Bay Assisted Living,3357 Alton Road,Lake Butler,Union,FL,34122,(561) 594-1981,Continuing Care Retirement Community,"Assisted Living, Respite Care, Adult Day Care",136,FL-ALF-58420,Florida Agency for Health Care Administration,2024-09-07,88,True,True,False,https://www.lakebutler-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.817351,-87.524952
137,Crest Gardens,781 Tamiami Trail,Raiford,Union,FL,34154,(786) 983-6516,Independent Living Community,"Independent Living, Skilled Nursing",122,FL-ALF-27810,Florida Agency for Health Care Administration,2024-12-26,100,False,True,True,https://www.raiford-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.772411,-81.125915
138,Vista Manor,2129 Ocean Drive,Crescent City,Putnam,FL,34804,(904) 225-2203,Skilled Nursing Facility,"Continuing Care, Independent Living, Assisted Living, Skilled Nursing",73,FL-ALF-70438,Florida Agency for Health Care Administration,2024-07-16,78,False,True,True,https://www.crescentcity-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.458317,-86.433942
139,Springs Village,7762 Lincoln Road,Palatka,Putnam,FL,32530,(813) 746-7120,Continuing Care Retirement Community,"Independent Living, Adult Day Care",121,FL-ALF-23865,Florida Agency for Health Care Administration,2024-09-06,82,True,False,True,https://www.palatka-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.424187,-80.767665
140,Flamingo Care Center,9866 Flagler Street,Interlachen,Putnam,FL,32210,(305) 369-2019,Skilled Nursing Facility,"Adult Day Care, Independent Living, Continuing Care, Memory Care",110,FL-ALF-49496,Florida Agency for Health Care Administration,2024-11-28,86,False,False,True,https://www.interlachen-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.440309,-85.886582
141,Putnam Gardens,7611 Lincoln Road,Interlachen,Putnam,FL,33224,(863) 235-5624,Assisted Living Facility,"Memory Care, Respite Care",57,FL-ALF-22551,Florida Agency for Health Care Administration,2024-12-22,95,True,True,False,https://www.interlachen-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.36476,-84.460035
142,Everglades Assisted Living,2837 Biscayne Boulevard,Hastings,St. Johns,FL,34194,(813) 645-5223,Memory Care Community,"Adult Day Care, Skilled Nursing",125,FL-ALF-82580,Florida Agency for Health Care Administration,2024-10-22,82,True,False,False,https://www.hastings-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,24.851809,-85.451652
143,Sunshine Care Center,4139 Ocean Drive,St. Augustine,St. Johns,FL,32230,(727) 495-5209,Continuing Care Retirement Community,"Assisted Living, Continuing Care, Skilled Nursing, Respite Care",54,FL-ALF-60823,Florida Agency for Health Care Administration,2024-01-02,82,False,True,False,https://www.st.augustine-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.998622,-85.514722
144,St. Johns Memory Care,6749 Tamiami Trail,St. Augustine,St. Johns,FL,32251,(689) 557-6339,Adult Family Care Home,"Independent Living, Adult Day Care, Assisted Living, Skilled Nursing",105,FL-ALF-85890,Florida Agency for Health Care Administration,2024-12-12,81,False,True,True,https://www.st.augustine-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.89369,-82.863328
145,Grove Village,8654 Biscayne Boulevard,Palm Coast,Flagler,FL,34385,(772) 268-8587,Assisted Living Facility,"Respite Care, Memory Care",97,FL-ALF-15449,Florida Agency for Health Care Administration,2024-06-17,75,True,True,False,https://www.palmcoast-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.548701,-85.739981
146,Harbor House,1415 Biscayne Boulevard,Bunnell,Flagler,FL,33982,(321) 766-9126,Assisted Living Facility,"Skilled Nursing, Independent Living, Memory Care",108,FL-ALF-23210,Florida Agency for Health Care Administration,2024-08-03,76,False,False,False,https://www.bunnell-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.248212,-81.328687
147,Bunnell Residence,7687 Alton Road,Bunnell,Flagler,FL,34459,(754) 993-2581,Adult Family Care Home,"Independent Living, Memory Care",145,FL-ALF-60353,Florida Agency for Health Care Administration,2024-09-23,92,True,True,False,https://www.bunnell-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.525503,-82.259969
148,Bay Center,6431 Lincoln Road,Palm Coast,Flagler,FL,33237,(813) 820-1361,Adult Day Care Center,"Independent Living, Memory Care, Respite Care, Skilled Nursing",127,FL-ALF-65639,Florida Agency for Health Care Administration,2024-10-12,87,False,True,True,https://www.palmcoast-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,29.779756,-81.180675
149,Vista Senior Living,7096 Alton Road,Bunnell,Flagler,FL,33812,(321) 477-1274,Adult Family Care Home,"Continuing Care, Adult Day Care",38,FL-ALF-57985,Florida Agency for Health Care Administration,2024-03-09,76,False,True,True,https://www.bunnell-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.300561,-83.54925
150,Oaks Estates,5063 Ocean Drive,Bunnell,Flagler,FL,33220,(772) 541-8030,Respite Care Center,"Skilled Nursing, Independent Living, Memory Care, Continuing Care",139,FL-ALF-39797,Florida Agency for Health Care Administration,2024-06-08,77,False,False,True,https://www.bunnell-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.42223,-81.984468
151,Flamingo Care Center,5906 Washington Avenue,DeLand,Volusia,FL,33473,(727) 252-3099,Independent Living Community,"Assisted Living, Respite Care, Skilled Nursing",91,FL-ALF-12679,Florida Agency for Health Care Administration,2024-11-16,89,True,True,True,https://www.deland-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.428468,-86.918539
152,Crest Plaza,3511 Federal Highway,DeLand,Volusia,FL,34438,(689) 423-4425,Adult Day Care Center,"Respite Care, Independent Living",37,FL-ALF-73251,Florida Agency for Health Care Administration,2024-10-06,81,True,True,False,https://www.deland-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,27.890126,-87.323851
153,Shores House,2058 Lincoln Road,Daytona Beach,Volusia,FL,33706,(754) 275-9612,Independent Living Community,"Independent Living, Continuing Care",98,FL-ALF-26851,Florida Agency for Health Care Administration,2024-12-19,100,False,True,True,https://www.daytonabeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.581674,-82.46706
154,Grove Senior Living,6958 Miracle Mile,Deltona,Volusia,FL,34407,(772) 536-7401,Continuing Care Retirement Community,"Independent Living, Adult Day Care",121,FL-ALF-60067,Florida Agency for Health Care Administration,2024-05-17,92,True,False,True,https://www.deltona-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,25.898113,-83.879497
155,Flamingo Residence,518 Alton Road,Daytona Beach,Volusia,FL,33181,(386) 841-2905,Respite Care Center,"Skilled Nursing, Adult Day Care",50,FL-ALF-26508,Florida Agency for Health Care Administration,2024-01-02,91,True,False,True,https://www.daytonabeach-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,24.60046,-86.392607
156,Palms Retirement Community,5062 Lincoln Road,Deltona,Volusia,FL,34759,(407) 960-2995,Continuing Care Retirement Community,"Respite Care, Independent Living",83,FL-ALF-52240,Florida Agency for Health Care Administration,2024-07-05,84,True,True,False,https://www.deltona-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.672292,-81.784348
157,Gardens Residence,9063 Park Avenue,Casselberry,Seminole,FL,32997,(863) 968-8635,Memory Care Community,"Continuing Care, Respite Care, Adult Day Care",54,FL-ALF-29922,Florida Agency for Health Care Administration,2024-06-23,87,True,False,True,https://www.casselberry-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,28.092438,-82.813313
158,Cypress Estates,1145 Washington Avenue,Casselberry,Seminole,FL,33534,(786) 302-6113,Independent Living Community,"Memory Care, Respite Care, Adult Day Care, Continuing Care",65,FL-ALF-97162,Florida Agency for Health Care Administration,2024-02-24,76,False,False,False,https://www.casselberry-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,26.519772,-86.85246
159,Shores Senior Living,2952 Miracle Mile,Casselberry,Seminole,FL,34430,(904) 447-7175,Respite Care Center,"Continuing Care, Adult Day Care, Skilled Nursing",81,FL-ALF-11273,Florida Agency for Health Care Administration,2024-06-15,81,False,False,True,https://www.casselberry-senior-living.com,Active,Florida Agency for Health Care Administration,2025-07-12,30.154486,-87.441269
