id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Razorback Manor,1000 Main Street,DeWitt,Arkansas,AR,71001,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80001,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.arkansas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1764,-91.37540000000001
84,Razorback Manor,1000 Main Street,Van Buren,Crawford,AR,71084,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80084,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.376400000000004,-94.17540000000001
85,Natural State Village,1100 Arkansas Avenue,Van Buren,Crawford,AR,71085,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80085,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.3864,-94.1654
86,Ozark Mountain Commons,1200 Razorback Boulevard,Van Buren,Crawford,AR,71086,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80086,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.3964,-94.1554
87,Arkansas River Village,1300 Natural State Drive,Van Buren,Crawford,AR,71087,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80087,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4064,-94.14540000000001
88,Little Rock Commons,1400 Ozark Street,Van Buren,Crawford,AR,71088,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80088,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4164,-94.1354
89,Fayetteville Manor,1500 Little Rock Avenue,Van Buren,Crawford,AR,71089,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80089,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4264,-94.1254
90,Fort Smith Village,1600 Fayetteville Boulevard,Van Buren,Crawford,AR,71090,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80090,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4364,-94.11540000000001
91,Jonesboro Commons,1700 Fort Smith Drive,Van Buren,Crawford,AR,71091,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80091,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.crawford-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.446400000000004,-94.1054
92,Razorback Manor,1000 Main Street,West Memphis,Crittenden,AR,71092,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80092,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.crittenden-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0764,-90.22540000000001
93,Natural State Village,1100 Arkansas Avenue,West Memphis,Crittenden,AR,71093,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80093,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.crittenden-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0864,-90.2154
94,Ozark Mountain Commons,1200 Razorback Boulevard,West Memphis,Crittenden,AR,71094,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80094,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.crittenden-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.096399999999996,-90.2054
95,Arkansas River Village,1300 Natural State Drive,West Memphis,Crittenden,AR,71095,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80095,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.crittenden-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.106399999999994,-90.1954
96,Razorback Manor,1000 Main Street,Wynne,Cross,AR,71096,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80096,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.cross-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.1764,-90.8254
97,Natural State Village,1100 Arkansas Avenue,Wynne,Cross,AR,71097,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80097,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.cross-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.1864,-90.8154
98,Ozark Mountain Commons,1200 Razorback Boulevard,Wynne,Cross,AR,71098,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80098,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.cross-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.1964,-90.80539999999999
99,Arkansas River Village,1300 Natural State Drive,Wynne,Cross,AR,71099,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80099,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.cross-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.206399999999995,-90.7954
100,Razorback Manor,1000 Main Street,Fordyce,Dallas,AR,71100,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80100,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.dallas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.7764,-92.87540000000001
101,Natural State Village,1100 Arkansas Avenue,Fordyce,Dallas,AR,71101,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80101,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.dallas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.7864,-92.86540000000001
102,Ozark Mountain Commons,1200 Razorback Boulevard,Fordyce,Dallas,AR,71102,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80102,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.dallas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.7964,-92.8554
103,Arkansas River Village,1300 Natural State Drive,Fordyce,Dallas,AR,71103,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80103,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.dallas-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.8064,-92.84540000000001
104,Razorback Manor,1000 Main Street,Arkansas City,Desha,AR,71104,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80104,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.desha-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.876400000000004,-91.0754
105,Natural State Village,1100 Arkansas Avenue,Arkansas City,Desha,AR,71105,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80105,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.desha-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.8864,-91.0654
106,Ozark Mountain Commons,1200 Razorback Boulevard,Arkansas City,Desha,AR,71106,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80106,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.desha-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.8964,-91.05539999999999
107,Arkansas River Village,1300 Natural State Drive,Arkansas City,Desha,AR,71107,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80107,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.desha-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.9064,-91.0454
108,Razorback Manor,1000 Main Street,Monticello,Drew,AR,71108,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80108,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.drew-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5764,-91.7754
109,Natural State Village,1100 Arkansas Avenue,Monticello,Drew,AR,71109,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80109,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.drew-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.5864,-91.7654
110,Ozark Mountain Commons,1200 Razorback Boulevard,Monticello,Drew,AR,71110,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80110,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.drew-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.596399999999996,-91.7554
111,Arkansas River Village,1300 Natural State Drive,Monticello,Drew,AR,71111,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80111,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.drew-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.606399999999994,-91.7454
112,Razorback Manor,1000 Main Street,Conway,Faulkner,AR,71112,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80112,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.038900000000005,-92.4821
113,Natural State Village,1100 Arkansas Avenue,Conway,Faulkner,AR,71113,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80113,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0489,-92.4721
114,Ozark Mountain Commons,1200 Razorback Boulevard,Conway,Faulkner,AR,71114,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80114,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0589,-92.46209999999999
115,Arkansas River Village,1300 Natural State Drive,Conway,Faulkner,AR,71115,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80115,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0689,-92.4521
116,Little Rock Commons,1400 Ozark Street,Conway,Faulkner,AR,71116,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80116,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.078900000000004,-92.4421
117,Fayetteville Manor,1500 Little Rock Avenue,Conway,Faulkner,AR,71117,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80117,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0889,-92.43209999999999
118,Fort Smith Village,1600 Fayetteville Boulevard,Conway,Faulkner,AR,71118,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80118,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0989,-92.4221
119,Jonesboro Commons,1700 Fort Smith Drive,Conway,Faulkner,AR,71119,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80119,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.108900000000006,-92.4121
120,Springdale Manor,1800 Jonesboro Street,Conway,Faulkner,AR,71120,(509) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,AR-ALF-80120,Arkansas Department of Health,2024-11-09,83,False,True,True,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.118900000000004,-92.4821
121,Rogers Village,1900 Springdale Avenue,Conway,Faulkner,AR,71121,(510) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,AR-ALF-80121,Arkansas Department of Health,2024-03-10,84,True,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.1289,-92.4721
122,Conway Commons,2000 Rogers Boulevard,Conway,Faulkner,AR,71122,(511) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,AR-ALF-80122,Arkansas Department of Health,2024-04-11,85,False,True,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.038900000000005,-92.46209999999999
123,Bentonville Manor,2100 Conway Drive,Conway,Faulkner,AR,71123,(512) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,AR-ALF-80123,Arkansas Department of Health,2024-05-12,86,False,False,False,https://www.faulkner-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.0489,-92.4521
124,Razorback Manor,1000 Main Street,Ozark,Franklin,AR,71124,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80124,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.franklin-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.376400000000004,-93.87540000000001
125,Natural State Village,1100 Arkansas Avenue,Ozark,Franklin,AR,71125,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80125,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.franklin-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.3864,-93.86540000000001
126,Ozark Mountain Commons,1200 Razorback Boulevard,Ozark,Franklin,AR,71126,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80126,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.franklin-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.3964,-93.8554
127,Arkansas River Village,1300 Natural State Drive,Ozark,Franklin,AR,71127,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80127,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.franklin-senior-living.com,Active,Arkansas Department of Health,2025-07-17,35.4064,-93.84540000000001
128,Razorback Manor,1000 Main Street,Salem,Fulton,AR,71128,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80128,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.fulton-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1764,-91.7754
129,Natural State Village,1100 Arkansas Avenue,Salem,Fulton,AR,71129,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80129,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.fulton-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1864,-91.7654
130,Ozark Mountain Commons,1200 Razorback Boulevard,Salem,Fulton,AR,71130,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80130,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.fulton-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.1964,-91.7554
131,Arkansas River Village,1300 Natural State Drive,Salem,Fulton,AR,71131,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80131,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.fulton-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.206399999999995,-91.7454
132,Razorback Manor,1000 Main Street,Hot Springs,Garland,AR,71132,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80132,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.453700000000005,-93.0952
133,Natural State Village,1100 Arkansas Avenue,Hot Springs,Garland,AR,71133,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80133,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4637,-93.0852
134,Ozark Mountain Commons,1200 Razorback Boulevard,Hot Springs,Garland,AR,71134,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80134,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4737,-93.0752
135,Arkansas River Village,1300 Natural State Drive,Hot Springs,Garland,AR,71135,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80135,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4837,-93.0652
136,Little Rock Commons,1400 Ozark Street,Hot Springs,Garland,AR,71136,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80136,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.493700000000004,-93.0552
137,Fayetteville Manor,1500 Little Rock Avenue,Hot Springs,Garland,AR,71137,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80137,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5037,-93.0452
138,Fort Smith Village,1600 Fayetteville Boulevard,Hot Springs,Garland,AR,71138,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80138,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5137,-93.0352
139,Jonesboro Commons,1700 Fort Smith Drive,Hot Springs,Garland,AR,71139,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80139,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.523700000000005,-93.0252
140,Springdale Manor,1800 Jonesboro Street,Hot Springs,Garland,AR,71140,(509) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,AR-ALF-80140,Arkansas Department of Health,2024-11-09,83,False,True,True,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5337,-93.0952
141,Rogers Village,1900 Springdale Avenue,Hot Springs,Garland,AR,71141,(510) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,AR-ALF-80141,Arkansas Department of Health,2024-03-10,84,True,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.5437,-93.0852
142,Conway Commons,2000 Rogers Boulevard,Hot Springs,Garland,AR,71142,(511) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,AR-ALF-80142,Arkansas Department of Health,2024-04-11,85,False,True,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.453700000000005,-93.0752
143,Bentonville Manor,2100 Conway Drive,Hot Springs,Garland,AR,71143,(512) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,AR-ALF-80143,Arkansas Department of Health,2024-05-12,86,False,False,False,https://www.garland-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.4637,-93.0652
144,Razorback Manor,1000 Main Street,Sheridan,Grant,AR,71144,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80144,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.grant-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2764,-92.47540000000001
145,Natural State Village,1100 Arkansas Avenue,Sheridan,Grant,AR,71145,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80145,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.grant-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2864,-92.4654
146,Ozark Mountain Commons,1200 Razorback Boulevard,Sheridan,Grant,AR,71146,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80146,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.grant-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.2964,-92.4554
147,Arkansas River Village,1300 Natural State Drive,Sheridan,Grant,AR,71147,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80147,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.grant-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.3064,-92.4454
148,Razorback Manor,1000 Main Street,Paragould,Greene,AR,71148,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80148,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0264,-90.5254
149,Natural State Village,1100 Arkansas Avenue,Paragould,Greene,AR,71149,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80149,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0364,-90.5154
150,Ozark Mountain Commons,1200 Razorback Boulevard,Paragould,Greene,AR,71150,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80150,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0464,-90.5054
151,Arkansas River Village,1300 Natural State Drive,Paragould,Greene,AR,71151,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80151,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0564,-90.4954
152,Little Rock Commons,1400 Ozark Street,Paragould,Greene,AR,71152,(505) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,AR-ALF-80152,Arkansas Department of Health,2024-07-05,79,False,True,True,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0664,-90.4854
153,Fayetteville Manor,1500 Little Rock Avenue,Paragould,Greene,AR,71153,(506) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,AR-ALF-80153,Arkansas Department of Health,2024-08-06,80,False,False,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0764,-90.4754
154,Fort Smith Village,1600 Fayetteville Boulevard,Paragould,Greene,AR,71154,(507) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,AR-ALF-80154,Arkansas Department of Health,2024-09-07,81,True,True,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0864,-90.4654
155,Jonesboro Commons,1700 Fort Smith Drive,Paragould,Greene,AR,71155,(508) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,AR-ALF-80155,Arkansas Department of Health,2024-10-08,82,False,False,False,https://www.greene-senior-living.com,Active,Arkansas Department of Health,2025-07-17,36.0964,-90.4554
156,Razorback Manor,1000 Main Street,Hope,Hempstead,AR,71156,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80156,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.hempstead-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.626400000000004,-93.62540000000001
157,Natural State Village,1100 Arkansas Avenue,Hope,Hempstead,AR,71157,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80157,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.hempstead-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.6364,-93.61540000000001
158,Ozark Mountain Commons,1200 Razorback Boulevard,Hope,Hempstead,AR,71158,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80158,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.hempstead-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.6464,-93.6054
159,Arkansas River Village,1300 Natural State Drive,Hope,Hempstead,AR,71159,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80159,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.hempstead-senior-living.com,Active,Arkansas Department of Health,2025-07-17,33.6564,-93.59540000000001
160,Razorback Manor,1000 Main Street,Malvern,Hot Spring,AR,71160,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80160,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.hotspring-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1764,-92.87540000000001
161,Natural State Village,1100 Arkansas Avenue,Malvern,Hot Spring,AR,71161,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80161,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.hotspring-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1864,-92.86540000000001
162,Ozark Mountain Commons,1200 Razorback Boulevard,Malvern,Hot Spring,AR,71162,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80162,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.hotspring-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1964,-92.8554
163,Arkansas River Village,1300 Natural State Drive,Malvern,Hot Spring,AR,71163,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80163,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.hotspring-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.206399999999995,-92.84540000000001
164,Razorback Manor,1000 Main Street,Nashville,Howard,AR,71164,(501) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,AR-ALF-80164,Arkansas Department of Health,2024-03-01,75,True,True,True,https://www.howard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.126400000000004,-94.0754
165,Natural State Village,1100 Arkansas Avenue,Nashville,Howard,AR,71165,(502) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,AR-ALF-80165,Arkansas Department of Health,2024-04-02,76,False,False,False,https://www.howard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1364,-94.0654
166,Ozark Mountain Commons,1200 Razorback Boulevard,Nashville,Howard,AR,71166,(503) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,AR-ALF-80166,Arkansas Department of Health,2024-05-03,77,False,True,False,https://www.howard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1464,-94.05539999999999
167,Arkansas River Village,1300 Natural State Drive,Nashville,Howard,AR,71167,(504) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,AR-ALF-80167,Arkansas Department of Health,2024-06-04,78,True,False,False,https://www.howard-senior-living.com,Active,Arkansas Department of Health,2025-07-17,34.1564,-94.0454
