provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
DeWitt County Assisted Care,Community Care Center,326 Oak Street,Concrete,TX,(806) 330-5085,PCH96982,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,DeWitt,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283865
Peaceful DeWitt Care Services,Family Care Home,854 Rural Route,Yoakum,TX,(979) 315-6908,PCH56385,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,DeWitt,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283873
DeWitt County Care Center,Family Care Home,787 State Highway,Cuero,TX,(325) 590-5853,LTC91645,Active,Private,"Personal Care, Transportation",Assisted Living,DeWitt,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283882
DeWitt County Care Home,Family Care Home,820 Old Town Road,Nordheim,TX,(903) 627-4108,CCH84169,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,DeWitt,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283889
Country Senior Services,Personal Care Home,891 Third Street,Hochheim,TX,(903) 290-2220,PCH99399,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,DeWitt,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283902
Dickens County Senior Living,Family Care Home,997 Highway,Dickens,TX,(830) 780-3800,ASL13775,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Dickens,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283914
Dickens County Family Care,Assisted Living Facility,757 Market Street,McAdoo,TX,(713) 981-3190,CCH16492,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Dickens,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283923
Frontier Care Home,Residential Care Facility,407 First Street,Dickens,TX,(361) 262-9115,ALF26853,Active,Private,"Assisted Living, Medication Management",Assisted Living,Dickens,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283931
Peaceful Senior Living,Senior Care Home,173 Pine Street,Dickens,TX,(903) 680-3709,PCH74946,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Dickens,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283941
Neighborhood Assisted Living,Assisted Living Facility,908 First Street,Asherton,TX,(325) 415-8951,ALF56612,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Dimmit,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283950
Village Community Care,Family Care Home,669 Pine Street,Carrizo Springs,TX,(830) 387-6595,ALF18666,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Dimmit,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283959
Valley Dimmit Senior Services,Assisted Living Facility,537 First Street,Carrizo Springs,TX,(915) 432-9570,ASL58596,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Dimmit,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283967
Village Care Facility,Residential Care Facility,648 Church Street,Big Wells,TX,(361) 254-4250,CCH88561,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Dimmit,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283981
Hedley Community Care,Family Care Home,687 Second Street,Hedley,TX,(214) 644-7027,LTC82408,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Donley,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.283994
Meadow Residential Care,Community Care Center,627 Creek Road,Howardwick,TX,(972) 607-4927,ASL27562,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Donley,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284002
River Community Care,Residential Care Facility,493 Third Street,Hedley,TX,(903) 994-8381,PCH98699,Active,Non-Profit,"Senior Care, Meal Services",Assisted Living,Donley,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284010
Lelia Lake Assisted Care,Personal Care Home,517 Old Town Road,Lelia Lake,TX,(281) 281-6507,LTC30076,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Donley,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284017
Donley County Care Services,Personal Care Home,670 Elm Street,Howardwick,TX,(361) 978-9886,ALF56012,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Donley,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284025
Local Duval Senior Home,Senior Care Home,396 Ranch Road,San Diego,TX,(713) 793-9550,ALF18481,Active,Private,"Personal Care, Transportation",Assisted Living,Duval,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284035
Duval County Home Care,Family Care Home,818 Market Street,San Diego,TX,(979) 826-8059,LTC42249,Active,Private,"Senior Care, Meal Services",Assisted Living,Duval,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284043
Concepcion Care Home,Personal Care Home,684 Second Street,Concepcion,TX,(409) 670-8197,LTC73507,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Duval,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284050
Freer River Care Center,Residential Care Facility,625 First Street,Freer,TX,(325) 944-1858,CCH10816,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Duval,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284062
Ridge Eastland Personal Care,Senior Care Home,938 County Road,Ranger,TX,(409) 486-3858,CCH72888,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284075
Local Eastland Senior Living,Community Care Center,782 Church Street,Ranger,TX,(737) 753-7974,CCH23157,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284083
Ranger Living Center,Personal Care Home,205 Main Street,Ranger,TX,(940) 849-4152,ALF19350,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284091
Village Assisted Care,Senior Care Home,914 First Street,Ranger,TX,(832) 290-6222,PCH32902,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284098
Cisco Community Care Center,Community Care Center,195 Farm Road,Cisco,TX,(214) 388-8816,ALF52027,Active,Private,"Assisted Living, Personal Care",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284106
Country Eastland Care Facility,Senior Care Home,998 Main Street,Gorman,TX,(940) 394-3790,PCH76596,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284114
Valley Eastland Community Care,Senior Care Home,219 Third Street,Carbon,TX,(979) 965-8908,CCH82115,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284124
Ranger Settlement Family Care,Personal Care Home,549 Mill Street,Ranger,TX,(281) 684-7954,ALF78556,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Eastland,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284132
Neighborhood Ector Care Home,Residential Care Facility,810 Pine Street,Penwell,TX,(737) 717-9828,CCH97942,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Ector,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284146
Ector County Care Facility,Family Care Home,475 Church Street,Goldsmith,TX,(430) 803-8265,PCH24832,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Ector,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284158
Neighborhood Ector Assisted Care,Senior Care Home,175 Second Street,Odessa,TX,(361) 629-7814,LTC48069,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Ector,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284166
Ector County Senior Care,Personal Care Home,545 Oak Street,Goldsmith,TX,(281) 228-5732,PCH37768,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Ector,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284173
Rocksprings Country Care Home,Senior Care Home,400 Market Street,Rocksprings,TX,(832) 391-9702,RC27158,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284189
Barksdale Peaceful Senior Living,Personal Care Home,192 State Highway,Barksdale,TX,(430) 251-5426,RC31250,Active - Good Standing,Family-Owned,"Personal Care, Transportation",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284197
Barksdale Small Town Assisted Living,Senior Care Home,736 County Road,Barksdale,TX,(361) 562-8798,PCH33007,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284204
Rocksprings Homestead Family Care,Family Care Home,759 Elm Street,Rocksprings,TX,(972) 679-9758,CCH73964,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284212
Edwards County Assisted Living,Assisted Living Facility,225 Farm Road,Carta Valley,TX,(254) 639-2076,PCH60671,Active,Private,"Residential Care, Companionship",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284222
Rocksprings Senior Home,Assisted Living Facility,130 Hill Road,Rocksprings,TX,(737) 385-3104,RC29735,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Edwards,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284229
Glenn Heights Small Town Community Care,Community Care Center,220 County Road,Glenn Heights,TX,(806) 435-3590,ASL29758,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Ellis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284238
Midlothian Village Community Care,Personal Care Home,347 Hill Road,Midlothian,TX,(979) 969-5341,LTC55571,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Ellis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284245
Village Care Center,Senior Care Home,803 Ranch Road,Ennis,TX,(254) 444-6763,ASL52661,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Ellis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284253
Valley Care Facility,Senior Care Home,246 Highway,Red Oak,TX,(214) 688-8182,CCH79769,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Ellis,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284261
El Paso County Care Center,Assisted Living Facility,173 Church Street,Socorro,TX,(281) 566-8497,ASL38206,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284270
El Paso County Assisted Care,Personal Care Home,390 Church Street,Anthony,TX,(361) 868-1353,CCH19341,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284278
El Paso Community Care,Assisted Living Facility,505 State Highway,El Paso,TX,(945) 826-9471,ALF95019,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284286
Sunland Park Senior Care,Assisted Living Facility,747 Country Lane,Sunland Park,TX,(806) 422-3159,RC39318,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284294
Hill El Paso Community Care,Residential Care Facility,345 Oak Street,Socorro,TX,(972) 846-3281,ALF50979,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284304
El Paso Settlement Senior Services,Family Care Home,589 Ranch Road,El Paso,TX,(940) 623-7902,LTC15405,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284312
El Paso County Care Home,Assisted Living Facility,311 Farm Road,El Paso,TX,(361) 995-6150,PCH74468,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284319
Ridge Senior Home,Community Care Center,560 Church Street,Anthony,TX,(361) 900-8480,LTC47982,Active,Private,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284327
El Paso County Care Center,Personal Care Home,272 State Highway,Socorro,TX,(979) 730-7274,PCH54286,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284335
El Paso County Senior Living,Senior Care Home,994 Oak Street,El Paso,TX,(325) 604-7533,ALF85741,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284342
Tranquil Care Center,Assisted Living Facility,278 Creek Road,Sunland Park,TX,(254) 591-9814,ASL30401,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284350
Heritage El Paso Senior Home,Personal Care Home,217 Farm Road,Horizon City,TX,(214) 931-3770,ALF44439,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284358
Sunland Park Senior Living,Senior Care Home,862 Farm Road,Sunland Park,TX,(254) 852-5335,ALF37817,Active,Private,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284365
El Paso County Care Facility,Assisted Living Facility,972 State Highway,El Paso,TX,(281) 801-7907,RC93024,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284373
El Paso County Community Care,Personal Care Home,702 Creek Road,Horizon City,TX,(512) 995-2803,RC22547,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284382
Creek El Paso Senior Living,Residential Care Facility,495 Main Street,Socorro,TX,(832) 724-7305,ASL62659,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284389
Local Community Care,Residential Care Facility,850 Farm Road,Anthony,TX,(469) 520-1436,CCH18842,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284397
El Paso County Senior Home,Residential Care Facility,913 State Highway,Sunland Park,TX,(409) 901-9555,RC19408,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284405
Valley Care Facility,Residential Care Facility,555 Second Street,El Paso,TX,(940) 443-1045,CCH86629,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284413
El Paso Homestead Senior Care,Community Care Center,702 Ranch Road,El Paso,TX,(409) 238-9731,RC50121,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284420
Anthony Assisted Care,Family Care Home,591 Market Street,Anthony,TX,(430) 577-8242,RC93092,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284427
Horizon City Community Family Care,Family Care Home,844 Farm Road,Horizon City,TX,(832) 257-2121,ASL31266,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284436
Anthony Hill Care Services,Senior Care Home,856 Ranch Road,Anthony,TX,(956) 527-7792,LTC24123,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284444
Neighborhood Care Home,Senior Care Home,525 Highway,Socorro,TX,(430) 726-7853,ALF22014,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,El Paso,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284453
Local Senior Care,Family Care Home,316 Mill Street,Hico,TX,(469) 924-5077,RC74383,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284463
Dublin Tranquil Residential Care,Community Care Center,547 State Highway,Dublin,TX,(361) 607-2387,CCH32039,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284471
Morgan Mill Living Center,Community Care Center,185 Country Lane,Morgan Mill,TX,(915) 891-9126,ASL30837,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284479
Dublin Home Care,Residential Care Facility,873 Church Street,Dublin,TX,(430) 592-9207,ALF61719,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284486
Erath County Living Center,Community Care Center,697 Rural Route,Dublin,TX,(361) 289-9904,ALF27269,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284509
Frontier Assisted Living,Personal Care Home,899 County Road,Hico,TX,(940) 587-4014,PCH36052,Active,Private,"Assisted Living, Personal Care",Assisted Living,Erath,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284517
Creek Senior Home,Personal Care Home,309 Mill Street,Golinda,TX,(281) 960-9609,PCH17798,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284525
Golinda Care Center,Residential Care Facility,744 Country Lane,Golinda,TX,(806) 955-4843,LTC48534,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284533
Marlin Living Center,Community Care Center,978 Elm Street,Marlin,TX,(409) 711-4613,ALF28065,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284541
Rosebud Senior Home,Senior Care Home,934 Hill Road,Rosebud,TX,(430) 956-9768,RC27315,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284548
Lott Creek Care Services,Family Care Home,212 Main Street,Lott,TX,(956) 370-5884,RC91213,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284557
Falls County Care Home,Senior Care Home,437 First Street,Lott,TX,(361) 877-9632,RC67711,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Falls,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284565
Trenton Historic Senior Care,Assisted Living Facility,404 Main Street,Trenton,TX,(979) 518-3092,CCH84052,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Fannin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284574
Small Town Care Facility,Family Care Home,203 Second Street,Trenton,TX,(945) 973-6608,LTC95573,Active,Private,"Senior Care, Meal Services",Assisted Living,Fannin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284581
River Fannin Senior Home,Personal Care Home,646 State Highway,Trenton,TX,(806) 892-3437,CCH89303,Active,Family-Owned,"Senior Care, Meal Services",Assisted Living,Fannin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284589
Peaceful Fayette Assisted Care,Assisted Living Facility,520 Third Street,La Grange,TX,(956) 669-3372,RC83491,Active,Private,"Senior Care, Meal Services",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284599
Flatonia Heritage Community Care,Family Care Home,471 Highway,Flatonia,TX,(979) 773-7163,RC79529,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284607
Meadow Fayette Residential Care,Assisted Living Facility,132 Ranch Road,Schulenburg,TX,(903) 489-5691,LTC39651,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284614
Fayette County Care Services,Family Care Home,825 Hill Road,Flatonia,TX,(979) 434-7220,ALF25237,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284622
Fayette County Senior Care,Senior Care Home,127 Old Town Road,La Grange,TX,(972) 500-2661,ASL16801,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284630
Prairie Fayette Living Center,Residential Care Facility,563 Third Street,La Grange,TX,(979) 774-9278,ASL65847,Licensed,Non-Profit,"Personal Care, Transportation",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284639
Valley Fayette Care Center,Family Care Home,791 Highway,Flatonia,TX,(972) 549-2660,LTC96897,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284648
Schulenburg Care Services,Family Care Home,433 Main Street,Schulenburg,TX,(214) 833-4401,RC36223,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Fayette,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284656
Settlement Family Care,Family Care Home,304 Rural Route,McCaulley,TX,(806) 311-3254,RC19984,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Fisher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284672
Hamlin Assisted Living,Community Care Center,205 Second Street,Hamlin,TX,(713) 965-9332,ALF57014,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Fisher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284684
Settlement Fisher Personal Care,Community Care Center,947 Country Lane,McCaulley,TX,(915) 402-8939,PCH56769,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Fisher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284692
Fisher County Care Services,Senior Care Home,108 County Road,Sylvester,TX,(254) 477-9875,RC92880,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Fisher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284699
Rotan Home Care,Senior Care Home,218 Ranch Road,Rotan,TX,(830) 238-9352,RC98411,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Fisher,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284707
Country Floyd Senior Home,Community Care Center,336 Ranch Road,Floydada,TX,(214) 776-7879,ASL34170,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284716
Serene Residential Care,Family Care Home,339 Hill Road,Lockney,TX,(956) 651-9526,ALF94295,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284723
Heritage Floyd Senior Services,Personal Care Home,221 Market Street,Lockney,TX,(254) 482-8375,ASL81349,Active,Private,"Assisted Living, Medication Management",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284735
Meadow Living Center,Senior Care Home,545 Old Town Road,Dougherty,TX,(945) 710-6386,PCH20510,Licensed,Private,"Personal Care, Transportation",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284743
Historic Floyd Personal Care,Personal Care Home,708 Old Town Road,Dougherty,TX,(432) 901-1338,ALF17937,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284751
Peaceful Assisted Care,Community Care Center,344 Elm Street,Aiken,TX,(361) 700-2121,RC79826,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284762
Floyd County Assisted Care,Personal Care Home,893 Church Street,Aiken,TX,(806) 503-3999,ASL80504,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Floyd,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284769
Peaceful Foard Care Services,Senior Care Home,530 Mill Street,Foard City,TX,(915) 420-4463,LTC38334,Active,Private,"Residential Care, Companionship",Assisted Living,Foard,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284778
Foard County Care Home,Community Care Center,498 Country Lane,Vivian,TX,(945) 861-1246,CCH26511,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Foard,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284785
Lake Foard Care Center,Assisted Living Facility,577 Mill Street,Vivian,TX,(214) 804-5914,RC33875,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Foard,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284800
Crowell Ridge Senior Home,Personal Care Home,132 Old Town Road,Crowell,TX,(737) 891-8152,LTC92672,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Foard,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284808
Crowell Assisted Care,Family Care Home,203 Rural Route,Crowell,TX,(915) 956-3123,PCH94659,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Foard,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284816
Meadow Assisted Care,Community Care Center,758 Market Street,Saltillo,TX,(432) 524-2743,RC87322,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Franklin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284826
Mount Vernon Assisted Care,Assisted Living Facility,978 Old Town Road,Mount Vernon,TX,(713) 369-5888,LTC32168,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Franklin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284834
Franklin County Senior Home,Senior Care Home,770 County Road,Winnsboro,TX,(713) 209-9146,ALF30434,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Franklin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284843
Mount Vernon Community Care,Senior Care Home,960 County Road,Mount Vernon,TX,(903) 336-2356,PCH84830,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Franklin,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284851
Tranquil Living Center,Family Care Home,327 Main Street,Streetman,TX,(972) 317-6929,ASL65897,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Freestone,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284859
