id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Garden State Manor,1000 Main Street,Atlantic City,Atlantic,NJ,07002,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90001,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.atlantic-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.3143,-74.4629
84,Palisades Manor,1600 Kennedy Boulevard,Newark,Essex,NJ,07085,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90084,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.793099999999995,-74.2091
85,Meadowlands Village,1700 MLK Jr. Drive,Newark,Essex,NJ,07086,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90085,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8031,-74.1991
86,Princeton Commons,1800 Broad Street,Newark,Essex,NJ,07087,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90086,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8131,-74.26910000000001
87,Trenton Manor,1900 State Street,Newark,Essex,NJ,07088,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90087,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8231,-74.2591
88,Newark Village,2000 Essex Street,Newark,Essex,NJ,07089,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90088,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7331,-74.2491
89,Camden Commons,2100 Morris Avenue,Newark,Essex,NJ,07090,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90089,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7431,-74.23910000000001
90,Hoboken Manor,2200 Ocean Avenue,Newark,Essex,NJ,07091,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90090,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.753099999999996,-74.2291
91,Jersey City Village,2300 Shore Drive,Newark,Essex,NJ,07092,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90091,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.763099999999994,-74.2191
92,Morristown Commons,2400 Liberty Street,Newark,Essex,NJ,07093,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90092,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7731,-74.2091
93,Princeton Junction Manor,2500 Independence Avenue,Newark,Essex,NJ,07094,(216) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,60,NJ-ALF-90093,New Jersey Department of Health,2024-09-16,90,True,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7831,-74.1991
94,Rutgers Village,2600 Princeton Road,Newark,Essex,NJ,07095,(217) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,61,NJ-ALF-90094,New Jersey Department of Health,2024-10-17,91,False,True,True,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.793099999999995,-74.26910000000001
95,Edison Commons,2700 Trenton Avenue,Newark,Essex,NJ,07096,(218) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,62,NJ-ALF-90095,New Jersey Department of Health,2024-11-18,92,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8031,-74.2591
96,Paterson Manor,2800 Newark Street,Newark,Essex,NJ,07097,(219) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,63,NJ-ALF-90096,New Jersey Department of Health,2024-03-19,93,True,True,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8131,-74.2491
97,Elizabeth Village,2900 Jersey Street,Newark,Essex,NJ,07098,(220) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,64,NJ-ALF-90097,New Jersey Department of Health,2024-04-20,94,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.8231,-74.23910000000001
98,Toms River Commons,3000 Atlantic Avenue,Newark,Essex,NJ,07099,(221) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,65,NJ-ALF-90098,New Jersey Department of Health,2024-05-21,95,False,True,True,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7331,-74.2291
99,Woodbridge Manor,3100 Bergen Street,Newark,Essex,NJ,07100,(222) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,66,NJ-ALF-90099,New Jersey Department of Health,2024-06-22,96,True,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7431,-74.2191
100,Hamilton Village,3200 Hudson Boulevard,Newark,Essex,NJ,07101,(223) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,67,NJ-ALF-90100,New Jersey Department of Health,2024-07-23,97,False,True,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.753099999999996,-74.2091
101,Cherry Hill Commons,3300 Passaic Street,Newark,Essex,NJ,07102,(224) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,68,NJ-ALF-90101,New Jersey Department of Health,2024-08-24,98,False,False,False,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.763099999999994,-74.1991
102,Hackensack Manor,3400 Main Street,Newark,Essex,NJ,07103,(225) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,69,NJ-ALF-90102,New Jersey Department of Health,2024-09-25,99,True,True,True,https://www.essex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7731,-74.26910000000001
103,Garden State Manor,1000 Main Street,Woodbury,Gloucester,NJ,07104,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90103,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.656600000000005,-75.11460000000001
104,Liberty Village,1100 Park Avenue,Woodbury,Gloucester,NJ,07105,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90104,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.6666,-75.1046
105,Jersey Shore Commons,1200 Garden State Parkway,Woodbury,Gloucester,NJ,07106,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90105,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.6766,-75.0946
106,Pine Barrens Manor,1300 Route 1,Woodbury,Gloucester,NJ,07107,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90106,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.6866,-75.08460000000001
107,Atlantic View Village,1400 Washington Street,Woodbury,Gloucester,NJ,07108,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90107,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.696600000000004,-75.0746
108,Delaware Bay Commons,1500 Lincoln Avenue,Woodbury,Gloucester,NJ,07109,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90108,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.7066,-75.0646
109,Palisades Manor,1600 Kennedy Boulevard,Woodbury,Gloucester,NJ,07110,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90109,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.7166,-75.05460000000001
110,Meadowlands Village,1700 MLK Jr. Drive,Woodbury,Gloucester,NJ,07111,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90110,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.726600000000005,-75.0446
111,Princeton Commons,1800 Broad Street,Woodbury,Gloucester,NJ,07112,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90111,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.7366,-75.11460000000001
112,Trenton Manor,1900 State Street,Woodbury,Gloucester,NJ,07113,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90112,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.7466,-75.1046
113,Newark Village,2000 Essex Street,Woodbury,Gloucester,NJ,07114,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90113,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.656600000000005,-75.0946
114,Camden Commons,2100 Morris Avenue,Woodbury,Gloucester,NJ,07115,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90114,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.gloucester-senior-living.com,Active,New Jersey Department of Health,2025-07-17,39.6666,-75.08460000000001
115,Garden State Manor,1000 Main Street,Jersey City,Hudson,NJ,07116,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90115,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6678,-74.0831
116,Liberty Village,1100 Park Avenue,Jersey City,Hudson,NJ,07117,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90116,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6778,-74.0731
117,Jersey Shore Commons,1200 Garden State Parkway,Jersey City,Hudson,NJ,07118,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90117,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.687799999999996,-74.06309999999999
118,Pine Barrens Manor,1300 Route 1,Jersey City,Hudson,NJ,07119,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90118,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.697799999999994,-74.0531
119,Atlantic View Village,1400 Washington Street,Jersey City,Hudson,NJ,07120,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90119,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7078,-74.0431
120,Delaware Bay Commons,1500 Lincoln Avenue,Jersey City,Hudson,NJ,07121,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90120,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7178,-74.03309999999999
121,Palisades Manor,1600 Kennedy Boulevard,Jersey City,Hudson,NJ,07122,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90121,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.727799999999995,-74.0231
122,Meadowlands Village,1700 MLK Jr. Drive,Jersey City,Hudson,NJ,07123,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90122,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7378,-74.0131
123,Princeton Commons,1800 Broad Street,Jersey City,Hudson,NJ,07124,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90123,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7478,-74.0831
124,Trenton Manor,1900 State Street,Jersey City,Hudson,NJ,07125,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90124,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.757799999999996,-74.0731
125,Newark Village,2000 Essex Street,Jersey City,Hudson,NJ,07126,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90125,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6678,-74.06309999999999
126,Camden Commons,2100 Morris Avenue,Jersey City,Hudson,NJ,07127,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90126,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6778,-74.0531
127,Hoboken Manor,2200 Ocean Avenue,Jersey City,Hudson,NJ,07128,(213) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,57,NJ-ALF-90127,New Jersey Department of Health,2024-06-13,87,True,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.687799999999996,-74.0431
128,Jersey City Village,2300 Shore Drive,Jersey City,Hudson,NJ,07129,(214) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,58,NJ-ALF-90128,New Jersey Department of Health,2024-07-14,88,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.697799999999994,-74.03309999999999
129,Morristown Commons,2400 Liberty Street,Jersey City,Hudson,NJ,07130,(215) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,59,NJ-ALF-90129,New Jersey Department of Health,2024-08-15,89,False,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7078,-74.0231
130,Princeton Junction Manor,2500 Independence Avenue,Jersey City,Hudson,NJ,07131,(216) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,60,NJ-ALF-90130,New Jersey Department of Health,2024-09-16,90,True,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7178,-74.0131
131,Rutgers Village,2600 Princeton Road,Jersey City,Hudson,NJ,07132,(217) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,61,NJ-ALF-90131,New Jersey Department of Health,2024-10-17,91,False,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.727799999999995,-74.0831
132,Edison Commons,2700 Trenton Avenue,Jersey City,Hudson,NJ,07133,(218) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,62,NJ-ALF-90132,New Jersey Department of Health,2024-11-18,92,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7378,-74.0731
133,Paterson Manor,2800 Newark Street,Jersey City,Hudson,NJ,07134,(219) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,63,NJ-ALF-90133,New Jersey Department of Health,2024-03-19,93,True,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7478,-74.06309999999999
134,Elizabeth Village,2900 Jersey Street,Jersey City,Hudson,NJ,07135,(220) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,64,NJ-ALF-90134,New Jersey Department of Health,2024-04-20,94,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.757799999999996,-74.0531
135,Toms River Commons,3000 Atlantic Avenue,Jersey City,Hudson,NJ,07136,(221) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,65,NJ-ALF-90135,New Jersey Department of Health,2024-05-21,95,False,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6678,-74.0431
136,Woodbridge Manor,3100 Bergen Street,Jersey City,Hudson,NJ,07137,(222) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,66,NJ-ALF-90136,New Jersey Department of Health,2024-06-22,96,True,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.6778,-74.03309999999999
137,Hamilton Village,3200 Hudson Boulevard,Jersey City,Hudson,NJ,07138,(223) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,67,NJ-ALF-90137,New Jersey Department of Health,2024-07-23,97,False,True,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.687799999999996,-74.0231
138,Cherry Hill Commons,3300 Passaic Street,Jersey City,Hudson,NJ,07139,(224) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,68,NJ-ALF-90138,New Jersey Department of Health,2024-08-24,98,False,False,False,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.697799999999994,-74.0131
139,Hackensack Manor,3400 Main Street,Jersey City,Hudson,NJ,07140,(225) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,69,NJ-ALF-90139,New Jersey Department of Health,2024-09-25,99,True,True,True,https://www.hudson-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.7078,-74.0831
140,Garden State Manor,1000 Main Street,Flemington,Hunterdon,NJ,07141,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90140,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5048,-74.8704
141,Liberty Village,1100 Park Avenue,Flemington,Hunterdon,NJ,07142,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90141,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5148,-74.8604
142,Jersey Shore Commons,1200 Garden State Parkway,Flemington,Hunterdon,NJ,07143,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90142,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5248,-74.8504
143,Pine Barrens Manor,1300 Route 1,Flemington,Hunterdon,NJ,07144,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90143,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5348,-74.8404
144,Atlantic View Village,1400 Washington Street,Flemington,Hunterdon,NJ,07145,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90144,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5448,-74.8304
145,Delaware Bay Commons,1500 Lincoln Avenue,Flemington,Hunterdon,NJ,07146,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90145,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5548,-74.82039999999999
146,Palisades Manor,1600 Kennedy Boulevard,Flemington,Hunterdon,NJ,07147,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90146,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5648,-74.8104
147,Meadowlands Village,1700 MLK Jr. Drive,Flemington,Hunterdon,NJ,07148,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90147,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.hunterdon-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.5748,-74.8004
148,Garden State Manor,1000 Main Street,Trenton,Mercer,NJ,07149,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90148,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2177,-74.7013
149,Liberty Village,1100 Park Avenue,Trenton,Mercer,NJ,07150,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90149,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2277,-74.6913
150,Jersey Shore Commons,1200 Garden State Parkway,Trenton,Mercer,NJ,07151,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90150,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2377,-74.6813
151,Pine Barrens Manor,1300 Route 1,Trenton,Mercer,NJ,07152,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90151,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.247699999999995,-74.6713
152,Atlantic View Village,1400 Washington Street,Trenton,Mercer,NJ,07153,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90152,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2577,-74.6613
153,Delaware Bay Commons,1500 Lincoln Avenue,Trenton,Mercer,NJ,07154,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90153,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2677,-74.65129999999999
154,Palisades Manor,1600 Kennedy Boulevard,Trenton,Mercer,NJ,07155,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90154,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.277699999999996,-74.6413
155,Meadowlands Village,1700 MLK Jr. Drive,Trenton,Mercer,NJ,07156,(208) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,52,NJ-ALF-90155,New Jersey Department of Health,2024-10-08,82,False,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2877,-74.6313
156,Princeton Commons,1800 Broad Street,Trenton,Mercer,NJ,07157,(209) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,53,NJ-ALF-90156,New Jersey Department of Health,2024-11-09,83,False,True,True,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2977,-74.7013
157,Trenton Manor,1900 State Street,Trenton,Mercer,NJ,07158,(210) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,54,NJ-ALF-90157,New Jersey Department of Health,2024-03-10,84,True,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3077,-74.6913
158,Newark Village,2000 Essex Street,Trenton,Mercer,NJ,07159,(211) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,55,NJ-ALF-90158,New Jersey Department of Health,2024-04-11,85,False,True,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2177,-74.6813
159,Camden Commons,2100 Morris Avenue,Trenton,Mercer,NJ,07160,(212) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,56,NJ-ALF-90159,New Jersey Department of Health,2024-05-12,86,False,False,False,https://www.mercer-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.2277,-74.6713
160,Garden State Manor,1000 Main Street,New Brunswick,Middlesex,NJ,07161,(201) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,45,NJ-ALF-90160,New Jersey Department of Health,2024-03-01,75,True,True,True,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.3907,-74.39840000000001
161,Liberty Village,1100 Park Avenue,New Brunswick,Middlesex,NJ,07162,(202) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,46,NJ-ALF-90161,New Jersey Department of Health,2024-04-02,76,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4007,-74.3884
162,Jersey Shore Commons,1200 Garden State Parkway,New Brunswick,Middlesex,NJ,07163,(203) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,47,NJ-ALF-90162,New Jersey Department of Health,2024-05-03,77,False,True,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4107,-74.3784
163,Pine Barrens Manor,1300 Route 1,New Brunswick,Middlesex,NJ,07164,(204) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,48,NJ-ALF-90163,New Jersey Department of Health,2024-06-04,78,True,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4207,-74.36840000000001
164,Atlantic View Village,1400 Washington Street,New Brunswick,Middlesex,NJ,07165,(205) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,49,NJ-ALF-90164,New Jersey Department of Health,2024-07-05,79,False,True,True,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4307,-74.3584
165,Delaware Bay Commons,1500 Lincoln Avenue,New Brunswick,Middlesex,NJ,07166,(206) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,50,NJ-ALF-90165,New Jersey Department of Health,2024-08-06,80,False,False,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4407,-74.3484
166,Palisades Manor,1600 Kennedy Boulevard,New Brunswick,Middlesex,NJ,07167,(207) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,51,NJ-ALF-90166,New Jersey Department of Health,2024-09-07,81,True,True,False,https://www.middlesex-senior-living.com,Active,New Jersey Department of Health,2025-07-17,40.4507,-74.33840000000001
