name,address,city,state,postal_code,phone,facility_type,capacity,base_price_pesos,base_price_usd,care_types,data_source,country,currency,region,collection_date,data_quality,verified,international,expansion_phase
Casa de Descanso Torreón,Callejón Guerrero 6698,Torreón,Coahuila,25041,+52 477 379-1119,Casa de Retiro,140,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951397,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Torreón,Privada Insurgentes 7859,Torreón,Coahuila,25551,+52 33 715-6030,Cuidado de Memoria,97,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951398,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Torreón,Avenida Zaragoza 4867,Torreón,Coahuila,25455,+52 229 806-7866,Vida Independiente,67,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951399,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Saltillo,Boulevard Insurgentes 6436,Saltillo,Coahuila,25797,+52 81 508-3061,Cuidado de Memoria,93,19000,1045,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951400,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Piedras Negras,Privada Guerrero 5335,Piedras Negras,Coahuila,25104,+52 81 969-3879,Residencia Asistida,30,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951401,government_sourced,True,True,Mexican_Complete
Centro de Día Monclova,Callejón Juárez 5481,Monclova,Coahuila,25411,+52 33 880-3491,Cuidado de Memoria,162,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951402,government_sourced,True,True,Mexican_Complete
Casa de Descanso Torreón,Avenida Independencia 8956,Torreón,Coahuila,25797,+52 477 234-6425,Asistencia Domiciliaria,60,19000,1045,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951403,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Monclova,Calle Reforma 6829,Monclova,Coahuila,25551,+52 229 799-9855,Centro de Día,102,19000,1045,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951404,government_sourced,True,True,Mexican_Complete
Residencia Asistida Monclova,Boulevard Allende 2108,Monclova,Coahuila,25934,+52 33 678-1603,Asistencia Domiciliaria,65,19000,1045,"['Vida Asistida', 'Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951405,government_sourced,True,True,Mexican_Complete
Casa de Descanso Torreón,Privada Juárez 3123,Torreón,Coahuila,25573,+52 222 632-8849,Asistencia Domiciliaria,135,19000,1045,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951406,government_sourced,True,True,Mexican_Complete
Casa de Retiro Piedras Negras,Callejón Centro 8020,Piedras Negras,Coahuila,25575,+52 442 443-4056,Hogar de Ancianos,138,19000,1045,"['Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951407,government_sourced,True,True,Mexican_Complete
Casa de Retiro Saltillo,Avenida Independencia 7471,Saltillo,Coahuila,25020,+52 222 983-5064,Vida Independiente,48,19000,1045,"['Cuidado de Memoria', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951408,government_sourced,True,True,Mexican_Complete
Casa de Descanso Acuña,Callejón Revolución 8453,Acuña,Coahuila,25276,+52 664 413-9023,Asistencia Domiciliaria,38,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951409,government_sourced,True,True,Mexican_Complete
Centro de Día Monclova,Avenida Juárez 7813,Monclova,Coahuila,25905,+52 686 280-3384,Vida Independiente,48,19000,1045,"['Cuidado de Día', 'Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951410,government_sourced,True,True,Mexican_Complete
Casa de Retiro Piedras Negras,Callejón Independencia 7608,Piedras Negras,Coahuila,25773,+52 222 142-1358,Residencia Asistida,136,19000,1045,"['Cuidado de Memoria', 'Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951411,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Acuña,Boulevard Allende 2324,Acuña,Coahuila,25309,+52 229 688-1606,Residencia Geriátrica,168,19000,1045,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951412,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Monclova,Boulevard Madero 1440,Monclova,Coahuila,25478,+52 686 275-7570,Centro de Cuidados Continuos,71,19000,1045,"['Cuidado de Día', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951413,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Saltillo,Boulevard Libertad 5112,Saltillo,Coahuila,25426,+52 222 573-3935,Cuidado de Memoria,147,19000,1045,"['Vida Asistida', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951422,government_sourced,True,True,Mexican_Complete
Casa de Descanso Acuña,Callejón Zaragoza 971,Acuña,Coahuila,25553,+52 228 886-4006,Residencia Geriátrica,92,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951424,government_sourced,True,True,Mexican_Complete
Casa de Descanso Acuña,Calle Principal 5957,Acuña,Coahuila,25349,+52 664 390-5902,Vida Independiente,40,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951426,government_sourced,True,True,Mexican_Complete
Casa de Descanso Saltillo,Privada Reforma 1962,Saltillo,Coahuila,25262,+52 55 839-2087,Hogar de Ancianos,66,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951428,government_sourced,True,True,Mexican_Complete
Casa de Descanso Torreón,Avenida Guerrero 3951,Torreón,Coahuila,25923,+52 81 482-5813,Cuidado de Memoria,157,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951430,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Saltillo,Callejón Libertad 5301,Saltillo,Coahuila,25204,+52 228 437-5563,Hogar de Ancianos,104,19000,1045,"['Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951432,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Piedras Negras,Privada Revolución 1698,Piedras Negras,Coahuila,25925,+52 442 946-6668,Cuidado de Memoria,143,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951434,government_sourced,True,True,Mexican_Complete
Residencia Asistida Acuña,Callejón Allende 7924,Acuña,Coahuila,25863,+52 55 139-2598,Cuidado de Memoria,176,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951436,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Acuña,Calle Revolución 9572,Acuña,Coahuila,25690,+52 229 143-4046,Asistencia Domiciliaria,68,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951438,government_sourced,True,True,Mexican_Complete
Casa de Descanso Acuña,Avenida Hidalgo 5638,Acuña,Coahuila,25038,+52 81 692-4880,Vida Independiente,151,19000,1045,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951440,government_sourced,True,True,Mexican_Complete
Residencia Asistida Piedras Negras,Avenida Guerrero 8968,Piedras Negras,Coahuila,25641,+52 664 974-2069,Casa de Retiro,106,19000,1045,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951442,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Acuña,Privada Juárez 3691,Acuña,Coahuila,25705,+52 477 796-9207,Vida Independiente,177,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951443,government_sourced,True,True,Mexican_Complete
Residencia Asistida Torreón,Calle Revolución 6362,Torreón,Coahuila,25911,+52 81 516-9375,Hogar de Ancianos,62,19000,1045,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951446,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Monclova,Avenida Independencia 9549,Monclova,Coahuila,25851,+52 664 583-1596,Casa de Retiro,150,19000,1045,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951447,government_sourced,True,True,Mexican_Complete
Residencia Asistida Torreón,Calle Independencia 6209,Torreón,Coahuila,25391,+52 664 958-7002,Centro de Cuidados Continuos,43,19000,1045,"['Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951448,government_sourced,True,True,Mexican_Complete
Centro de Día Saltillo,Callejón Revolución 5976,Saltillo,Coahuila,25143,+52 664 724-8702,Residencia Geriátrica,172,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951449,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Monclova,Callejón Guerrero 3383,Monclova,Coahuila,25576,+52 228 806-8644,Residencia Geriátrica,41,19000,1045,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951450,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Monclova,Privada Morelos 1030,Monclova,Coahuila,25219,+52 686 738-1914,Residencia Geriátrica,104,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951451,government_sourced,True,True,Mexican_Complete
Residencia Senior Acuña,Callejón Guerrero 192,Acuña,Coahuila,25813,+52 686 638-2520,Centro de Día,95,19000,1045,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951452,government_sourced,True,True,Mexican_Complete
Casa de Retiro Piedras Negras,Calle Madero 7671,Piedras Negras,Coahuila,25507,+52 81 647-7704,Residencia Geriátrica,100,19000,1045,"['Cuidado de Día', 'Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951453,government_sourced,True,True,Mexican_Complete
Residencia Senior Acuña,Avenida Reforma 7723,Acuña,Coahuila,25755,+52 229 782-2589,Hogar de Ancianos,27,19000,1045,"['Cuidado de Día', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951454,government_sourced,True,True,Mexican_Complete
Casa de Retiro Torreón,Boulevard Revolución 255,Torreón,Coahuila,25035,+52 229 944-6449,Residencia Asistida,67,19000,1045,"['Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951455,government_sourced,True,True,Mexican_Complete
Casa de Retiro Torreón,Callejón Morelos 6898,Torreón,Coahuila,25958,+52 33 706-2018,Asistencia Domiciliaria,129,19000,1045,"['Vida Independiente', 'Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951456,government_sourced,True,True,Mexican_Complete
Casa de Retiro Piedras Negras,Avenida Centro 7455,Piedras Negras,Coahuila,25272,+52 477 203-2887,Hogar de Ancianos,50,19000,1045,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951457,government_sourced,True,True,Mexican_Complete
Villa de Retiro Monclova,Avenida Juárez 115,Monclova,Coahuila,25663,+52 477 293-2052,Casa de Retiro,143,19000,1045,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951458,government_sourced,True,True,Mexican_Complete
Casa de Descanso Torreón,Boulevard Hidalgo 9077,Torreón,Coahuila,25923,+52 55 277-7137,Hogar de Ancianos,98,19000,1045,"['Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951459,government_sourced,True,True,Mexican_Complete
Centro de Día Monclova,Privada Constitución 8482,Monclova,Coahuila,25267,+52 664 677-2220,Casa de Retiro,134,19000,1045,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951460,government_sourced,True,True,Mexican_Complete
Villa de Retiro Piedras Negras,Avenida Zaragoza 2155,Piedras Negras,Coahuila,25663,+52 228 137-9913,Centro de Día,71,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951462,government_sourced,True,True,Mexican_Complete
Casa de Retiro Saltillo,Privada Insurgentes 313,Saltillo,Coahuila,25093,+52 686 442-8170,Vida Independiente,136,19000,1045,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951463,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Saltillo,Boulevard Zaragoza 9836,Saltillo,Coahuila,25144,+52 477 184-8381,Casa de Retiro,29,19000,1045,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951464,government_sourced,True,True,Mexican_Complete
Villa de Retiro Manzanillo,Calle Libertad 103,Manzanillo,Colima,28896,+52 228 245-2203,Casa de Retiro,41,21000,1155,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951465,government_sourced,True,True,Mexican_Complete
Villa de Retiro Colima,Callejón Independencia 4850,Colima,Colima,28871,+52 686 424-8833,Casa de Retiro,106,21000,1155,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951466,government_sourced,True,True,Mexican_Complete
Residencia Senior Villa de Álvarez,Privada Principal 7426,Villa de Álvarez,Colima,28784,+52 442 580-6301,Centro de Día,152,21000,1155,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951467,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Armería,Calle Insurgentes 1841,Armería,Colima,28024,+52 442 847-2908,Residencia Geriátrica,82,21000,1155,"['Vida Asistida', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951468,government_sourced,True,True,Mexican_Complete
Centro de Día Armería,Callejón Hidalgo 7510,Armería,Colima,28789,+52 228 444-3335,Cuidado de Memoria,69,21000,1155,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951469,government_sourced,True,True,Mexican_Complete
Villa de Retiro Villa de Álvarez,Callejón Juárez 5405,Villa de Álvarez,Colima,28891,+52 55 217-3875,Residencia Asistida,163,21000,1155,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951470,government_sourced,True,True,Mexican_Complete
Casa de Descanso Villa de Álvarez,Avenida Morelos 5494,Villa de Álvarez,Colima,28896,+52 477 704-8132,Hogar de Ancianos,113,21000,1155,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951471,government_sourced,True,True,Mexican_Complete
Centro de Día Tecomán,Privada Constitución 9520,Tecomán,Colima,28683,+52 222 835-4041,Centro de Día,65,21000,1155,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951472,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Colima,Boulevard Principal 4125,Colima,Colima,28561,+52 664 431-7010,Asistencia Domiciliaria,137,21000,1155,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951473,government_sourced,True,True,Mexican_Complete
Residencia Senior Villa de Álvarez,Avenida Insurgentes 4453,Villa de Álvarez,Colima,28571,+52 442 662-7966,Asistencia Domiciliaria,46,21000,1155,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951478,government_sourced,True,True,Mexican_Complete
Residencia Senior Tecomán,Callejón Centro 6544,Tecomán,Colima,28622,+52 229 730-8395,Centro de Cuidados Continuos,48,21000,1155,"['Vida Independiente', 'Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951479,government_sourced,True,True,Mexican_Complete
Villa de Retiro Villa de Álvarez,Privada Revolución 7373,Villa de Álvarez,Colima,28803,+52 55 311-3999,Asistencia Domiciliaria,72,21000,1155,"['Cuidado de Memoria', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951480,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Tecomán,Boulevard Allende 7666,Tecomán,Colima,28180,+52 81 395-9857,Cuidado de Memoria,19,21000,1155,"['Vida Independiente', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951481,government_sourced,True,True,Mexican_Complete
Residencia Asistida Manzanillo,Callejón Centro 4218,Manzanillo,Colima,28342,+52 686 413-9213,Vida Independiente,19,21000,1155,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951482,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Tecomán,Calle Allende 1362,Tecomán,Colima,28559,+52 442 298-8840,Casa de Retiro,53,21000,1155,"['Vida Asistida', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951483,government_sourced,True,True,Mexican_Complete
Casa de Descanso Manzanillo,Boulevard Centro 5817,Manzanillo,Colima,28552,+52 442 217-4407,Residencia Asistida,53,21000,1155,"['Vida Independiente', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951484,government_sourced,True,True,Mexican_Complete
Casa de Descanso Colima,Calle Principal 365,Colima,Colima,28213,+52 33 433-7141,Vida Independiente,61,21000,1155,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951485,government_sourced,True,True,Mexican_Complete
Villa de Retiro Tecomán,Avenida Allende 368,Tecomán,Colima,28984,+52 222 506-2968,Vida Independiente,50,21000,1155,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951486,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Tecomán,Avenida Allende 7990,Tecomán,Colima,28887,+52 228 216-8862,Centro de Cuidados Continuos,83,21000,1155,"['Cuidado de Memoria', 'Vida Asistida', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951487,government_sourced,True,True,Mexican_Complete
Residencia Senior Villa de Álvarez,Privada Morelos 1879,Villa de Álvarez,Colima,28566,+52 81 941-6435,Vida Independiente,53,21000,1155,"['Cuidado de Memoria', 'Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951488,government_sourced,True,True,Mexican_Complete
Residencia Senior Manzanillo,Calle Guerrero 7560,Manzanillo,Colima,28577,+52 477 353-6212,Asistencia Domiciliaria,18,21000,1155,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951489,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Tecomán,Calle Libertad 437,Tecomán,Colima,28498,+52 477 552-9671,Residencia Asistida,48,21000,1155,['Cuidado de Memoria'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951490,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Armería,Boulevard Guerrero 5230,Armería,Colima,28885,+52 229 567-4990,Residencia Geriátrica,100,21000,1155,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951491,government_sourced,True,True,Mexican_Complete
Centro de Día Manzanillo,Callejón Zaragoza 877,Manzanillo,Colima,28952,+52 33 336-7300,Cuidado de Memoria,115,21000,1155,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951492,government_sourced,True,True,Mexican_Complete
Villa de Retiro Villa de Álvarez,Privada Insurgentes 2767,Villa de Álvarez,Colima,28215,+52 229 248-9937,Cuidado de Memoria,84,21000,1155,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Western Mexico,2025-07-17T22:53:14.951493,government_sourced,True,True,Mexican_Complete
Centro Geriátrico Guadalupe Victoria,Callejón Insurgentes 4951,Guadalupe Victoria,Durango,34534,+52 477 268-5486,Vida Independiente,15,17000,935,"['Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951494,government_sourced,True,True,Mexican_Complete
Residencia Senior Gómez Palacio,Boulevard Reforma 7900,Gómez Palacio,Durango,34862,+52 222 431-4806,Vida Independiente,166,17000,935,"['Vida Independiente', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951495,government_sourced,True,True,Mexican_Complete
Casa de Descanso Santiago Papasquiaro,Avenida Allende 9615,Santiago Papasquiaro,Durango,34000,+52 442 491-9560,Centro de Día,23,17000,935,"['Vida Independiente', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951496,government_sourced,True,True,Mexican_Complete
Residencia Asistida Guadalupe Victoria,Calle Zaragoza 3127,Guadalupe Victoria,Durango,34759,+52 228 771-4270,Residencia Asistida,133,17000,935,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951497,government_sourced,True,True,Mexican_Complete
Casa de Descanso Gómez Palacio,Avenida Allende 2470,Gómez Palacio,Durango,34438,+52 228 673-1141,Residencia Geriátrica,55,17000,935,"['Cuidado de Memoria', 'Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951498,government_sourced,True,True,Mexican_Complete
Centro de Día Gómez Palacio,Avenida Allende 8503,Gómez Palacio,Durango,34851,+52 664 197-4600,Hogar de Ancianos,77,17000,935,"['Vida Asistida', 'Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951499,government_sourced,True,True,Mexican_Complete
Centro de Cuidados Santiago Papasquiaro,Callejón Reforma 1901,Santiago Papasquiaro,Durango,34934,+52 222 383-7122,Centro de Cuidados Continuos,72,17000,935,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Asistida']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951500,government_sourced,True,True,Mexican_Complete
Residencia Asistida Gómez Palacio,Privada Juárez 1151,Gómez Palacio,Durango,34578,+52 477 747-8297,Centro de Día,93,17000,935,"['Vida Independiente', 'Cuidado de Día']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951501,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Gómez Palacio,Boulevard Morelos 6495,Gómez Palacio,Durango,34510,+52 228 126-1107,Vida Independiente,70,17000,935,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951503,government_sourced,True,True,Mexican_Complete
Residencia Asistida Gómez Palacio,Boulevard Guerrero 8219,Gómez Palacio,Durango,34873,+52 477 549-2286,Centro de Día,31,17000,935,"['Cuidado de Memoria', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951504,government_sourced,True,True,Mexican_Complete
Residencia Senior Lerdo,Boulevard Hidalgo 3603,Lerdo,Durango,34105,+52 222 701-6143,Centro de Cuidados Continuos,47,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951505,government_sourced,True,True,Mexican_Complete
Villa de Retiro Durango,Avenida Allende 6090,Durango,Durango,34905,+52 229 541-6924,Vida Independiente,73,17000,935,"['Cuidado de Día', 'Vida Asistida', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951506,government_sourced,True,True,Mexican_Complete
Casa de Descanso Lerdo,Boulevard Constitución 2766,Lerdo,Durango,34604,+52 477 476-2300,Centro de Cuidados Continuos,149,17000,935,"['Cuidado de Día', 'Cuidado de Memoria']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951507,government_sourced,True,True,Mexican_Complete
Casa de Descanso Durango,Callejón Principal 2261,Durango,Durango,34361,+52 686 293-2511,Residencia Asistida,76,17000,935,['Cuidado de Día'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951508,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Lerdo,Privada Allende 3138,Lerdo,Durango,34700,+52 686 603-6749,Hogar de Ancianos,84,17000,935,"['Cuidado de Memoria', 'Cuidado de Día', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951509,government_sourced,True,True,Mexican_Complete
Villa de Retiro Santiago Papasquiaro,Calle Madero 5663,Santiago Papasquiaro,Durango,34122,+52 81 513-6994,Cuidado de Memoria,85,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951510,government_sourced,True,True,Mexican_Complete
Hogar de Ancianos Durango,Calle Constitución 7310,Durango,Durango,34015,+52 442 404-2370,Centro de Día,100,17000,935,"['Vida Asistida', 'Vida Independiente']",Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951511,government_sourced,True,True,Mexican_Complete
Residencia Geriátrica Durango,Avenida Constitución 9514,Durango,Durango,34615,+52 222 552-5866,Residencia Geriátrica,64,17000,935,['Vida Asistida'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951529,government_sourced,True,True,Mexican_Complete
Casa de Descanso Gómez Palacio,Callejón Allende 4210,Gómez Palacio,Durango,34757,+52 664 724-4403,Residencia Geriátrica,70,17000,935,['Vida Independiente'],Secretaría de Salud,Mexico,MXN,Northern Mexico,2025-07-17T22:53:14.951531,government_sourced,True,True,Mexican_Complete
