provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Elm Senior Housing,Assisted Living and Memory Care,4441 Mockingbird Street,Hollywood Park,TX,(979) 953-3921,LTC47729,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989377
Memorial Senior Residence,Assisted Living and Memory Care,1961 San Antonio Drive,Castle Hills,TX,(903) 486-5067,RC87974,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989390
Cypress Care Community,Senior Living Community,635 Gulf Freeway Avenue,Hollywood Park,TX,(972) 511-2981,ASL63886,Active,Private,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989403
Garden Collin Senior Community,Assisted Living Center,6427 Eastex Freeway Way,Alamo Heights,TX,(817) 612-5580,RC79713,Active,Corporate,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989417
Texas Assisted Care,Assisted Living Facility,9390 Main Lane,San Antonio,TX,(972) 961-5124,ASL68367,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989430
Memorial Senior Care Center,Assisted Living Facility,550 Lincoln Court,Fair Oaks Ranch,TX,(940) 543-9171,ASL37740,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989442
Texas Health Independent Living,Senior Living Community,2038 Eastex Freeway Avenue,Hollywood Park,TX,(281) 248-6377,RC31369,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989455
Estate Senior Care Center,Assisted Living Center,4778 Pine Lane,Hollywood Park,TX,(830) 658-9769,ALF49312,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989468
Texas Health Senior Campus,Assisted Living Center,1404 Montrose Boulevard,San Antonio,TX,(972) 509-2818,RC57381,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989481
Commons Living Center,Senior Living Community,5656 Lovers Drive,Castle Hills,TX,(915) 974-8532,LTC83301,Active,Corporate,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989512
Methodist Health Services,Residential Care Facility,6987 Park Boulevard,Helotes,TX,(346) 734-9155,RC79123,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989529
Elm Care Community,Assisted Living Center,8865 Kirby Court,Castle Hills,TX,(682) 544-1785,ALF21126,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989543
Place Senior Services,Senior Living Community,9817 Highland Street,Kirby,TX,(832) 452-8941,LTC91085,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989555
Golden Assisted Care,Assisted Living Facility,4668 Bellaire Road,Helotes,TX,(915) 698-3144,LTC74346,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989568
Ridge Care Services,Assisted Living Center,1900 Elm Drive,Alamo Heights,TX,(281) 265-8591,LTC46420,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989581
Cedar Senior Village,Residential Care Facility,2940 River Oaks Street,Helotes,TX,(956) 892-7481,ALF39838,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989595
Premier Webb Senior Housing,Assisted Living and Memory Care,8803 San Antonio Place,San Antonio,TX,(940) 943-7089,ASL96286,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989613
Texas Health Tarrant Living Center,Residential Care Facility,5225 Southwest Freeway Way,Kirby,TX,(214) 929-6784,LTC40888,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989627
Commons Harris Assisted Care,Assisted Living Center,9216 Loop Street,Alamo Heights,TX,(432) 844-8836,RC10910,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989643
Methodist Montgomery Senior Services,Assisted Living Facility,5336 Forest Way,Kirby,TX,(409) 974-4617,ALF51280,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989657
West Texas Senior Living,Assisted Living and Memory Care,8448 Washington Avenue,San Antonio,TX,(956) 306-7989,LTC65185,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989673
Terrace Senior Village,Senior Living Community,3253 Pine Street,Kirby,TX,(903) 539-9406,ASL86609,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989686
Terrace Guadalupe Community Living,Residential Care Facility,1913 Houston Boulevard,Fair Oaks Ranch,TX,(214) 504-7538,ALF81404,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989700
Cedar Harris Senior Services,Assisted Living and Memory Care,9116 Kirby Avenue,Fair Oaks Ranch,TX,(972) 537-4854,LTC71741,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989721
East Texas El Paso Care Center,Assisted Living Facility,4441 San Antonio Way,Hollywood Park,TX,(210) 392-8183,ALF13707,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989736
HCA Senior Residence,Residential Care Facility,6260 Skillman Lane,Castle Hills,TX,(281) 270-2982,LTC52230,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989748
Terrace Community Living,Senior Living Community,5643 Greenville Lane,Helotes,TX,(713) 320-5233,ASL74594,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989762
UT Health Health Services,Assisted Living and Memory Care,3078 Dallas Street,Kirby,TX,(979) 439-2144,ALF85299,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989775
Pine Assisted Living Facility,Assisted Living and Memory Care,8544 Main Avenue,Alamo Heights,TX,(432) 349-3204,ASL66563,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989788
Silver Health Services,Residential Care Facility,5685 Highland Way,Balcones Heights,TX,(972) 806-6028,ASL51610,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989801
Cypress Assisted Living,Residential Care Facility,6715 Park Court,San Antonio,TX,(361) 761-3663,ASL52442,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989819
Commons Senior Care,Assisted Living Facility,4505 Gulf Freeway Drive,Alamo Heights,TX,(409) 358-1803,ASL60810,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989833
Elm Senior Residence,Assisted Living and Memory Care,2412 Highland Drive,Balcones Heights,TX,(346) 963-8583,ASL35375,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989846
Methodist Independent Living,Senior Living Community,3628 Elm Court,Hollywood Park,TX,(430) 452-5599,LTC88241,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989859
Atria Retirement Community,Senior Living Community,496 Skillman Road,Helotes,TX,(409) 638-1521,ALF36464,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989872
Pecan Jefferson Residential Care,Senior Living Community,6155 Medical Center Place,Helotes,TX,(940) 946-7486,LTC19503,Active,Private,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989887
Pine Senior Residence,Assisted Living Center,9432 Bellaire Drive,Balcones Heights,TX,(903) 200-1841,LTC48774,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989904
Christus Senior Community,Assisted Living Center,7076 San Antonio Place,Helotes,TX,(409) 819-3921,LTC49997,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989921
Pecan Retirement Community,Senior Living Community,7198 Park Road,Helotes,TX,(432) 797-6986,RC94077,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989934
North Texas Assisted Living,Assisted Living Facility,9904 Jefferson Avenue,San Antonio,TX,(832) 400-7891,LTC47608,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989947
Terrace El Paso Assisted Living Center,Assisted Living Facility,5941 Fannin Place,Balcones Heights,TX,(726) 272-8910,ALF28559,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989965
Silver Living Center,Senior Living Community,2163 Memorial Boulevard,Kirby,TX,(361) 955-6908,ALF93541,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989979
Silver Bexar Community Living,Assisted Living Center,5821 Memorial Lane,Elmendorf,TX,(469) 765-2682,ASL39793,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.989993
Silverado Senior Village,Assisted Living Center,7748 Memorial Avenue,San Antonio,TX,(682) 723-5784,RC38613,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990006
Garden Residential Care,Assisted Living Facility,1807 Loop Court,Hollywood Park,TX,(915) 726-6669,ALF95237,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990019
Houston Methodist Community Living,Assisted Living Center,5014 Beltway Avenue,Fair Oaks Ranch,TX,(469) 850-1319,ALF47972,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990032
Medical Center Senior Living,Assisted Living Facility,4193 Oak Drive,Alamo Heights,TX,(940) 424-1488,ASL25288,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990045
Atria Travis Community Living,Assisted Living and Memory Care,3785 University Street,Fair Oaks Ranch,TX,(979) 333-1693,ALF46954,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990098
Legacy Living Center,Residential Care Facility,8881 Richmond Street,Converse,TX,(979) 985-2263,RC86521,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990114
Elm Senior Campus,Residential Care Facility,2927 Gulf Freeway Court,Converse,TX,(940) 859-1934,ASL58394,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990127
Premier Harris Assisted Care,Residential Care Facility,1165 Dallas Place,Balcones Heights,TX,(325) 251-4935,ALF82669,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990171
Christus Assisted Living Facility,Senior Living Community,9808 Katy Freeway Place,Fair Oaks Ranch,TX,(915) 573-6542,LTC91156,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990185
Silver Assisted Living Center,Assisted Living Center,3295 Elm Boulevard,Castle Hills,TX,(972) 344-3396,RC59059,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990199
Sunrise Senior Living,Residential Care Facility,4154 Main Way,Fair Oaks Ranch,TX,(830) 268-8847,ASL51313,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990213
Memorial Living Center,Assisted Living and Memory Care,9923 Medical Center Boulevard,Castle Hills,TX,(903) 710-2966,RC32135,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990226
Texas Senior Services,Senior Living Community,6837 Preston Place,Kirby,TX,(281) 936-8325,ASL32012,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990239
Gulf Coast Care Services,Senior Living Community,3737 Maple Court,Balcones Heights,TX,(737) 878-2351,ALF65134,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Bexar,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990256
Memorial Senior Housing,Assisted Living Facility,6778 Houston Street,Sunset Valley,TX,(325) 315-3844,ALF19641,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990276
Regional Brazoria Senior Campus,Residential Care Facility,5794 Austin Lane,Del Valle,TX,(940) 897-8083,LTC81796,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990291
Texas Care Services,Assisted Living and Memory Care,6868 Main Avenue,Rollingwood,TX,(409) 645-2148,RC97179,Active,Private,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990305
Pine Living Center,Residential Care Facility,5287 Lovers Avenue,Austin,TX,(817) 836-9645,RC98619,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990321
Pecan Senior Services,Assisted Living Center,6572 Skillman Place,Sunset Valley,TX,(972) 225-5856,ALF13019,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990333
Oak Senior Community,Assisted Living and Memory Care,3411 Katy Freeway Road,Rollingwood,TX,(806) 979-2145,ALF17046,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990346
Villa Living Center,Residential Care Facility,1038 Greenville Street,Manor,TX,(512) 768-8498,ALF33434,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990359
Belmont Village Care Services,Residential Care Facility,4329 Elm Boulevard,Sunset Valley,TX,(903) 246-2097,LTC93803,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990373
Gulf Coast Assisted Care,Assisted Living Facility,7863 Southwest Freeway Place,West Lake Hills,TX,(214) 753-9436,ALF38909,Active,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990385
Cedar Retirement Community,Assisted Living Center,611 Beltway Avenue,Bee Cave,TX,(832) 614-7576,ALF43162,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990398
Ascension Senior Community,Assisted Living Center,9427 Loop Drive,Jonestown,TX,(979) 857-4999,ALF59872,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990411
Place Assisted Living,Assisted Living and Memory Care,4571 Montrose Court,Jonestown,TX,(512) 327-2170,ASL78486,Active,Private,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990424
Legacy Assisted Living Facility,Residential Care Facility,5828 Beltway Avenue,Austin,TX,(830) 636-6261,ALF32985,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990437
East Texas Assisted Living Facility,Assisted Living Center,6439 Cedar Street,Bee Cave,TX,(832) 344-6475,ALF81932,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990453
Ridge Assisted Living,Assisted Living and Memory Care,8162 Loop Place,West Lake Hills,TX,(972) 216-9420,ASL85010,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990466
Texas Health McLennan Living Center,Assisted Living and Memory Care,2877 Greenville Road,Jonestown,TX,(469) 614-3947,RC99474,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990481
Bluebonnet Assisted Living,Assisted Living Center,1029 Pine Avenue,Pflugerville,TX,(281) 484-1762,LTC20944,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990510
Elm Assisted Living Center,Residential Care Facility,7583 Houston Drive,Sunset Valley,TX,(956) 447-8344,ALF62608,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990524
Pine Care Community,Residential Care Facility,3569 Houston Road,Lakeway,TX,(469) 591-8795,ASL50577,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990544
Ridge Brazoria Care Center,Assisted Living Center,8939 River Oaks Lane,Rollingwood,TX,(903) 665-1057,ALF10619,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990559
Memorial Collin Living Center,Residential Care Facility,5517 Loop Road,Rollingwood,TX,(214) 562-7293,ALF94656,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990577
Estate Webb Retirement Community,Assisted Living and Memory Care,3221 San Antonio Drive,Rollingwood,TX,(682) 701-3948,RC86827,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990591
South Texas Collin Community Living,Assisted Living Facility,6371 Westheimer Drive,Del Valle,TX,(915) 886-6081,ASL81535,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990605
Estate Senior Village,Senior Living Community,2105 Loop Boulevard,Lakeway,TX,(830) 633-7861,ALF98708,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990621
Cedar Care Community,Senior Living Community,4271 Jefferson Way,Jonestown,TX,(737) 812-8031,ASL30015,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990636
Golden Care Services,Assisted Living Facility,9121 Highland Avenue,Jonestown,TX,(325) 440-6111,RC64743,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990649
Regional Retirement Community,Senior Living Community,2077 Medical Center Avenue,Jonestown,TX,(325) 969-4613,LTC48526,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990663
Garden Nueces Assisted Living Center,Residential Care Facility,6693 Park Court,Austin,TX,(972) 352-3083,ALF56678,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990677
UT Health Webb Senior Community,Assisted Living and Memory Care,6303 Lovers Place,Bee Cave,TX,(210) 506-8294,ALF36592,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990691
Medical Center Care Center,Assisted Living and Memory Care,6710 Bellaire Road,West Lake Hills,TX,(346) 540-4953,LTC75669,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990710
West Texas Care Community,Residential Care Facility,5724 Jefferson Place,West Lake Hills,TX,(214) 282-6946,RC63439,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990724
Maple Care Community,Assisted Living Facility,3156 Austin Street,Lakeway,TX,(430) 595-8720,ASL48483,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990738
West Texas Denton Retirement Community,Assisted Living Facility,6486 Richmond Court,Rollingwood,TX,(956) 566-4524,LTC45182,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990752
Cypress Senior Community,Assisted Living Center,5136 Jefferson Street,West Lake Hills,TX,(430) 547-1194,LTC54875,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990768
Cedar Senior Care Center,Assisted Living Center,4955 Beltway Drive,Rollingwood,TX,(903) 310-2309,ALF77522,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990797
Texas Independent Living,Assisted Living Facility,2821 Bellaire Lane,Sunset Valley,TX,(512) 683-9656,LTC47773,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990813
Legacy Retirement Community,Assisted Living and Memory Care,5812 Beltway Place,Pflugerville,TX,(214) 683-4460,RC67306,Licensed,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990826
Christus Assisted Living Center,Assisted Living and Memory Care,1723 River Oaks Drive,Austin,TX,(945) 272-9172,LTC10336,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990843
Baptist Senior Care,Assisted Living Facility,2808 Pine Way,Rollingwood,TX,(940) 668-1620,ALF55544,Active,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990900
Elm Community Living,Assisted Living Center,7240 Medical Center Avenue,Rollingwood,TX,(430) 805-7809,LTC11541,Active - Good Standing,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990917
Sunrise Assisted Living Facility,Assisted Living and Memory Care,3140 Preston Boulevard,Rollingwood,TX,(903) 271-4657,LTC50994,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990934
Garden Health Services,Assisted Living Facility,6702 Katy Freeway Avenue,Rollingwood,TX,(903) 537-7788,RC48650,Active,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990947
Baylor Retirement Community,Senior Living Community,5591 Memorial Place,Pflugerville,TX,(254) 666-8007,LTC28701,Active,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990961
