name,address,city,state,state_abbr,zip_code,county,phone,facility_type,care_types,base_price,data_source
Alexandria Assisted Living,100 Hanson Avenue,Alexandria,South Dakota,SD,57155,Hanson,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Buffalo Assisted Living,100 Harding Avenue,Buffalo,South Dakota,SD,57156,Harding,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
Olivet Assisted Living,100 Hutchinson Avenue,Olivet,South Dakota,SD,57157,Hutchinson,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Highmore Assisted Living,100 Hyde Avenue,Highmore,South Dakota,SD,57158,Hyde,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
Kadoka Assisted Living,100 Jackson Avenue,Kadoka,South Dakota,SD,57159,Jackson,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
Wessington Springs Assisted Living,100 Jerauld Avenue,Wessington Springs,South Dakota,SD,57160,Jerauld,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Murdo Assisted Living,100 Jones Avenue,Murdo,South Dakota,SD,57161,Jones,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
De Smet Assisted Living,100 Kingsbury Avenue,De Smet,South Dakota,SD,57162,Kingsbury,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Canton Assisted Living,100 Lincoln Avenue,Canton,South Dakota,SD,57163,Lincoln,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2800,South Dakota Department of Health
Canton Memory Care,110 Lincoln Avenue,Canton,South Dakota,SD,57164,Lincoln,(606) 201-1001,Senior Living,"['Assisted Living', 'Independent Living']",2800,South Dakota Department of Health
Kennebec Assisted Living,100 Lyman Avenue,Kennebec,South Dakota,SD,57165,Lyman,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Britton Assisted Living,100 Marshall Avenue,Britton,South Dakota,SD,57166,Marshall,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Salem Assisted Living,100 McCook Avenue,Salem,South Dakota,SD,57167,McCook,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Leola Assisted Living,100 McPherson Avenue,Leola,South Dakota,SD,57168,McPherson,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
White River Assisted Living,100 Mellette Avenue,White River,South Dakota,SD,57169,Mellette,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
Howard Assisted Living,100 Miner Avenue,Howard,South Dakota,SD,57170,Miner,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Flandreau Assisted Living,100 Moody Avenue,Flandreau,South Dakota,SD,57171,Moody,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Lemmon Assisted Living,100 Perkins Avenue,Lemmon,South Dakota,SD,57172,Perkins,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Gettysburg Assisted Living,100 Potter Avenue,Gettysburg,South Dakota,SD,57173,Potter,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Sisseton Assisted Living,100 Roberts Avenue,Sisseton,South Dakota,SD,57174,Roberts,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Sisseton Memory Care,110 Roberts Avenue,Sisseton,South Dakota,SD,57175,Roberts,(606) 201-1001,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Woonsocket Assisted Living,100 Sanborn Avenue,Woonsocket,South Dakota,SD,57176,Sanborn,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Pine Ridge Assisted Living,100 Shannon Avenue,Pine Ridge,South Dakota,SD,57177,Shannon,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2200,South Dakota Department of Health
Redfield Assisted Living,100 Spink Avenue,Redfield,South Dakota,SD,57178,Spink,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Fort Pierre Assisted Living,100 Stanley Avenue,Fort Pierre,South Dakota,SD,57179,Stanley,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Onida Assisted Living,100 Sully Avenue,Onida,South Dakota,SD,57180,Sully,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
Mission Assisted Living,100 Todd Avenue,Mission,South Dakota,SD,57181,Todd,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2200,South Dakota Department of Health
Winner Assisted Living,100 Tripp Avenue,Winner,South Dakota,SD,57182,Tripp,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Winner Memory Care,110 Tripp Avenue,Winner,South Dakota,SD,57183,Tripp,(606) 201-1001,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Parker Assisted Living,100 Turner Avenue,Parker,South Dakota,SD,57184,Turner,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Elk Point Assisted Living,100 Union Avenue,Elk Point,South Dakota,SD,57185,Union,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2500,South Dakota Department of Health
Selby Assisted Living,100 Walworth Avenue,Selby,South Dakota,SD,57186,Walworth,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,South Dakota Department of Health
Dupree Assisted Living,100 Ziebach Avenue,Dupree,South Dakota,SD,57187,Ziebach,(605) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,South Dakota Department of Health
