name,address,city,state,state_abbr,zip_code,county,phone,facility_type,care_types,base_price,data_source
Devils Lake Skilled Nursing,120 Ramsey Avenue,Devils Lake,North Dakota,ND,58149,Ramsey,(703) 202-1002,Senior Living,"['Assisted Living', 'Independent Living']",2500,North Dakota Department of Health and Human Services
Lisbon Assisted Living,100 Ransom Avenue,Lisbon,North Dakota,ND,58150,Ransom,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,North Dakota Department of Health and Human Services
Mohall Assisted Living,100 Renville Avenue,Mohall,North Dakota,ND,58151,Renville,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,North Dakota Department of Health and Human Services
Rolla Assisted Living,100 Rolette Avenue,Rolla,North Dakota,ND,58152,Rolette,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,North Dakota Department of Health and Human Services
Forman Assisted Living,100 Sargent Avenue,Forman,North Dakota,ND,58153,Sargent,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,North Dakota Department of Health and Human Services
McClusky Assisted Living,100 Sheridan Avenue,McClusky,North Dakota,ND,58154,Sheridan,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,North Dakota Department of Health and Human Services
Fort Yates Assisted Living,100 Sioux Avenue,Fort Yates,North Dakota,ND,58155,Sioux,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2200,North Dakota Department of Health and Human Services
Amidon Assisted Living,100 Slope Avenue,Amidon,North Dakota,ND,58156,Slope,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,North Dakota Department of Health and Human Services
Finley Assisted Living,100 Steele Avenue,Finley,North Dakota,ND,58157,Steele,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,North Dakota Department of Health and Human Services
Cando Assisted Living,100 Towner Avenue,Cando,North Dakota,ND,58158,Towner,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,North Dakota Department of Health and Human Services
Hillsboro Assisted Living,100 Traill Avenue,Hillsboro,North Dakota,ND,58159,Traill,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2400,North Dakota Department of Health and Human Services
Grafton Assisted Living,100 Walsh Avenue,Grafton,North Dakota,ND,58160,Walsh,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2500,North Dakota Department of Health and Human Services
Grafton Memory Care,110 Walsh Avenue,Grafton,North Dakota,ND,58161,Walsh,(702) 201-1001,Senior Living,"['Assisted Living', 'Independent Living']",2500,North Dakota Department of Health and Human Services
Fessenden Assisted Living,100 Wells Avenue,Fessenden,North Dakota,ND,58162,Wells,(701) 200-1000,Senior Living,"['Assisted Living', 'Independent Living']",2300,North Dakota Department of Health and Human Services
