name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,province_code,collection_date,data_quality,verified,international,expansion_phase
Assiniboine Lodge - Portage la Prairie,5193 Manitoba Avenue,Portage la Prairie,Manitoba,R8A 61J,(204) 800-4282,Long-Term Care,98,5394,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628565,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Winnipeg,5195 Victoria Avenue,Winnipeg,Manitoba,R7A 00Q,(431) 429-5411,Assisted Living,200,3626,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628567,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Portage la Prairie,2934 Broadway Avenue,Portage la Prairie,Manitoba,R0S 83S,(431) 443-5622,Continuing Care,68,4244,"['Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628569,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Dauphin,4051 Albert Avenue,Dauphin,Manitoba,R1Y 49I,(204) 668-7064,Memory Care,100,4086,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628570,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Morden,8598 Albert Avenue,Morden,Manitoba,R3V 12T,(431) 334-1292,Residential Care,22,4008,"['Assisted Living', 'Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628572,government_sourced,True,True,Canadian_Complete
Red River Retirement - Thompson,8547 Broadway Avenue,Thompson,Manitoba,R2U 08J,(204) 880-2409,Continuing Care,121,3344,"['Long-Term Care', 'Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628573,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Brandon,1013 College Avenue,Brandon,Manitoba,R4M 03R,(431) 819-3095,Residential Care,225,3225,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628575,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Winkler,5891 Memorial Avenue,Winkler,Manitoba,R4M 43E,(431) 179-2088,Retirement Home,77,3690,"['Memory Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628576,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Dauphin,9376 Memorial Avenue,Dauphin,Manitoba,R9L 49N,(204) 568-3008,Residential Care,112,4554,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628578,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winnipeg,375 Albert Avenue,Winnipeg,Manitoba,R1W 49I,(204) 434-4412,Residential Care,113,3921,"['Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628580,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winkler,5963 Portage Avenue,Winkler,Manitoba,R7W 36P,(431) 929-1665,Long-Term Care,236,4384,['Assisted Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628581,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Morden,3231 Portage Avenue,Morden,Manitoba,R5F 23K,(204) 257-8108,Independent Living,230,3352,"['Independent Living', 'Long-Term Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628583,government_sourced,True,True,Canadian_Complete
Red River Retirement - Portage la Prairie,8875 Manitoba Avenue,Portage la Prairie,Manitoba,R3T 02Q,(431) 299-3198,Retirement Home,55,5037,['Independent Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628584,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winkler,2397 College Avenue,Winkler,Manitoba,R8A 98I,(431) 940-6738,Continuing Care,97,3821,['Assisted Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628586,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - The Pas,8658 University Avenue,The Pas,Manitoba,R2C 16R,(204) 601-4444,Retirement Home,226,3440,"['Assisted Living', 'Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628588,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - The Pas,5879 Broadway Avenue,The Pas,Manitoba,R2B 21Z,(431) 604-4650,Residential Care,115,3151,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628589,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Selkirk,667 Saskatchewan Avenue,Selkirk,Manitoba,R7E 44E,(431) 347-4048,Memory Care,224,4925,"['Assisted Living', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628591,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Steinbach,4362 Albert Avenue,Steinbach,Manitoba,R0N 91A,(204) 831-8831,Continuing Care,207,5175,"['Memory Care', 'Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628592,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Selkirk,7759 Main Avenue,Selkirk,Manitoba,R0M 65Z,(204) 343-7308,Memory Care,109,2937,"['Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628594,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Winkler,6534 Memorial Avenue,Winkler,Manitoba,R7N 28Q,(431) 770-2883,Independent Living,204,4777,['Independent Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628595,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Brandon,9891 Manitoba Avenue,Brandon,Manitoba,R3T 47Y,(204) 140-3008,Long-Term Care,208,4069,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628597,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Portage la Prairie,383 Saskatchewan Avenue,Portage la Prairie,Manitoba,R8T 27W,(204) 774-5202,Continuing Care,250,4290,['Independent Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628599,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Brandon,701 Saskatchewan Avenue,Brandon,Manitoba,R8B 60A,(204) 119-5757,Assisted Living,69,2956,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628600,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Thompson,9880 University Avenue,Thompson,Manitoba,R2D 97Q,(204) 614-1840,Community Care,141,3336,"['Memory Care', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628602,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Thompson,5292 Memorial Avenue,Thompson,Manitoba,R3N 21Y,(431) 386-4290,Independent Living,77,4443,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628604,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Dauphin,4825 Victoria Avenue,Dauphin,Manitoba,R2A 61V,(431) 178-9444,Independent Living,107,4716,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628605,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Winnipeg,4162 Victoria Avenue,Winnipeg,Manitoba,R7K 65T,(204) 725-5699,Continuing Care,245,4989,"['Independent Living', 'Memory Care', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628607,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Portage la Prairie,9795 Manitoba Avenue,Portage la Prairie,Manitoba,R3S 40Z,(431) 707-3251,Assisted Living,22,3427,"['Memory Care', 'Long-Term Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628609,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Morden,3448 Saskatchewan Avenue,Morden,Manitoba,R7T 17B,(204) 212-2355,Retirement Home,61,4502,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628610,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Selkirk,4122 Victoria Avenue,Selkirk,Manitoba,R0R 60Y,(431) 573-9681,Independent Living,97,3574,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628612,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Morden,1125 University Avenue,Morden,Manitoba,R6B 52H,(431) 368-3921,Assisted Living,155,4659,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628613,government_sourced,True,True,Canadian_Complete
Red River Retirement - Winnipeg,3687 Victoria Avenue,Winnipeg,Manitoba,R1M 69Z,(431) 396-4040,Independent Living,179,4167,"['Assisted Living', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628615,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Morden,8243 Saskatchewan Avenue,Morden,Manitoba,R6R 78Z,(204) 428-6316,Memory Care,231,3181,"['Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628616,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Brandon,6447 Albert Avenue,Brandon,Manitoba,R1M 88T,(204) 559-6928,Retirement Home,21,3193,"['Memory Care', 'Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628618,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Selkirk,811 Broadway Avenue,Selkirk,Manitoba,R9Q 34P,(204) 453-4958,Continuing Care,132,4506,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628620,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Selkirk,6246 Broadway Avenue,Selkirk,Manitoba,R1I 05Y,(204) 477-4501,Independent Living,67,5094,"['Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628621,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Steinbach,8435 Saskatchewan Avenue,Steinbach,Manitoba,R1L 49T,(204) 165-8833,Community Care,247,4831,['Long-Term Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628623,government_sourced,True,True,Canadian_Complete
Red River Retirement - Morden,2662 Saskatchewan Avenue,Morden,Manitoba,R3Y 74L,(431) 804-2991,Retirement Home,86,4340,"['Memory Care', 'Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628625,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Steinbach,5814 Broadway Avenue,Steinbach,Manitoba,R9N 07H,(204) 680-4279,Memory Care,92,3449,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628626,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Portage la Prairie,2470 Memorial Avenue,Portage la Prairie,Manitoba,R4S 53I,(431) 654-2430,Long-Term Care,78,3065,"['Long-Term Care', 'Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628628,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - The Pas,8396 Broadway Avenue,The Pas,Manitoba,R5K 98H,(431) 534-8358,Assisted Living,227,3038,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628631,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winkler,2948 Victoria Avenue,Winkler,Manitoba,R1C 35Z,(431) 154-8665,Assisted Living,43,4417,['Assisted Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628633,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Selkirk,4170 Victoria Avenue,Selkirk,Manitoba,R4V 26X,(431) 102-7914,Supportive Living,49,4524,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628635,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - The Pas,7296 College Avenue,The Pas,Manitoba,R6Q 88H,(431) 781-1655,Community Care,145,2837,"['Memory Care', 'Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628637,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Winnipeg,4757 Broadway Avenue,Winnipeg,Manitoba,R8G 69Y,(204) 598-5975,Residential Care,207,4761,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628638,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Selkirk,5568 Broadway Avenue,Selkirk,Manitoba,R2U 30X,(204) 108-4389,Assisted Living,157,2888,"['Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628640,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winnipeg,4786 Portage Avenue,Winnipeg,Manitoba,R3D 49R,(431) 663-9082,Independent Living,119,3168,"['Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628641,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Brandon,6291 Victoria Avenue,Brandon,Manitoba,R1X 86J,(431) 283-6692,Residential Care,61,5285,"['Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628643,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Portage la Prairie,2412 Broadway Avenue,Portage la Prairie,Manitoba,R4A 84O,(431) 908-8805,Residential Care,50,3333,"['Memory Care', 'Assisted Living', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628645,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Steinbach,7922 University Avenue,Steinbach,Manitoba,R6Q 43P,(431) 590-4873,Assisted Living,27,3660,"['Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628646,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Winkler,26 Manitoba Avenue,Winkler,Manitoba,R3S 71N,(431) 908-2795,Continuing Care,183,5081,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628648,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Selkirk,520 College Avenue,Selkirk,Manitoba,R8T 89F,(204) 237-6194,Residential Care,173,5325,"['Long-Term Care', 'Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628649,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Selkirk,1335 University Avenue,Selkirk,Manitoba,R7Y 60U,(204) 358-8015,Supportive Living,89,5433,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628651,government_sourced,True,True,Canadian_Complete
Red River Retirement - Winkler,4170 University Avenue,Winkler,Manitoba,R4H 31Y,(431) 955-1955,Assisted Living,217,4896,"['Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628653,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Winkler,5937 University Avenue,Winkler,Manitoba,R2E 69Y,(431) 429-6984,Residential Care,166,4688,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628654,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Thompson,3868 Main Avenue,Thompson,Manitoba,R6D 89I,(204) 322-8969,Continuing Care,178,4982,['Independent Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628656,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Portage la Prairie,3173 College Avenue,Portage la Prairie,Manitoba,R7X 38L,(431) 918-2056,Continuing Care,91,4594,"['Long-Term Care', 'Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628657,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Winkler,8455 Victoria Avenue,Winkler,Manitoba,R1D 59V,(204) 358-5702,Supportive Living,71,3611,"['Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628659,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Steinbach,1937 Albert Avenue,Steinbach,Manitoba,R3D 22T,(204) 416-4628,Memory Care,65,5137,"['Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628660,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Portage la Prairie,4863 College Avenue,Portage la Prairie,Manitoba,R2G 40F,(204) 782-9132,Retirement Home,138,3566,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628662,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Winnipeg,2196 Victoria Avenue,Winnipeg,Manitoba,R3P 80V,(431) 844-7335,Long-Term Care,65,3762,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628664,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Steinbach,170 Main Avenue,Steinbach,Manitoba,R9P 56T,(204) 944-6690,Long-Term Care,61,4409,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628665,government_sourced,True,True,Canadian_Complete
Red River Retirement - Morden,802 Main Avenue,Morden,Manitoba,R7D 38W,(204) 340-3099,Community Care,99,3373,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628667,government_sourced,True,True,Canadian_Complete
Red River Retirement - Winkler,5897 Main Avenue,Winkler,Manitoba,R8M 10H,(204) 430-2572,Memory Care,104,5332,['Long-Term Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628668,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Morden,8094 Saskatchewan Avenue,Morden,Manitoba,R1F 64W,(204) 603-1212,Memory Care,167,2834,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628670,government_sourced,True,True,Canadian_Complete
Red River Retirement - Thompson,796 Saskatchewan Avenue,Thompson,Manitoba,R8T 03U,(204) 904-7294,Long-Term Care,61,4970,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628672,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Winnipeg,4706 Victoria Avenue,Winnipeg,Manitoba,R8E 40B,(204) 790-8282,Long-Term Care,187,2828,"['Independent Living', 'Long-Term Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628673,government_sourced,True,True,Canadian_Complete
Red River Retirement - Winnipeg,3991 College Avenue,Winnipeg,Manitoba,R8Y 39R,(431) 346-4831,Supportive Living,243,4586,"['Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628675,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Dauphin,3181 Albert Avenue,Dauphin,Manitoba,R7G 13J,(204) 325-4519,Community Care,101,5461,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628677,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Selkirk,444 College Avenue,Selkirk,Manitoba,R5O 76U,(431) 187-1907,Independent Living,141,3959,"['Long-Term Care', 'Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628678,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Morden,842 Portage Avenue,Morden,Manitoba,R0G 50W,(204) 836-7397,Assisted Living,44,5102,"['Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628680,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Portage la Prairie,9828 Portage Avenue,Portage la Prairie,Manitoba,R6Z 88P,(431) 639-9641,Community Care,181,5313,"['Long-Term Care', 'Independent Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628681,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Portage la Prairie,4917 Main Avenue,Portage la Prairie,Manitoba,R4N 66O,(431) 929-7186,Long-Term Care,123,4786,"['Assisted Living', 'Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628683,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Winkler,6534 Albert Avenue,Winkler,Manitoba,R1V 96U,(204) 227-1564,Continuing Care,164,4574,"['Assisted Living', 'Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628685,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Dauphin,5485 Saskatchewan Avenue,Dauphin,Manitoba,R1J 51N,(431) 117-6913,Independent Living,90,5012,"['Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628686,government_sourced,True,True,Canadian_Complete
Keystone Care Centre - Dauphin,1924 Saskatchewan Avenue,Dauphin,Manitoba,R4R 00B,(431) 478-9553,Assisted Living,117,4313,['Independent Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628688,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Thompson,5318 Broadway Avenue,Thompson,Manitoba,R0F 51G,(204) 657-2674,Continuing Care,43,5192,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628690,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Winnipeg,2644 Portage Avenue,Winnipeg,Manitoba,R0C 40O,(431) 406-6956,Retirement Home,223,3016,"['Memory Care', 'Independent Living', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628696,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Thompson,8220 Victoria Avenue,Thompson,Manitoba,R2G 02Z,(431) 113-1574,Independent Living,127,3943,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628698,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Brandon,467 Victoria Avenue,Brandon,Manitoba,R0S 85V,(204) 382-9934,Independent Living,23,4930,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628700,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Selkirk,7375 Victoria Avenue,Selkirk,Manitoba,R8R 95I,(431) 244-4441,Continuing Care,31,2809,"['Assisted Living', 'Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628702,government_sourced,True,True,Canadian_Complete
Friendly Manitoba Manor - Thompson,5024 University Avenue,Thompson,Manitoba,R3I 76J,(431) 191-8326,Continuing Care,164,5274,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628703,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Portage la Prairie,9571 Manitoba Avenue,Portage la Prairie,Manitoba,R0N 78U,(204) 844-7547,Community Care,151,2953,"['Independent Living', 'Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628705,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Winnipeg,9727 Portage Avenue,Winnipeg,Manitoba,R1Z 98H,(204) 193-8314,Continuing Care,202,5167,"['Assisted Living', 'Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628706,government_sourced,True,True,Canadian_Complete
Wheat Fields Retirement - Dauphin,832 Broadway Avenue,Dauphin,Manitoba,R3S 45G,(431) 894-4501,Continuing Care,77,3161,['Assisted Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628708,government_sourced,True,True,Canadian_Complete
Heartland Assisted Living - Steinbach,3835 Broadway Avenue,Steinbach,Manitoba,R0E 16H,(204) 126-2314,Long-Term Care,82,4912,['Memory Care'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628710,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Winkler,5250 Portage Avenue,Winkler,Manitoba,R0J 37Q,(431) 277-1350,Continuing Care,30,3665,"['Independent Living', 'Memory Care', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628711,government_sourced,True,True,Canadian_Complete
Red River Retirement - Steinbach,2371 College Avenue,Steinbach,Manitoba,R2S 52K,(204) 966-6474,Memory Care,92,3600,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628713,government_sourced,True,True,Canadian_Complete
Winnipeg River Care - Winnipeg,2106 Victoria Avenue,Winnipeg,Manitoba,R6G 95X,(431) 873-8523,Assisted Living,204,3792,"['Long-Term Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628715,government_sourced,True,True,Canadian_Complete
Prairie View Manor - Thompson,5697 Portage Avenue,Thompson,Manitoba,R5L 89G,(431) 583-6437,Independent Living,246,3416,"['Memory Care', 'Independent Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628716,government_sourced,True,True,Canadian_Complete
Northern Lights Care - The Pas,58 Memorial Avenue,The Pas,Manitoba,R7A 44J,(431) 947-3782,Community Care,116,3065,"['Long-Term Care', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628720,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Winkler,1202 Saskatchewan Avenue,Winkler,Manitoba,R7F 38X,(204) 776-8921,Assisted Living,151,3001,"['Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628722,government_sourced,True,True,Canadian_Complete
Red River Retirement - Brandon,8356 Broadway Avenue,Brandon,Manitoba,R5J 04T,(431) 400-4712,Residential Care,128,4477,"['Independent Living', 'Assisted Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628723,government_sourced,True,True,Canadian_Complete
Assiniboine Lodge - Brandon,7757 Main Avenue,Brandon,Manitoba,R0C 86P,(204) 226-6024,Long-Term Care,38,4316,"['Independent Living', 'Long-Term Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628725,government_sourced,True,True,Canadian_Complete
Northern Lights Care - Steinbach,4568 Main Avenue,Steinbach,Manitoba,R5L 21Y,(204) 403-5349,Retirement Home,35,4930,"['Long-Term Care', 'Assisted Living', 'Memory Care']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628727,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Winnipeg,96 College Avenue,Winnipeg,Manitoba,R2X 61C,(204) 410-8746,Supportive Living,107,3321,['Assisted Living'],Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628728,government_sourced,True,True,Canadian_Complete
Manitoba Seniors Home - Thompson,8430 College Avenue,Thompson,Manitoba,R1G 54K,(204) 713-5857,Long-Term Care,245,2979,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Manitoba Health,Canada,CAD,MB,2025-07-17T22:36:46.628730,government_sourced,True,True,Canadian_Complete
