id,name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,careServices,medicalRestrictions,photos,photoAttributions,virtualTourUrl,spaServices,healthcareServices,fitnessServices,diningServices,transportationServices,socialServices,yelpReviews,careComReviews,seniorAdvisorReviews,aplaceformomReviews,priceRange,pricingDetails,isClaimed,livePricing,pricingType,availabilityStatus,availableUnits,totalUnits,unitTypes,rating,reviewCount,googleRating,googleReviewCount,googleReviewSnippets,trustedReviews,imageUrl,imageGallery,latitude,longitude,licenseNumber,licenseStatus,lastInspection,violations,isVerified,lastPriceUpdate,lastAvailabilityUpdate,yelpId,yelpRating,yelpReviewCount,yelpPhotos,yelpUrl,yelpCategories,region,discoverySource,discoveryDate,lastEnrichmentDate,enrichmentCompleted,facilityType,veteranPrograms,eligibilityRequirements,hudProperties,acceptsHudVouchers,isVeteranFriendly,transparencyBadges,transparencyScore,data_source
58,Valley Manor,8254 Sunset Blvd,Donnelly,ID,83873,Valley,(208) 211-1731,,,,"['Independent Living', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6126,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.047877,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
59,Valley Senior Living,2623 Broadway,Cascade,ID,83723,Valley,(208) 888-7347,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9624,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.047916,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
60,McCall Heights,7973 Forest Ave,McCall,ID,83422,Valley,(208) 303-1888,,,,"['Assisted Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3827,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.047946,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
61,Donnelly Heights,1332 State St,Donnelly,ID,83861,Valley,(208) 814-3305,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4604,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.047970,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
62,Cambridge Gardens,7620 Park Ave,Cambridge,ID,83598,Washington,(208) 478-6838,,,,"['Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9082,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048214,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
63,Washington Springs,3802 Main St,Weiser,ID,83746,Washington,(208) 419-3925,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6631,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048264,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
64,Washington Valley Residence,2558 Hill St,Cambridge,ID,83605,Washington,(208) 412-6808,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6825,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048307,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
65,Midvale Pines Retirement Community,8356 Maple St,Midvale,ID,83329,Washington,(208) 350-6402,,,,"['Independent Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4673,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048349,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
66,Midvale Gardens,3763 River Rd,Midvale,ID,83641,Washington,(208) 975-5665,,,,"['Skilled Nursing', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3471,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048386,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
67,Midvale Pines Retirement Community,6386 Hill St,Midvale,ID,83230,Washington,(208) 577-6132,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6472,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048424,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
68,Midvale Gardens,7973 State St,Midvale,ID,83357,Washington,(208) 226-5355,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7275,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048458,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
69,Payette Springs,9106 Oak Dr,Payette,ID,83379,Payette,(208) 221-9381,,,,"['Memory Care', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7493,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048593,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
70,Payette Springs,9655 Mountain View Dr,Payette,ID,83500,Payette,(208) 473-3794,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7872,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048693,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
71,Payette Heights,9703 Cedar Ave,Payette,ID,83603,Payette,(208) 483-4814,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3888,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048750,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
72,Sweet Assisted Living,2445 Garden Dr,Sweet,ID,83352,Gem,(208) 593-4843,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6529,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048841,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
73,Gem Valley Residence,2702 Broadway,Sweet,ID,83323,Gem,(208) 349-3887,,,,"['Memory Care', 'Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6476,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048894,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
74,Gem Memory Care,4261 Hill St,Emmett,ID,83585,Gem,(208) 439-7950,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2928,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048965,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
75,Emmett Heights,4893 Maple St,Emmett,ID,83282,Gem,(208) 877-5654,,,,"['Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5044,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.048998,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
76,Emmett Gardens,5944 Broadway,Emmett,ID,83266,Gem,(208) 889-1017,,,,['Memory Care'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8708,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049114,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
77,Sweet Assisted Living,5750 Pine St,Sweet,ID,83530,Gem,(208) 996-8581,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9328,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049142,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
78,Gem Memory Care,816 Broadway,Letha,ID,83286,Gem,(208) 737-9033,,,,"['Skilled Nursing', 'Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1028,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049183,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
79,Gem Valley Residence,1146 Park Ave,Letha,ID,83342,Gem,(208) 866-9746,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5382,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049218,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
80,Garden City Assisted Living,1327 State St,Garden City,ID,83230,Boise,(208) 449-4133,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4588,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049426,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
81,Boise Springs,3915 Mountain View Dr,Boise,ID,83702,Boise,(208) 872-7736,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1587,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049461,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
82,Garden City Gardens,1064 River Rd,Garden City,ID,83819,Boise,(208) 324-7947,,,,"['Independent Living', 'Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1062,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049497,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
83,Ada Valley Residence,5871 State St,Meridian,ID,83646,Ada,(208) 354-9184,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9556,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049587,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
84,Ada Manor,5003 Pine St,Eagle,ID,83616,Ada,(208) 364-5490,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6590,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049612,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
85,Ada Springs,137 Garden Dr,Nampa,ID,83651,Ada,(208) 635-3912,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1775,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049633,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
86,Ada Springs,9892 Maple St,Star,ID,83246,Ada,(208) 338-8807,,,,"['Assisted Living', 'Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2689,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049669,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
87,Boise Pines Retirement Community,8840 Main St,Boise,ID,83701,Ada,(208) 821-3141,,,,"['Assisted Living', 'Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8226,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049703,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
88,Ada Manor,5603 Valley Rd,Star,ID,83741,Ada,(208) 827-3504,,,,"['Skilled Nursing', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4667,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049737,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
89,Canyon Manor,5662 State St,Caldwell,ID,83606,Canyon,(208) 904-7869,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8730,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049839,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
90,Middleton Pines Retirement Community,6334 State St,Middleton,ID,83360,Canyon,(208) 338-5612,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1392,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049879,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
91,Caldwell Assisted Living,3865 Valley Rd,Caldwell,ID,83607,Canyon,(208) 780-5788,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2789,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049921,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
92,Canyon Springs,6435 Garden Dr,Wilder,ID,83811,Canyon,(208) 227-1211,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4049,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.049956,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
93,Homedale Assisted Living,1502 Main St,Homedale,ID,83797,Owyhee,(208) 811-2257,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7105,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050215,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
94,Owyhee Valley Residence,1106 Mountain View Dr,Adrian,ID,83571,Owyhee,(208) 379-7495,,,,"['Memory Care', 'Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4763,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050269,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
95,Owyhee Memory Care,338 Maple St,Adrian,ID,83702,Owyhee,(208) 213-6786,,,,"['Assisted Living', 'Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3194,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050298,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
96,Adrian Pines Retirement Community,4664 Park Ave,Adrian,ID,83577,Owyhee,(208) 365-7544,,,,['Skilled Nursing'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1305,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050323,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
97,Murphy Ridge Senior Care,4591 Oak Dr,Murphy,ID,83265,Owyhee,(208) 418-9603,,,,['Assisted Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2276,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050345,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
98,Owyhee Memory Care,4591 River Rd,Adrian,ID,83574,Owyhee,(208) 878-5397,,,,"['Assisted Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-8567,Active,,0,False,,,,,,[],,[],Southwest Idaho,idaho_government_records,2025-07-10T16:22:44.050376,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
99,Hammett Gardens,4261 Garden Dr,Hammett,ID,83468,Elmore,(208) 717-4067,,,,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1274,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050517,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
100,Hammett Assisted Living,2385 Pine St,Hammett,ID,83511,Elmore,(208) 987-7484,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-4612,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050572,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
101,Elmore Manor,6842 Maple St,Hammett,ID,83461,Elmore,(208) 362-9210,,,,['Independent Living'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-3609,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050639,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
102,Elmore Senior Living,409 Main St,Mountain Home,ID,83647,Elmore,(208) 339-8057,,,,"['Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2058,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050683,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
103,Camas Memory Care,9269 Broadway,Magic Reservoir,ID,83604,Camas,(208) 932-2184,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2224,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050810,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
104,Hill City Gardens,3221 Pine St,Hill City,ID,83541,Camas,(208) 951-3253,,,,"['Skilled Nursing', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7866,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050863,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
105,Fairfield Pines Retirement Community,5395 Park Ave,Fairfield,ID,83368,Camas,(208) 671-4172,,,,"['Assisted Living', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-6027,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050894,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
106,Hill City Heights,1761 Hill St,Hill City,ID,83785,Camas,(208) 231-7142,,,,"['Memory Care', 'Independent Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9016,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050925,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
107,Fairfield Gardens,8762 Forest Ave,Fairfield,ID,83398,Camas,(208) 463-3772,,,,"['Skilled Nursing', 'Independent Living', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9595,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050957,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
108,Camas Valley Residence,9977 Cedar Ave,Fairfield,ID,83763,Camas,(208) 436-5806,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-1941,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.050982,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
109,Fairfield Heights,3738 Park Ave,Fairfield,ID,83821,Camas,(208) 391-1472,,,,"['Skilled Nursing', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5275,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051098,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
110,Camas Manor,1908 Pine St,Hill City,ID,83289,Camas,(208) 408-3453,,,,"['Memory Care', 'Assisted Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-5368,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051138,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
111,Blaine Manor,7169 Cedar Ave,Ketchum,ID,83876,Blaine,(208) 401-5735,,,,"['Independent Living', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2185,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051235,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
112,Ketchum Ridge Senior Care,1965 Pine St,Ketchum,ID,83851,Blaine,(208) 544-3074,,,,"['Independent Living', 'Memory Care']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9485,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051260,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
113,Hailey Pines Retirement Community,604 Cedar Ave,Hailey,ID,83340,Blaine,(208) 427-9832,,,,"['Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-9333,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051287,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
114,Sun Valley Heights,8840 Forest Ave,Sun Valley,ID,83699,Blaine,(208) 995-6120,,,,"['Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7802,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051309,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
115,Gooding Gardens,7484 Oak Dr,Gooding,ID,83653,Gooding,(208) 879-4668,,,,"['Independent Living', 'Memory Care', 'Skilled Nursing']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-2201,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051382,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
116,Gooding Memory Care,1736 Mountain View Dr,Hagerman,ID,83284,Gooding,(208) 375-8771,,,,"['Independent Living', 'Memory Care', 'Assisted Living']",[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],,{},False,,estimated,Contact for Availability,,,[],,0,,0,[],[],,[],,,ID-ALF-7393,Active,,0,False,,,,,,[],,[],South Central Idaho,idaho_government_records,2025-07-10T16:22:44.051423,,False,Senior Living,[],[],{},False,False,[],0,idaho_government_records
