id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
154,Pine Senior Living,9080 Piedmont Avenue,Carnesville,Franklin,GA,30110,(478) 934-5650,Continuing Care Retirement Community,"Skilled Nursing, Respite Care",54,GA-PCH-14336,Georgia Department of Community Health,2024-06-11,80,False,True,True,https://www.carnesville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.933361,-80.825518
155,Oak Retirement Community,7587 Piedmont Avenue,Royston,Franklin,GA,30672,(229) 836-7753,Continuing Care Retirement Community,"Respite Care, Skilled Nursing",167,GA-PCH-48111,Georgia Department of Community Health,2024-03-07,80,True,False,False,https://www.royston-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.554947,-80.996869
156,Heritage Gardens,9232 Howell Mill Road,Carnesville,Franklin,GA,31147,(762) 614-2155,Assisted Living Community,"Assisted Living, Skilled Nursing, Adult Day Care",45,GA-PCH-73154,Georgia Department of Community Health,2024-09-02,90,False,False,True,https://www.carnesville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.023722,-83.123582
157,Carnesville Estates,7393 Candler Road,Carnesville,Franklin,GA,36642,(478) 667-9120,Independent Living Community,"Continuing Care, Independent Living, Assisted Living, Memory Care",130,GA-PCH-36302,Georgia Department of Community Health,2024-05-04,78,True,False,True,https://www.carnesville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.689641,-82.389125
158,Azalea House,2262 Moreland Avenue,Canon,Franklin,GA,31893,(229) 946-9393,Continuing Care Retirement Community,"Personal Care, Memory Care",150,GA-PCH-14004,Georgia Department of Community Health,2024-02-12,74,True,True,True,https://www.canon-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.392127,-84.372428
159,Oak Center,5849 Memorial Drive,Homer,Banks,GA,39411,(404) 489-8502,Adult Day Care Center,"Personal Care, Respite Care",123,GA-PCH-19471,Georgia Department of Community Health,2024-10-17,88,True,False,True,https://www.homer-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.317493,-82.317904
160,Estate Estates,9526 Edgewood Avenue,Commerce,Banks,GA,31396,(912) 611-4244,Personal Care Home,"Skilled Nursing, Independent Living, Respite Care, Continuing Care",89,GA-PCH-98821,Georgia Department of Community Health,2024-07-07,82,False,False,False,https://www.commerce-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.494057,-85.371435
161,Pine House,9102 Memorial Drive,Commerce,Banks,GA,34347,(678) 547-4521,Assisted Living Community,"Independent Living, Continuing Care",104,GA-PCH-96971,Georgia Department of Community Health,2024-04-18,81,False,True,False,https://www.commerce-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.652821,-85.043473
162,Heritage Manor,9362 Edgewood Avenue,Maysville,Banks,GA,37667,(678) 373-2956,Assisted Living Community,"Respite Care, Skilled Nursing, Personal Care, Adult Day Care",96,GA-PCH-22023,Georgia Department of Community Health,2024-09-24,78,False,True,False,https://www.maysville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.661366,-81.805601
163,Dogwood Retirement Community,407 West Paces Ferry Road,Maysville,Banks,GA,35780,(470) 551-3155,Adult Day Care Center,"Adult Day Care, Memory Care, Assisted Living, Independent Living",166,GA-PCH-24488,Georgia Department of Community Health,2024-05-18,99,True,True,True,https://www.maysville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.402058,-84.940675
164,Magnolia Retirement Community,8579 Buford Highway,Pendergrass,Jackson,GA,38579,(229) 400-2847,Residential Care Facility,"Independent Living, Continuing Care",46,GA-PCH-35595,Georgia Department of Community Health,2024-11-24,74,True,True,True,https://www.pendergrass-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.64554,-83.242613
165,Colonial Estates,6364 Ponce de Leon Avenue,Jefferson,Jackson,GA,39765,(470) 347-1524,Skilled Nursing Facility,"Adult Day Care, Continuing Care",71,GA-PCH-88077,Georgia Department of Community Health,2024-01-27,73,False,False,True,https://www.jefferson-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.104841,-84.349158
166,Garden Manor,8766 Spring Street,Commerce,Jackson,GA,38296,(404) 733-7900,Continuing Care Retirement Community,"Independent Living, Respite Care, Continuing Care, Skilled Nursing",156,GA-PCH-57610,Georgia Department of Community Health,2024-11-14,94,True,True,True,https://www.commerce-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.88794,-83.092406
167,Magnolia Village,6305 Candler Road,Pendergrass,Jackson,GA,33528,(912) 714-2091,Memory Care Facility,"Continuing Care, Assisted Living, Adult Day Care, Respite Care",108,GA-PCH-88310,Georgia Department of Community Health,2024-01-13,88,False,True,False,https://www.pendergrass-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.588091,-83.089659
168,Jefferson Care Center,9369 Spring Street,Jefferson,Jackson,GA,32961,(762) 269-8269,Continuing Care Retirement Community,"Assisted Living, Skilled Nursing",132,GA-PCH-16961,Georgia Department of Community Health,2024-12-16,79,True,True,True,https://www.jefferson-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.226151,-84.614466
169,Maple Assisted Living,9157 DeKalb Avenue,Comer,Madison,GA,37894,(762) 251-9700,Memory Care Facility,"Respite Care, Memory Care, Adult Day Care, Assisted Living",117,GA-PCH-84757,Georgia Department of Community Health,2024-09-04,81,False,True,False,https://www.comer-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.055675,-84.06904
170,Colonial Court,5599 Memorial Drive,Danielsville,Madison,GA,33909,(678) 646-1681,Personal Care Home,"Respite Care, Continuing Care",90,GA-PCH-74281,Georgia Department of Community Health,2024-10-25,81,True,True,False,https://www.danielsville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.32903,-81.298577
171,Comer Manor,7714 Ponce de Leon Avenue,Comer,Madison,GA,32646,(678) 965-9423,Personal Care Home,"Skilled Nursing, Assisted Living, Memory Care, Continuing Care",106,GA-PCH-33026,Georgia Department of Community Health,2024-06-19,84,False,False,False,https://www.comer-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.613862,-84.521773
172,Valley Residence,5489 Marietta Street,Bowman,Elbert,GA,33715,(770) 592-6554,Residential Care Facility,"Continuing Care, Personal Care, Memory Care, Skilled Nursing",130,GA-PCH-16044,Georgia Department of Community Health,2024-03-03,98,True,True,False,https://www.bowman-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.488498,-83.213325
173,Village Estates,9649 Spring Street,Bowman,Elbert,GA,36353,(229) 686-6554,Memory Care Facility,"Respite Care, Independent Living, Assisted Living",25,GA-PCH-91496,Georgia Department of Community Health,2024-11-22,78,True,True,False,https://www.bowman-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.76339,-82.400586
174,Garden Senior Living,7428 Howell Mill Road,Dewy Rose,Elbert,GA,30291,(229) 316-6780,Memory Care Facility,"Personal Care, Adult Day Care",43,GA-PCH-71412,Georgia Department of Community Health,2024-04-25,71,True,True,True,https://www.dewyrose-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.953642,-82.032155
175,Elbert Retirement Community,8909 Candler Road,Bowman,Elbert,GA,36181,(229) 971-7463,Memory Care Facility,"Skilled Nursing, Memory Care",121,GA-PCH-35361,Georgia Department of Community Health,2024-03-16,83,True,True,False,https://www.bowman-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.38265,-81.791237
176,Village Estates,139 Memorial Drive,Reed Creek,Hart,GA,37775,(470) 254-2400,Personal Care Home,"Skilled Nursing, Adult Day Care, Assisted Living",169,GA-PCH-94260,Georgia Department of Community Health,2024-04-26,74,True,True,True,https://www.reedcreek-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.599644,-83.762998
177,Manor Estates,1748 Ponce de Leon Avenue,Reed Creek,Hart,GA,33449,(762) 810-2482,Adult Day Care Center,"Continuing Care, Skilled Nursing",83,GA-PCH-12183,Georgia Department of Community Health,2024-02-20,74,True,True,True,https://www.reedcreek-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.446843,-82.747858
178,Manor Home,5630 Peachtree Street,Crawford,Oglethorpe,GA,30358,(762) 556-5906,Skilled Nursing Facility,"Memory Care, Adult Day Care, Respite Care, Assisted Living",79,GA-PCH-56683,Georgia Department of Community Health,2024-11-09,78,False,True,False,https://www.crawford-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.790289,-85.474532
179,Maple Residence,6662 Peachtree Street,Lexington,Oglethorpe,GA,35235,(404) 983-5314,Residential Care Facility,"Independent Living, Adult Day Care, Continuing Care",177,GA-PCH-88647,Georgia Department of Community Health,2024-08-22,93,False,False,False,https://www.lexington-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.77518,-81.082023
180,Maple Gardens,1973 Edgewood Avenue,Tignall,Wilkes,GA,31958,(229) 245-7632,Independent Living Community,"Independent Living, Continuing Care, Respite Care",56,GA-PCH-90409,Georgia Department of Community Health,2024-04-04,92,False,True,True,https://www.tignall-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.621513,-81.355374
181,Manor Village,2116 Northside Drive,Tignall,Wilkes,GA,39671,(229) 529-4063,Adult Day Care Center,"Assisted Living, Independent Living, Adult Day Care",32,GA-PCH-93172,Georgia Department of Community Health,2024-01-26,73,True,True,True,https://www.tignall-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.659672,-81.322656
182,Village Village,9600 Piedmont Avenue,Rayle,Wilkes,GA,35141,(706) 371-6126,Memory Care Facility,"Respite Care, Assisted Living",135,GA-PCH-81831,Georgia Department of Community Health,2024-04-23,96,False,True,False,https://www.rayle-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.753211,-81.653361
183,Wilkes Court,8138 DeKalb Avenue,Washington,Wilkes,GA,38145,(470) 505-6234,Residential Care Facility,"Personal Care, Skilled Nursing, Memory Care, Independent Living",151,GA-PCH-18824,Georgia Department of Community Health,2024-02-06,91,False,False,True,https://www.washington-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.00623,-83.282239
184,Creek Estates,6185 West Paces Ferry Road,Appling,Lincoln,GA,32540,(470) 757-9321,Skilled Nursing Facility,"Independent Living, Adult Day Care, Skilled Nursing",177,GA-PCH-28426,Georgia Department of Community Health,2024-11-14,94,False,True,False,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.662276,-82.912225
185,Manor Memory Care,9148 Northside Drive,Appling,Lincoln,GA,36737,(770) 496-3119,Skilled Nursing Facility,"Continuing Care, Memory Care",34,GA-PCH-12755,Georgia Department of Community Health,2024-07-17,94,True,True,True,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.333376,-82.697729
186,Oak Home,9550 Memorial Drive,Appling,Lincoln,GA,37178,(912) 939-5857,Memory Care Facility,"Continuing Care, Respite Care",115,GA-PCH-47332,Georgia Department of Community Health,2024-02-02,71,False,False,True,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.026107,-81.800965
187,Lincoln Center,7179 Candler Road,Appling,Lincoln,GA,34379,(706) 712-2151,Continuing Care Retirement Community,"Personal Care, Memory Care, Adult Day Care",75,GA-PCH-15287,Georgia Department of Community Health,2024-10-08,84,True,False,False,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.147894,-82.866767
188,Lincoln Gardens,1535 DeKalb Avenue,Appling,Lincoln,GA,31346,(470) 776-8693,Independent Living Community,"Assisted Living, Respite Care, Skilled Nursing",85,GA-PCH-17086,Georgia Department of Community Health,2024-02-22,73,False,False,True,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.377417,-81.071762
189,Heritage Place,1236 Moreland Avenue,Dearing,McDuffie,GA,31784,(229) 398-6113,Skilled Nursing Facility,"Continuing Care, Personal Care",179,GA-PCH-81769,Georgia Department of Community Health,2024-09-19,98,True,False,True,https://www.dearing-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.094422,-82.722869
190,McDuffie Center,5347 Edgewood Avenue,Boneville,McDuffie,GA,36447,(229) 365-3243,Skilled Nursing Facility,"Adult Day Care, Memory Care",50,GA-PCH-46004,Georgia Department of Community Health,2024-07-12,85,False,True,True,https://www.boneville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.230207,-82.987223
191,Creek Assisted Living,5255 Spring Street,Dearing,McDuffie,GA,34239,(470) 513-8512,Adult Day Care Center,"Adult Day Care, Skilled Nursing, Assisted Living",46,GA-PCH-18452,Georgia Department of Community Health,2024-08-04,81,True,True,False,https://www.dearing-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.929441,-82.611641
192,Oak Manor,9909 North Avenue,Dearing,McDuffie,GA,36483,(478) 546-7375,Skilled Nursing Facility,"Continuing Care, Personal Care",176,GA-PCH-96738,Georgia Department of Community Health,2024-03-19,75,False,False,True,https://www.dearing-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.120523,-85.239313
193,Peach Village,202 Ponce de Leon Avenue,Thomson,McDuffie,GA,38453,(678) 966-6739,Assisted Living Community,"Independent Living, Respite Care",74,GA-PCH-46663,Georgia Department of Community Health,2024-10-09,71,True,False,True,https://www.thomson-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.925369,-83.174006
194,Azalea Center,2853 Marietta Street,Camak,Warren,GA,34685,(706) 832-1936,Personal Care Home,"Personal Care, Skilled Nursing",97,GA-PCH-99873,Georgia Department of Community Health,2024-09-24,83,False,True,False,https://www.camak-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.198027,-82.265263
195,Camak Retirement Community,4335 Memorial Drive,Camak,Warren,GA,30471,(678) 962-2305,Personal Care Home,"Continuing Care, Adult Day Care, Assisted Living, Independent Living",55,GA-PCH-50735,Georgia Department of Community Health,2024-12-10,78,True,True,True,https://www.camak-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.599295,-84.336382
196,Mitchell Assisted Living,3627 Spring Street,Mitchell,Glascock,GA,38319,(478) 678-3010,Independent Living Community,"Skilled Nursing, Respite Care, Adult Day Care",40,GA-PCH-27484,Georgia Department of Community Health,2024-01-08,97,True,True,True,https://www.mitchell-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.12633,-83.306757
197,Stapleton Memory Care,2419 Northside Drive,Stapleton,Glascock,GA,31819,(912) 213-3960,Independent Living Community,"Assisted Living, Continuing Care, Memory Care, Adult Day Care",60,GA-PCH-48605,Georgia Department of Community Health,2024-08-14,84,True,True,False,https://www.stapleton-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.650804,-81.710756
198,Garden Center,7944 Edgewood Avenue,Mitchell,Glascock,GA,32755,(706) 517-4149,Continuing Care Retirement Community,"Adult Day Care, Memory Care, Skilled Nursing, Continuing Care",63,GA-PCH-55822,Georgia Department of Community Health,2024-08-04,73,True,False,True,https://www.mitchell-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.57168,-82.016063
199,Hills Residence,3861 Candler Road,Chalker,Jefferson,GA,33175,(470) 597-9424,Continuing Care Retirement Community,"Personal Care, Skilled Nursing, Continuing Care",103,GA-PCH-34185,Georgia Department of Community Health,2024-02-22,78,False,True,True,https://www.chalker-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.386669,-81.668403
200,Oak Manor,3780 Moreland Avenue,Bartow,Jefferson,GA,37339,(404) 283-1922,Continuing Care Retirement Community,"Memory Care, Assisted Living",62,GA-PCH-86079,Georgia Department of Community Health,2024-08-16,98,True,False,False,https://www.bartow-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.849788,-84.659815
201,Waynesboro Care Center,8651 DeKalb Avenue,Waynesboro,Burke,GA,38771,(770) 438-1918,Personal Care Home,"Personal Care, Independent Living, Adult Day Care, Respite Care",130,GA-PCH-52778,Georgia Department of Community Health,2024-09-26,73,True,False,False,https://www.waynesboro-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.199811,-80.948152
202,Colonial Court,114 Piedmont Avenue,Sardis,Burke,GA,31744,(706) 545-8471,Adult Day Care Center,"Assisted Living, Memory Care",113,GA-PCH-96486,Georgia Department of Community Health,2024-07-15,78,False,False,False,https://www.sardis-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.988166,-81.55724
203,Magnolia Home,9288 Moreland Avenue,Hephzibah,Richmond,GA,30523,(678) 870-3746,Personal Care Home,"Respite Care, Assisted Living, Personal Care",164,GA-PCH-30332,Georgia Department of Community Health,2024-02-04,86,True,True,True,https://www.hephzibah-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.273111,-82.393076
204,Colonial Manor,9494 Spring Street,Blythe,Richmond,GA,32355,(678) 748-9886,Independent Living Community,"Assisted Living, Independent Living, Memory Care, Continuing Care",65,GA-PCH-30432,Georgia Department of Community Health,2024-01-09,74,False,True,True,https://www.blythe-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,30.516673,-83.092397
205,Southern Plaza,6358 Piedmont Avenue,Blythe,Richmond,GA,30523,(678) 590-1284,Personal Care Home,"Assisted Living, Respite Care, Independent Living, Adult Day Care",163,GA-PCH-91220,Georgia Department of Community Health,2024-01-19,93,True,False,True,https://www.blythe-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.748023,-83.466166
206,Magnolia Court,1322 Spring Street,Blythe,Richmond,GA,37826,(912) 988-8622,Continuing Care Retirement Community,"Skilled Nursing, Respite Care, Assisted Living, Independent Living",121,GA-PCH-78789,Georgia Department of Community Health,2024-09-22,89,False,False,False,https://www.blythe-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.747195,-83.938336
207,River Place,9249 DeKalb Avenue,Hephzibah,Richmond,GA,34688,(706) 667-8431,Independent Living Community,"Adult Day Care, Assisted Living, Respite Care",116,GA-PCH-76213,Georgia Department of Community Health,2024-02-19,80,False,True,False,https://www.hephzibah-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.139948,-82.190628
208,Hephzibah Assisted Living,965 Memorial Drive,Hephzibah,Richmond,GA,30663,(912) 731-6981,Personal Care Home,"Respite Care, Assisted Living, Independent Living, Personal Care",87,GA-PCH-83838,Georgia Department of Community Health,2024-08-07,85,True,False,False,https://www.hephzibah-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.27233,-83.23974
209,Manor Plaza,7381 West Paces Ferry Road,Harlem,Columbia,GA,38762,(229) 463-5325,Personal Care Home,"Respite Care, Skilled Nursing, Continuing Care, Personal Care",175,GA-PCH-33860,Georgia Department of Community Health,2024-01-15,93,True,True,True,https://www.harlem-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.217611,-81.240927
210,Creek Residence,4987 DeKalb Avenue,Harlem,Columbia,GA,36436,(912) 866-2349,Skilled Nursing Facility,"Continuing Care, Respite Care, Memory Care",92,GA-PCH-35486,Georgia Department of Community Health,2024-10-02,90,True,False,False,https://www.harlem-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.663836,-84.567531
211,Azalea Court,1988 Edgewood Avenue,Appling,Columbia,GA,39425,(706) 473-3197,Adult Day Care Center,"Continuing Care, Independent Living",173,GA-PCH-11225,Georgia Department of Community Health,2024-10-04,70,False,False,False,https://www.appling-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.84589,-82.573589
212,Pine Plaza,2029 Northside Drive,Evans,Columbia,GA,30933,(229) 953-6181,Residential Care Facility,"Continuing Care, Assisted Living, Independent Living, Personal Care",43,GA-PCH-21081,Georgia Department of Community Health,2024-02-21,89,False,True,True,https://www.evans-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.674635,-82.054618
213,Taliaferro Retirement Community,1314 Marietta Street,Salem,Taliaferro,GA,34286,(912) 377-6997,Adult Day Care Center,"Memory Care, Independent Living, Adult Day Care, Continuing Care",165,GA-PCH-17250,Georgia Department of Community Health,2024-03-25,96,False,False,True,https://www.salem-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.201074,-85.281838
214,River Center,9974 Peachtree Street,Raytown,Taliaferro,GA,31610,(678) 361-8547,Residential Care Facility,"Continuing Care, Assisted Living, Respite Care, Skilled Nursing",94,GA-PCH-12034,Georgia Department of Community Health,2024-02-28,78,False,False,False,https://www.raytown-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.893887,-80.986321
215,Ridge Manor,780 Marietta Street,Crawfordville,Taliaferro,GA,30171,(770) 211-8672,Memory Care Facility,"Personal Care, Skilled Nursing, Independent Living",82,GA-PCH-26801,Georgia Department of Community Health,2024-01-04,89,True,True,True,https://www.crawfordville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.556011,-84.993502
216,Manor Assisted Living,1983 Spring Street,Crawfordville,Taliaferro,GA,30630,(762) 347-5181,Adult Day Care Center,"Memory Care, Continuing Care, Assisted Living, Adult Day Care",124,GA-PCH-59336,Georgia Department of Community Health,2024-07-19,76,True,True,False,https://www.crawfordville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.168265,-85.061049
217,Maple Place,2629 Moreland Avenue,Payne,Bibb,GA,33817,(770) 679-8689,Adult Day Care Center,"Memory Care, Continuing Care, Personal Care",144,GA-PCH-41439,Georgia Department of Community Health,2024-03-04,77,True,True,False,https://www.payne-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.977378,-82.395609
218,Lizella Center,3469 Ponce de Leon Avenue,Lizella,Bibb,GA,36761,(404) 399-1113,Adult Day Care Center,"Adult Day Care, Skilled Nursing",50,GA-PCH-97209,Georgia Department of Community Health,2024-05-03,84,False,True,True,https://www.lizella-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.78756,-82.506995
219,Heritage Commons,2957 Moreland Avenue,Macon,Bibb,GA,31208,(678) 414-2967,Independent Living Community,"Personal Care, Respite Care, Memory Care, Independent Living",125,GA-PCH-78884,Georgia Department of Community Health,2024-04-21,92,False,False,True,https://www.macon-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.853787,-83.622546
220,Estate Commons,9025 Howell Mill Road,Payne,Bibb,GA,30201,(770) 252-3542,Assisted Living Community,"Adult Day Care, Respite Care, Independent Living",172,GA-PCH-80772,Georgia Department of Community Health,2024-08-12,81,False,False,True,https://www.payne-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.976754,-84.23287
221,Bibb Village,6970 Ponce de Leon Avenue,Payne,Bibb,GA,37764,(770) 487-9447,Continuing Care Retirement Community,"Assisted Living, Continuing Care, Adult Day Care",156,GA-PCH-62255,Georgia Department of Community Health,2024-12-25,82,True,True,False,https://www.payne-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.629531,-83.107943
222,Village Commons,9310 DeKalb Avenue,Payne,Bibb,GA,32771,(912) 703-8903,Memory Care Facility,"Continuing Care, Independent Living, Adult Day Care, Assisted Living",83,GA-PCH-42731,Georgia Department of Community Health,2024-12-04,72,True,False,False,https://www.payne-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.12862,-81.28659
223,Houston Care Center,3149 Northside Drive,Warner Robins,Houston,GA,31099,(404) 971-4606,Continuing Care Retirement Community,"Memory Care, Independent Living, Personal Care, Skilled Nursing",115,GA-PCH-21553,Georgia Department of Community Health,2024-06-27,77,False,True,True,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.632467,-83.572115
224,Garden Memory Care,2271 North Avenue,Warner Robins,Houston,GA,31001,(912) 397-7738,Memory Care Facility,"Memory Care, Personal Care, Respite Care, Skilled Nursing",83,GA-PCH-91950,Georgia Department of Community Health,2024-12-06,82,False,False,True,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.631508,-83.592896
225,Heritage Home,3256 Marietta Street,Warner Robins,Houston,GA,31093,(762) 478-2463,Residential Care Facility,"Independent Living, Assisted Living",49,GA-PCH-63200,Georgia Department of Community Health,2024-01-16,78,True,True,True,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.623242,-83.5893
226,Maple Memory Care,9071 Piedmont Avenue,Warner Robins,Houston,GA,31088,(229) 316-7182,Memory Care Facility,"Memory Care, Continuing Care, Assisted Living, Personal Care",113,GA-PCH-36656,Georgia Department of Community Health,2024-05-27,83,True,True,False,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.630512,-83.583424
227,Houston Care Center,658 Candler Road,Warner Robins,Houston,GA,31093,(762) 523-6455,Residential Care Facility,"Skilled Nursing, Independent Living, Respite Care",60,GA-PCH-93601,Georgia Department of Community Health,2024-12-03,97,False,True,False,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.637406,-83.584923
228,Houston Assisted Living,6814 Howell Mill Road,Centerville,Houston,GA,35221,(470) 653-7350,Continuing Care Retirement Community,"Independent Living, Memory Care, Respite Care, Personal Care",43,GA-PCH-56608,Georgia Department of Community Health,2024-01-26,77,True,True,False,https://www.centerville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.101521,-81.360912
229,Azalea Retirement Community,1334 North Avenue,Centerville,Houston,GA,33473,(770) 622-4041,Assisted Living Community,"Respite Care, Independent Living, Assisted Living",126,GA-PCH-48818,Georgia Department of Community Health,2024-04-14,99,True,False,True,https://www.centerville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,31.794549,-84.161245
230,Village Memory Care,4802 Memorial Drive,Warner Robins,Houston,GA,31093,(678) 667-4450,Memory Care Facility,"Assisted Living, Continuing Care, Respite Care",118,GA-PCH-76073,Georgia Department of Community Health,2024-05-11,75,True,True,False,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.626062,-83.573227
231,Pine Home,9421 Memorial Drive,Centerville,Houston,GA,32840,(478) 218-4900,Personal Care Home,"Continuing Care, Memory Care, Personal Care, Skilled Nursing",59,GA-PCH-51270,Georgia Department of Community Health,2024-08-01,81,True,True,True,https://www.centerville-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.079806,-84.360538
232,Houston Manor,7132 West Paces Ferry Road,Warner Robins,Houston,GA,31099,(404) 863-4810,Residential Care Facility,"Memory Care, Personal Care",23,GA-PCH-14998,Georgia Department of Community Health,2024-10-05,92,False,False,False,https://www.warnerrobins-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.637633,-83.592376
233,Magnolia Place,6905 Spring Street,Kathleen,Peach,GA,36710,(229) 876-3293,Residential Care Facility,"Assisted Living, Memory Care",30,GA-PCH-91209,Georgia Department of Community Health,2024-04-23,100,False,True,False,https://www.kathleen-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.269059,-84.251827
234,Valley Village,9129 Moreland Avenue,Byron,Peach,GA,34405,(762) 668-3801,Personal Care Home,"Independent Living, Memory Care",89,GA-PCH-62700,Georgia Department of Community Health,2024-03-12,74,True,True,True,https://www.byron-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,34.152441,-83.462713
235,Byron Plaza,7350 Candler Road,Byron,Peach,GA,36501,(762) 576-6372,Assisted Living Community,"Skilled Nursing, Independent Living",180,GA-PCH-30818,Georgia Department of Community Health,2024-01-12,87,False,True,False,https://www.byron-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,33.180891,-82.602534
236,Manor House,391 Peachtree Street,Fort Valley,Peach,GA,38564,(706) 333-8061,Assisted Living Community,"Continuing Care, Personal Care",119,GA-PCH-39129,Georgia Department of Community Health,2024-12-13,96,True,False,True,https://www.fortvalley-senior-living.com,Active,Georgia Department of Community Health,2025-07-12,32.802896,-82.731629
