Property_ID,Property_Name,Address,City,State,Zip_Code,County,Latitude,Longitude,Total_Units,Assisted_Units,Phone,Client_Group,Client_Type,Program_Type,Source
800002303,RESEDA PARK APTS,6505 RESEDA BLVD,,,,Los Angeles,,,136,136,818-345-2490,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001475,Eucalyptus Apartments,2067 ALAMITOS AVE,,,,Los Angeles,,,24,23,562-494-9086,Wholly physically disabled,Disabled,Section 202 - Elderly Housing,HUD
800001737,Junipero Serra House,926 FILLMORE ST,,,,San Francisco,,,25,24,(415) 922-4135,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001721,Jessie L. Terry Manor,3100 S Vermont AVE,Los Angeles,,,Los Angeles,,,170,170,(323) 734-1664,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002257,PROJECT INDEPENDENCE,10454 AMESTOY AVE,,,,Los Angeles,,,24,24,818-782-2211,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001481,J. L. RICHARD TERRACE,250 EAST 12TH ST,Oakland,,,Alameda,,,80,80,(510) 465-9646,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002317,River City Residence Club,1816 O ST,,,,Sacramento,,,15,15,916-442-0899,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800001502,Fargo Senior Center,868 FARGO AVE,San Leandro,,,Alameda,,,75,29,(510) 351-1103,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002003,Montgomery Plaza,21659 Montgomery ST,Hayward,,,Alameda,,,50,50,(510) 538-6016,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001730,Jones Senior Homes,1727 FILLMORE ST,San Francisco,,,San Francisco,,,51,51,(415) 922-4770,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800001494,Fairway Apts.,77 Westborough Blvd,South San Francisco,,,San Mateo,,,74,74,(650) 588-4005,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002280,RANCHO DEL VALLE,6560 WINNETKA Blvd,Los Angeles,,,Los Angeles,,,25,24,(818)347-1440,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001797,Lakemount  Apartments,136 E 12th St,Oakland,,,Alameda,,,66,66,(510) 832-2018,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001486,Fairfax Senior Citizens Apts,737 S GENESEE AVE,,,,Los Angeles,,,45,45,323 456-2500,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002291,Redding Pilgrim,"910 Canby Road, Bldg 2",Redding,,,Shasta,,,50,49,(530) 222-2210,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002037,New Hope Ctyrd Santa Monica,1637 Appian Way,Santa Monica,,,Los Angeles,,,25,25,310 395-1026,Wholly physically disabled,Disabled,Section 202 - Elderly Housing,HUD
800002038,NEW HOPE HOME,1150 NEW YORK ST,Long Beach,,,Los Angeles,,,140,140,(562) 591-5681,Wholly elderly - hskpg & congregat,Elderly,Section 202 - Elderly Housing,HUD
800002282,Rancho Sol Y Luna,3599 Pennsylvania,Fremont,,,Alameda,,,188,38,(510) 794-8393,Elderly,Elderly,Elderly Housing,HUD
800002312,RIDGEVIEW MANOR,14610- GLEDHILL ST,,,,Los Angeles,,,40,39,,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001490,Fairmount Terrace I and II,4000 Fairmount St,East Los Angeles,,,Los Angeles,,,208,207,(323)268-8474,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002040,NEW HORIZONS II,15746 PARTHENIA,Los Angeles,,,Los Angeles,,,8,6,1-818-894-9301,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800002031,NEILSON VILLA,3100 NEILSON WAY,Santa Monica,,,Los Angeles,,,100,20,310 392-3322,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001796,LAKESHORE VILLA,6888 GOLFCREST DR,San Diego,,,San Diego,,,126,124,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002259,Providence House,540 23RD ST,Oakland,,,Alameda,,,41,40,(510) 444-0839,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800002300,REGENT PLAZA,201 W REGENT ST,Inglewood,,,Los Angeles,,,107,106,310 672-5198,Elderly,Elderly,Elderly Housing,HUD
800001470,ERAS HOME II,4215 KEYSTONE AVE,Culver City,,,Los Angeles,,,6,6,(310)838-1109,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800002410,HERALD HOTEL,308 EDDY ST,San Francisco,,,San Francisco,,,73,72,(415) 441-8782,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800001503,FEDERATION TOWER,3799 E Willow St,Long Beach,,,Los Angeles,,,50,50,562-426-8404,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800001504,Fellowship Manor,1201 GOLDEN GATE AVE,,,,San Francisco,,,106,105,415-922-0154,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800001729,Jones Memorial Homes II,1950 POST ST,San Francisco,,,San Francisco,,,103,101,(415) 922-4770,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001717,JCI GARDENS,2000 W 162nd St,Torrance,,,Los Angeles,,,101,100,310-515-3642,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002041,NEW HORIZONS III,15713 PARTHENIA,Los Angeles,,,Los Angeles,,,8,6,,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001203,Pacific Bridge Adult Res. Fac.,500 S McPherrin Ave,Monterey Park,,,Los Angeles,,,7,6,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800002302,Reseda Manor,7725 RESEDA BLVD,,,,Los Angeles,,,40,40,(213) 833-1860,Elderly,Elderly,Elderly Housing,HUD
800001476,EUCALYPTUS PARK,811 N EUCALYPTUS AVE,Inglewood,,,Los Angeles,,,93,92,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001988,Mission Plaza Apartments,2027 MISSION ST,,,,San Francisco,,,132,132,(415) 864-2996,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800001707,INDIO GARDENS,82490 Requa Ave,Indio,,,Riverside,,,151,150,(706) 347-4993,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800000989,Castlewood Terrace,16920 CHATSWORTH ST,,,,Los Angeles,,,68,67,8188327165,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001190,CASA DE LOS AMIGOS,123 S CATALINA AVE,,,,Los Angeles,,,136,53,310 3763457,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001402,DICKENS SENIOR HOUSING,14559 DICKENS ST,Los Angeles,,,Los Angeles,,,83,82,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001685,HOMEWARD BOUND,1045 S Bedford St Apt 9,,,,Los Angeles,,,4,4,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001189,CASA DE LAS HERMANITAS,2801 E 2ND ST,,,,Los Angeles,,,88,88,323 262-1709,Elderly,Elderly,Elderly Housing,HUD
800001164,Canterbury Village,23420 AVENIDA ROTELLA,Santa Clarita,,,Los Angeles,,,63,63,661-255-9797,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001929,MIRACLE MILE SENIOR CITIZEN HOUSING CORPORATION,404 Cochran AVE,Los Angeles,,,Los Angeles,,,28,27,323-549-0328,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001227,CASA VALLE,14440 BLEDSOE ST,Los Angeles,,,Los Angeles,,,11,10,(818)782-2211,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001935,MAYWOOD MANOR COOP,4646 SLAUSON AVE,Maywood,,,Los Angeles,,,55,54,(323)773-5175,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001160,Candlewood Park,4051 E. CANDLEWOOD ST,Lakewood,,,Los Angeles,,,81,80,562 531-3135,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001188,Casa Velasco,3430 FOOTHILL BLVD,Oakland,,,Alameda,,,20,20,(510) 534-6200,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001882,Luella Fuller Group Home,342 WEST JOAQUIN AVE,,,,Alameda,,,6,5,(510) 614-0521,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800002517,Strawberry Creek Lodge,1320 ADDISON ST,Berkeley,,,Alameda,,,150,53,(510) 841-8330,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001117,Alcoa Boise Cascade,701 FAIRGROUNDS DR,,,,Sacramento,,,52,52,(916) 456-6427,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800001226,Casa TELACU,251 S ARIZONA ST,East Los Angeles,,,Los Angeles,,,75,74,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800000988,O'Farrell Towers,477 OFARRELL ST,San Francisco,,,San Francisco,,,101,101,(415) 771-2708,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002543,Empire Village,"254  PALIN AVENUE, #5",Galt,,,Sacramento,,,54,54,209-745-1862,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002195,PILGRIM TOWER,1207 S Vermont Ave,,,,Los Angeles,,,111,97,,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001218,CASA PANORAMA TOWER,14555 Osborne St,Los Angeles,,,Los Angeles,,,154,153,,Elderly,Elderly,Elderly Housing,HUD
800001436,Eastern Park Apts,711 EDDY ST,,,,San Francisco,,,202,201,(415) 776-0114,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800001934,MAYFLOWER GARDENS II,6570 W AVENUE L-12,,,,Los Angeles,,,76,76,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001174,Carondelet Snr Cit Apts,512 S CARONDELET ST,Los Angeles,,,Los Angeles,,,46,46,213-487-7298,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002526,Summerfield Plaza,2624 Traction Avenue,Sacramento,,,Sacramento,,,40,40,916-924-0961,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800001253,CERRO PUEBLO,2835 CLAIRMONT DR.,San Diego,,,San Diego,,,46,46,619-275-5361,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001184,Casa De Esperanza,12000 DENHOLM DR,El Monte,,,Los Angeles,,,9,8,(626) 444-8943,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800002470,SOUTHLAKE TOWER,1501 ALICE ST,,,,Alameda,,,130,130,510-465-0481,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001618,Harriet Tubman Terrace,2870 ADELINE ST,Berkeley,,,Alameda,,,91,91,(510)843-0134,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001180,Casa Colina Del Sol,5207 52nd Place,San Diego,,,San Diego,,,75,74,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001887,LUTHERAN TOWERS,2340 4TH ST,Long Beach,,,Los Angeles,,,93,92,,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800001619,Hartford Place,2058 HARTFORD DR,Chico,,,Butte,,,21,20,(530) 345-2029,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001234,CASTLE ARGYLE APTS,1919 ARGYLE AVE,,,,Los Angeles,,,98,95,323-465-2082,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001709,Inglewood Meadows,1 S LOCUST ST,Inglewood,,,Los Angeles,,,199,198,,Elderly,Elderly,Elderly Housing,HUD
800001711,IVY GLEN APT.,113 N CEDAR ST,,,,Los Angeles,,,25,24,818-241-3888,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001215,CASA OLIVO,14109 HUBBARD ST,,,,Los Angeles,,,11,10,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001617,VALLEY VILLAGE HARDING,12920 ALTANO ST,,,,Los Angeles,,,7,6,8183614222,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001225,CASA SERENA APARTMENTS,5017 AXTELL ST,Los Angeles,,,Los Angeles,,,29,29,(323) 441-0656,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800000994,Abel Gonzalez,1045 CAPP ST,San Francisco,,,San Francisco,,,30,29,415-641-8003,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002509,STEVENSON MANOR,1230 COLE AVE,Los Angeles,,,Los Angeles,,,61,61,818 789 5550,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001177,Carter House,449 W 78TH ST,Los Angeles,,,Los Angeles,,,21,20,,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800001237,CATHAY MANOR,600 N BROADWAY,Los Angeles,,,Los Angeles,,,270,268,(213)626-1190,Partially elderly handicapped,Elderly,Section 202 - Elderly Housing,HUD
800002189,PICO WOOSTER SR CTZ HSNG,1425 S WOOSTER ST,Los Angeles,,,Los Angeles,,,50,49,310 271-9670,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001166,Canyon Terrace,2400 SAN DIMAS CYN RD,,,,Los Angeles,,,142,140,909 592-1255,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001622,HARVARD PLAZA,340 E HARVARD AVE,,,,Los Angeles,,,150,149,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001185,Casa De La Paloma,133 S KENWOOD STREET,Glendale,,,Los Angeles,,,167,166,818-243-0337,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001240,Ceatrice Polite Apartments,321 CLEMENTINA ST,San Francisco,,,San Francisco,,,91,91,(415) 543-6207,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001444,EL BETHEL ARMS,1355GOLDEN GATE AVE.,,,,San Francisco,,,255,255,(415) 567-5495,Wholly elderly - hskpg & congregat,Elderly,Elderly Housing,HUD
800002452,Sky Parkway Terrace,5414 SKY PKWY,Sacramento,,,Sacramento,,,59,58,(916) 393-0100,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001672,Hollywood Knickerbocker,1714 N. IVAR AVE,Los Angeles,,,Los Angeles,,,282,280,323 462 8202,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001014,ALL HALLOWS COMMUNITY,1711 Oakdale Ave,,,,San Francisco,,,45,45,(415) 550-1637,Partially physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001438,EC Magnolia Court,22880 Watkins ST,Hayward,,,Alameda,,,21,21,(510) 886-7331,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001134,Broadway Seniors Center,5200 Broadway,Sacramento,,,Sacramento,,,120,119,(916)456-4731,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001283,Clara Park Village,4805 CLARA ST,Cudahy,,,Los Angeles,,,50,49,3235607628,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001440,Eddy Street Apartments,1096 EDDY ST,San Francisco,,,San Francisco,,,42,20,(415) 861-0828,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800001442,Eden Issei Terrace,200 FAGUNDES ST,Hayward,,,Alameda,,,125,100,(510) 785-2296,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800002496,ST. MARY'S TOWER,1120 ATLANTIC AVE,Long Beach,,,Los Angeles,,,148,148,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002235,POSADA DE COLORES,2221 FRUITVALE AVE,Oakland,,,Alameda,,,100,100,(510) 534-6200,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001629,Hellenic Seniors Center,7847 RUSH RIVER DR,,,,Sacramento,,,70,70,(916)427-5444,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001086,Baywood Apartments,225 41ST ST,Oakland,,,Alameda,,,77,77,(510) 428-2255,Elderly,Elderly,Elderly Housing,HUD
800001674,HOLLYWOOD PLAZA APTS,1637 N VINE ST,,,,Los Angeles,,,153,152,323-462-8202,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001686,E. E. CLEVELAND MANOR,2611 ALVINGROOM CT,Oakland,,,Alameda,,,54,53,(510) 638-4543,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002200,Lady Shaw Senior Center,1483 MASON ST,San Francisco,,,San Francisco,,,70,69,(415) 677-7572,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002487,St. Nicholas Housing Development,10220 AQUEDUCT AVE,Los Angeles,,,Los Angeles,,,36,36,(818) 701-9554,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002152,PARK VIEW TERRACE APTS,2451  West 7TH ST,Los Angeles,,,Los Angeles,,,94,94,213 383-0759,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001145,Burke Manor,15-NORTH THIRD STREET,Alhambra,,,Los Angeles,,,75,74,626-458-1505,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001921,Marlton Manor,240 Jones St,,,,San Francisco,,,151,150,(415)885-0361,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001055,Arirang Housing,1725 Whitley Ave,,,,Los Angeles,,,75,74,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002456,Sojourner Truth Manor,5815 Martin Luther King Jr Way,Oakland,,,Alameda,,,88,87,(510) 655-4413,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002495,St. Mary's Gardens,801 10TH ST,Oakland,,,Alameda,,,101,100,510-465-9628,Elderly,Elderly,Elderly Housing,HUD
800001683,Homestead,16020 Gresham St,Los Angeles,,,Los Angeles,,,8,6,(818)779-5212,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800002230,PLYMOUTH WEST,240 CHESTNUT AVENUE,Long Beach,,,Los Angeles,,,196,137,562-595-7567,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002231,EMERSON VILLAGE,755 N Palomares St,,,,Los Angeles,,,165,165,909-623-1421,Elderly,Elderly,Elderly Housing,HUD
800002489,St. Timothy's Tower,425 SO OLEANDER AVE,Compton,,,Los Angeles,,,114,112,310 638-8251,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002204,Pioneer Towers,515 P St,Sacramento,,,Sacramento,,,198,100,(916) 443-6548,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800002486,ST NICHOLAS CEDARS MANOR,2323 W FOURTH ST,Los Angeles,,,Los Angeles,,,26,26,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001012,ALICE MANOR,10325 GRANDEE AVE,Los Angeles,,,Los Angeles,,,60,60,(323) 567-4709,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001689,Hotel Oakland,270 Thirteenth ST,Oakland,,,Alameda,,,315,315,(510)835-3749,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002481,Sister Thea Bowman Manor,6400 San Pablo AVE,Oakland,,,Alameda,,,55,55,(510) 420-8802,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001285,CLARK SENIORS APARTMENTS,1156 S Clark Dr,Los Angeles,,,Los Angeles,,,41,40,310-859-8655,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800002197,PILGRIM TOWER NORTH,560 E VILLA ST,Pasadena,,,Los Angeles,,,258,205,626 577 0330,Wholly elderly - hskpg & congregat,Elderly,Elderly Housing,HUD
800001357,CULVER CITY SENIOR HSG,5166 SEPULVEDA BLVD,Culver City,,,Los Angeles,,,48,47,310-390-2357,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002196,PILGRIM TOWER EAST,440 N MADISON AVE,Pasadena,,,Los Angeles,,,158,158,,Elderly,Elderly,Elderly Housing,HUD
800001692,HUDSON GARDENS,1255 N Hudson Ave,Pasadena,,,Los Angeles,,,41,41,626-794-9179,Elderly,Elderly,Elderly Housing,HUD
800002498,ST. TIMOTHY'S MANOR,415 SOUTH OLEANDER AVE,Compton,,,Los Angeles,,,21,21,,Elderly,Elderly,Section 202 - Elderly Housing,HUD
800001966,MERIT HALL APTS,1035 LEWIS AVE,Long Beach,,,Los Angeles,,,20,19,562-435-1845,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800001146,Burlington Arms,817 S BURLINGTON,Los Angeles,,,Los Angeles,,,55,54,213 384 7118,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800002488,St. Patrick's Terrace,1212 CENTER ST,Oakland,,,Alameda,,,66,65,(510) 251-8135,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001951,Mei Lun Yuen,945 SACRAMENTO ST,San Francisco,,,San Francisco,,,185,185,(415) 421-9446,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800001058,Arrow Plaza,20644 ARROW HWY,Charter Oak,,,Los Angeles,,,64,64,(626) 332.0588,Elderly,Elderly,Elderly Housing,HUD
800001356,Culver City Rotary Plaza,5100 OVERLAND AVE,Culver City,,,Los Angeles,,,100,100,,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001669,HOLLYWOOD FOUNTAIN NORTH,6233 Fountain Avenue,Los Angeles,,,Los Angeles,,,89,88,323-461-9936,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001645,HOBART GARDENS,1344 N Hobart Blvd,Los Angeles,,,Los Angeles,,,142,141,(323)463-1942,Elderly,Elderly,Elderly Housing,HUD
800002490,St. Andrew's Manor,3250 SAN PABLO AVE,Oakland,,,Alameda,,,60,59,(510)  601 6144,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001957,MENORAH TERRACE,1123 N Fuller Ave,West Hollywood,,,Los Angeles,,,39,39,1-323-850-1225,Elderly,Elderly,Elderly Housing,HUD
800002228,PLUMMER VILLAGE,15450 PLUMMER ST,Los Angeles,,,Los Angeles,,,75,74,818 891-0646,Elderly,Elderly,Elderly Housing,HUD
800001682,Homes Now in the Community,1800 Linden St,Oakland,,,Alameda,,,10,10,510-465-1800,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800002177,PENNINSULA COMMITTEE HOUSE,1729 252ND ST,Los Angeles,,,Los Angeles,,,11,10,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001110,Beverly Towers,1315 West Beverly Blvd,Montebello,,,Los Angeles,,,189,189,,Wholly elderly - hskpg & congregat,Elderly,Elderly Housing,HUD
800002178,Pennsylvania Square,3170 SOUTHERN AVE,South Gate,,,Los Angeles,,,75,75,323 566-5082,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800002465,Gardena South Park Sr. Citizens,17100 S PARK LN,Gardena,,,Los Angeles,,,126,126,310-327-9919,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001403,Dillon Christiana Western,701 FAIRGROUNDS DR,,,,Sacramento,,,140,140,916-456-6427,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800002492,ST. JAMES MANOR,615  S. GRAMERCY PL,Los Angeles,,,Los Angeles,,,65,65,213 384-8491,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001399,Diakonia Housing,5581 Mendocino Blvd,Lemon Hill,,,Sacramento,,,48,48,(916) 451-1528,Wholly physically handicapped,Disabled,Section 202 - Elderly Housing,HUD
800001148,Burns Manor,8155 FOOTHILL BLVD,Los Angeles,,,Los Angeles,,,82,81,(818) 352-8715,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001105,Bethany Center,580 CAPP ST,,,,San Francisco,,,135,123,(415) 821-4515,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001956,MENORAH PARK,3365 SACRAMENTO ST,San Francisco,,,San Francisco,,,151,151,415-929-7912,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001670,"HOLLYWOOD FOUNTAIN SOUTH,",6222 FOUNTAIN AVE,Los Angeles,,,Los Angeles,,,73,72,323-461-3758,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001642,HILLCREST GARDENS,550 HILLCREST AVE,,,,Alameda,,,55,43,(925) 449-1111,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001103,Beth Asher,3649 DIAMOND AVE,Oakland,,,Alameda,,,50,50,(510) 530-4091,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001104,BETH EDEN HOUSING DEVELOPMENT,1100 MARKET ST,Oakland,,,Alameda,,,54,54,(510)832-2249,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001612,HANCOCK GARDENS APTS.,303 S VAN NESS AVE,Los Angeles,,,Los Angeles,,,66,66,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001142,Budlong Manor,11998 Terra Bella Street,Los Angeles,,,Los Angeles,,,60,59,,Partially elderly handicapped,Elderly,Elderly Housing,HUD
800001965,MERCY TERRACE,333 BAKER ST,San Francisco,,,San Francisco,,,158,158,(415) 931-2325,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001908,Maria Manor,174 Ellis St,,,,San Francisco,,,119,118,415-397-7220,Wholly elderly congregate,Elderly,Elderly Housing,HUD
800002482,St Francis Manor,2515 J ST,Sacramento,,,Sacramento,,,128,126,916-447-1939,Wholly elderly congregate,Elderly,Section 202 - Elderly Housing,HUD
800001905,MAPLE PARK APARTMENTS,711 E Maple St,Glendale,,,Los Angeles,,,25,24,,Wholly developmentally disabled,Disabled,Section 202 - Elderly Housing,HUD
800001108,Beverly Hills Sr. Housing,225 N CRESCENT DR,Beverly Hills,,,Los Angeles,,,151,150,310 276-5209,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800002227,Plummer Park Apts,17051 PLUMMER ST,Los Angeles,,,Los Angeles,,,40,40,,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001625,HAYWARD VILLA,27424 TAMPA AVE,Hayward,,,Alameda,,,78,78,(510) 887-2332,Elderly,Elderly,Elderly Housing,HUD
800001955,MENORAH HOUSE,19206 Sherman Way,Los Angeles,,,Los Angeles,,,51,50,(818) 708-0407,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001615,Harbor Tower,340 SO MESA AVE,Los Angeles,,,Los Angeles,,,180,178,310 831 8981,Wholly Elderly Housekeeping,Elderly,Elderly Housing,HUD
800001033,AMISTAD HOUSE,2050 Delaware ST,Berkeley,,,Alameda,,,60,60,(510) 548-5189,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001412,Doris Foster,14803 FRIAR ST units 1 thru 7,Los Angeles,,,Los Angeles,,,10,10,(661) 266-2577,Chronically Mentally Ill,Disabled,Section 202 - Elderly Housing,HUD
800001413,Dorothy Day Community,54 MCALLISTER ST,,,,San Francisco,,,100,100,(415) 431-9155,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
800001427,E. VICTOR VILLA,555 W 92ND ST,,,,Los Angeles,,,46,42,(323) 757-3612,Wholly Elderly Housekeeping,Elderly,Section 202 - Elderly Housing,HUD
