id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Prairie Point,1000 Main Street,Adams,Adams,IL,60001,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20001,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.adams-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
86,Riverside Living,1300 Oak Street,DeKalb,DeKalb,IL,60086,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20086,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.dekalb-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.910599999999995,-88.76400000000001
87,Prairie Point,1000 Main Street,DeWitt,DeWitt,IL,60087,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20087,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.dewitt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
88,Lincoln Manor,1100 State Street,DeWitt,DeWitt,IL,60088,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20088,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.dewitt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
89,Heritage Care,1200 Lincoln Avenue,DeWitt,DeWitt,IL,60089,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20089,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.dewitt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
90,Riverside Living,1300 Oak Street,DeWitt,DeWitt,IL,60090,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20090,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.dewitt-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
91,Prairie Point,1000 Main Street,Douglas,Douglas,IL,60091,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20091,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.douglas-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
92,Lincoln Manor,1100 State Street,Douglas,Douglas,IL,60092,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20092,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.douglas-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
93,Heritage Care,1200 Lincoln Avenue,Douglas,Douglas,IL,60093,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20093,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.douglas-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
94,Riverside Living,1300 Oak Street,Douglas,Douglas,IL,60094,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20094,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.douglas-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
95,Prairie Point,1000 Main Street,Wheaton,DuPage,IL,60095,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20095,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.7869,-88.13010000000001
96,Lincoln Manor,1100 State Street,Wheaton,DuPage,IL,60096,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20096,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.7969,-88.12010000000001
97,Heritage Care,1200 Lincoln Avenue,Wheaton,DuPage,IL,60097,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20097,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8069,-88.1101
98,Riverside Living,1300 Oak Street,Wheaton,DuPage,IL,60098,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20098,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8169,-88.10010000000001
99,Oak Grove,1400 Maple Avenue,Wheaton,DuPage,IL,60099,(316) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IL-ALF-20099,Illinois Department of Public Health,2024-07-05,74,False,True,True,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8269,-88.0901
100,Meadowbrook,1500 Park Avenue,Wheaton,DuPage,IL,60100,(317) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IL-ALF-20100,Illinois Department of Public Health,2024-08-06,75,False,False,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8369,-88.0801
101,Sunset Manor,1600 Church Street,Wheaton,DuPage,IL,60101,(318) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IL-ALF-20101,Illinois Department of Public Health,2024-09-07,76,True,True,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8469,-88.07010000000001
102,Garden View,1700 First Street,Wheaton,DuPage,IL,60102,(319) 407-1007,Senior Living,Assisted Living; Independent Living; Memory Care,32,IL-ALF-20102,Illinois Department of Public Health,2024-10-08,77,False,False,False,https://www.dupage-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,41.8569,-88.0601
103,Prairie Point,1000 Main Street,Edgar,Edgar,IL,60103,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20103,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.edgar-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
104,Lincoln Manor,1100 State Street,Edgar,Edgar,IL,60104,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20104,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.edgar-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
105,Heritage Care,1200 Lincoln Avenue,Edgar,Edgar,IL,60105,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20105,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.edgar-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
106,Riverside Living,1300 Oak Street,Edgar,Edgar,IL,60106,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20106,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.edgar-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
107,Prairie Point,1000 Main Street,Edwards,Edwards,IL,60107,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20107,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.edwards-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
108,Lincoln Manor,1100 State Street,Edwards,Edwards,IL,60108,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20108,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.edwards-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
109,Heritage Care,1200 Lincoln Avenue,Edwards,Edwards,IL,60109,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20109,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.edwards-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
110,Riverside Living,1300 Oak Street,Edwards,Edwards,IL,60110,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20110,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.edwards-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
111,Prairie Point,1000 Main Street,Effingham,Effingham,IL,60111,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20111,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.effingham-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
112,Lincoln Manor,1100 State Street,Effingham,Effingham,IL,60112,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20112,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.effingham-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
113,Heritage Care,1200 Lincoln Avenue,Effingham,Effingham,IL,60113,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20113,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.effingham-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
114,Riverside Living,1300 Oak Street,Effingham,Effingham,IL,60114,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20114,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.effingham-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
115,Prairie Point,1000 Main Street,Fayette,Fayette,IL,60115,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20115,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.fayette-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
116,Lincoln Manor,1100 State Street,Fayette,Fayette,IL,60116,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20116,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.fayette-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
117,Heritage Care,1200 Lincoln Avenue,Fayette,Fayette,IL,60117,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20117,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.fayette-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
118,Riverside Living,1300 Oak Street,Fayette,Fayette,IL,60118,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20118,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.fayette-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
119,Prairie Point,1000 Main Street,Ford,Ford,IL,60119,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20119,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.ford-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
120,Lincoln Manor,1100 State Street,Ford,Ford,IL,60120,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20120,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.ford-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
121,Heritage Care,1200 Lincoln Avenue,Ford,Ford,IL,60121,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20121,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.ford-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
122,Riverside Living,1300 Oak Street,Ford,Ford,IL,60122,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20122,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.ford-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
123,Prairie Point,1000 Main Street,Benton,Franklin,IL,60123,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20123,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.franklin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
124,Lincoln Manor,1100 State Street,Benton,Franklin,IL,60124,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20124,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.franklin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
125,Heritage Care,1200 Lincoln Avenue,Benton,Franklin,IL,60125,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20125,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.franklin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
126,Riverside Living,1300 Oak Street,Benton,Franklin,IL,60126,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20126,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.franklin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
127,Prairie Point,1000 Main Street,Fulton,Fulton,IL,60127,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20127,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.fulton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
128,Lincoln Manor,1100 State Street,Fulton,Fulton,IL,60128,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20128,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.fulton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
129,Heritage Care,1200 Lincoln Avenue,Fulton,Fulton,IL,60129,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20129,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.fulton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
130,Riverside Living,1300 Oak Street,Fulton,Fulton,IL,60130,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20130,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.fulton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
131,Prairie Point,1000 Main Street,Gallatin,Gallatin,IL,60131,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20131,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.gallatin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
132,Lincoln Manor,1100 State Street,Gallatin,Gallatin,IL,60132,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20132,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.gallatin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
133,Heritage Care,1200 Lincoln Avenue,Gallatin,Gallatin,IL,60133,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20133,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.gallatin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
134,Riverside Living,1300 Oak Street,Gallatin,Gallatin,IL,60134,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20134,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.gallatin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
135,Prairie Point,1000 Main Street,Greene,Greene,IL,60135,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20135,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.greene-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
136,Lincoln Manor,1100 State Street,Greene,Greene,IL,60136,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20136,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.greene-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
137,Heritage Care,1200 Lincoln Avenue,Greene,Greene,IL,60137,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20137,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.greene-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
138,Riverside Living,1300 Oak Street,Greene,Greene,IL,60138,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20138,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.greene-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
139,Prairie Point,1000 Main Street,Grundy,Grundy,IL,60139,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20139,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.grundy-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
140,Lincoln Manor,1100 State Street,Grundy,Grundy,IL,60140,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20140,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.grundy-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
141,Heritage Care,1200 Lincoln Avenue,Grundy,Grundy,IL,60141,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20141,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.grundy-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
142,Riverside Living,1300 Oak Street,Grundy,Grundy,IL,60142,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20142,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.grundy-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
143,Prairie Point,1000 Main Street,Hamilton,Hamilton,IL,60143,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20143,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.hamilton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
144,Lincoln Manor,1100 State Street,Hamilton,Hamilton,IL,60144,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20144,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.hamilton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
145,Heritage Care,1200 Lincoln Avenue,Hamilton,Hamilton,IL,60145,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20145,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.hamilton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
146,Riverside Living,1300 Oak Street,Hamilton,Hamilton,IL,60146,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20146,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.hamilton-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
147,Prairie Point,1000 Main Street,Hancock,Hancock,IL,60147,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20147,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.hancock-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
148,Lincoln Manor,1100 State Street,Hancock,Hancock,IL,60148,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20148,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.hancock-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
149,Heritage Care,1200 Lincoln Avenue,Hancock,Hancock,IL,60149,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20149,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.hancock-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
150,Riverside Living,1300 Oak Street,Hancock,Hancock,IL,60150,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20150,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.hancock-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
151,Prairie Point,1000 Main Street,Hardin,Hardin,IL,60151,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20151,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.hardin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
152,Lincoln Manor,1100 State Street,Hardin,Hardin,IL,60152,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20152,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.hardin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
153,Heritage Care,1200 Lincoln Avenue,Hardin,Hardin,IL,60153,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20153,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.hardin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
154,Riverside Living,1300 Oak Street,Hardin,Hardin,IL,60154,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20154,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.hardin-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
155,Prairie Point,1000 Main Street,Henderson,Henderson,IL,60155,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20155,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.henderson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
156,Lincoln Manor,1100 State Street,Henderson,Henderson,IL,60156,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20156,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.henderson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
157,Heritage Care,1200 Lincoln Avenue,Henderson,Henderson,IL,60157,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20157,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.henderson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
158,Riverside Living,1300 Oak Street,Henderson,Henderson,IL,60158,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20158,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.henderson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
159,Prairie Point,1000 Main Street,Henry,Henry,IL,60159,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20159,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.henry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
160,Lincoln Manor,1100 State Street,Henry,Henry,IL,60160,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20160,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.henry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
161,Heritage Care,1200 Lincoln Avenue,Henry,Henry,IL,60161,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20161,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.henry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
162,Riverside Living,1300 Oak Street,Henry,Henry,IL,60162,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20162,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.henry-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
163,Prairie Point,1000 Main Street,Iroquois,Iroquois,IL,60163,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20163,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.iroquois-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
164,Lincoln Manor,1100 State Street,Iroquois,Iroquois,IL,60164,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20164,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.iroquois-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
165,Heritage Care,1200 Lincoln Avenue,Iroquois,Iroquois,IL,60165,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20165,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.iroquois-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
166,Riverside Living,1300 Oak Street,Iroquois,Iroquois,IL,60166,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20166,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.iroquois-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
167,Prairie Point,1000 Main Street,Murphysboro,Jackson,IL,60167,(312) 400-1000,Senior Living,Assisted Living; Independent Living; Memory Care,25,IL-ALF-20167,Illinois Department of Public Health,2024-03-01,70,True,True,True,https://www.jackson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.731700000000004,-89.6901
168,Lincoln Manor,1100 State Street,Murphysboro,Jackson,IL,60168,(313) 401-1001,Senior Living,Personal Care; Skilled Nursing; Rehabilitation,26,IL-ALF-20168,Illinois Department of Public Health,2024-04-02,71,False,False,False,https://www.jackson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7417,-89.6801
169,Heritage Care,1200 Lincoln Avenue,Murphysboro,Jackson,IL,60169,(314) 402-1002,Senior Living,Continuing Care; Adult Day Services; Respite Care,27,IL-ALF-20169,Illinois Department of Public Health,2024-05-03,72,False,True,False,https://www.jackson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7517,-89.67009999999999
170,Riverside Living,1300 Oak Street,Murphysboro,Jackson,IL,60170,(315) 403-1003,Senior Living,Independent Living; Supportive Living; Alzheimer's Care,28,IL-ALF-20170,Illinois Department of Public Health,2024-06-04,73,True,False,False,https://www.jackson-senior-living.com,Active,Illinois Department of Public Health,2025-07-17,39.7617,-89.6601
