provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Port Lavaca Countryside Senior Services,Community Care Center,925 Main Street,Port Lavaca,TX,(512) 781-1602,ALF83846,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450698
Port Lavaca Senior Care,Community Care Center,562 Market Street,Port Lavaca,TX,(409) 348-2396,LTC13031,Active - Good Standing,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450705
Meadowbrook Personal Care,Residential Care Facility,326 Hill Road,Victoria,TX,(972) 875-3331,CCH76448,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450713
Maple Victoria Care Facility,Personal Care Home,153 Hill Road,Bloomington,TX,(281) 206-1050,LTC31706,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450726
Port Lavaca Care Services,Family Care Home,254 Elm Street,Port Lavaca,TX,(281) 751-3554,CCH92988,Licensed,Private,"Residential Care, Companionship",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450738
Inez Lakeside Home Care,Residential Care Facility,236 Elm Street,Inez,TX,(903) 632-4274,PCH94273,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450750
Victoria County Care Services,Senior Care Home,185 Oak Street,Bloomington,TX,(281) 464-9556,ALF33865,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450757
Evergreen Care Facility,Personal Care Home,319 Highway,Victoria,TX,(830) 833-2880,CCH31895,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450765
Countryside Care Home,Personal Care Home,541 Highway,Port Lavaca,TX,(737) 989-2859,CCH55506,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Victoria,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450774
Riverside Senior Home,Senior Care Home,435 Mill Street,Riverside,TX,(945) 438-7844,PCH28868,Licensed,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450783
Lakeside Care Facility,Family Care Home,271 County Road,New Waverly,TX,(915) 814-6838,CCH34943,Active,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450791
Community Walker Living Center,Assisted Living Facility,912 Farm Road,Dodge,TX,(737) 815-3875,ALF34731,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450798
New Waverly Cedar Senior Home,Community Care Center,534 County Road,New Waverly,TX,(469) 665-4301,ASL92068,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450806
Comfort Walker Assisted Living,Community Care Center,232 Rural Route,Dodge,TX,(713) 876-2911,CCH86632,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450815
Huntsville Care Services,Senior Care Home,186 First Street,Huntsville,TX,(361) 564-6205,ALF64799,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Walker,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450830
Waller County Family Care,Personal Care Home,964 Rural Route,Prairie View,TX,(713) 868-4273,ALF67346,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450840
Brookshire Family Senior Care,Community Care Center,830 Cedar Street,Brookshire,TX,(409) 766-3989,PCH77571,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450847
Grace Living Center,Family Care Home,533 Creek Road,Hempstead,TX,(737) 709-9321,PCH54330,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450856
Waller County Care Facility,Senior Care Home,325 Hill Road,Hempstead,TX,(915) 807-7544,CCH56351,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450866
Waller County Care Home,Personal Care Home,411 County Road,Hempstead,TX,(806) 576-3045,LTC88283,Licensed,Private,"Personal Care, Transportation",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450874
Golden Waller Family Care,Personal Care Home,128 Oak Street,Pattison,TX,(281) 886-4172,RC42907,Licensed,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Waller,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450883
Wickett Harmony Care Facility,Personal Care Home,708 Oak Street,Wickett,TX,(254) 839-9071,LTC73098,Active,Private,"Assisted Living, Personal Care",Assisted Living,Ward,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450892
Riverside Senior Home,Personal Care Home,266 Market Street,Barstow,TX,(409) 526-9961,RC55193,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Ward,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450903
Comfort Ward Assisted Living,Senior Care Home,204 Cedar Street,Thorntonville,TX,(254) 485-8951,PCH59788,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Ward,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450916
Chappell Hill Home Care,Assisted Living Facility,406 Mill Street,Chappell Hill,TX,(940) 906-3247,LTC78039,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450927
Washington County Personal Care,Assisted Living Facility,848 Market Street,Washington,TX,(903) 768-8815,ASL57024,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450935
Burton Evergreen Care Facility,Senior Care Home,235 Highway,Burton,TX,(430) 743-9041,ASL89877,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Washington,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450943
Washington County Care Facility,Family Care Home,413 Cedar Street,Brenham,TX,(432) 687-5116,LTC91087,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Washington,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450951
Washington County Senior Home,Community Care Center,933 Old Town Road,Brenham,TX,(346) 307-2832,ASL32618,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Washington,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450960
Heritage Wharton Personal Care,Community Care Center,682 Second Street,Louise,TX,(325) 932-9610,PCH99437,Licensed,Private,"Residential Care, Companionship",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450972
Family Care Services,Assisted Living Facility,312 Old Town Road,Boling,TX,(346) 719-7268,LTC41969,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450982
Boling Evergreen Care Facility,Senior Care Home,760 Rural Route,Boling,TX,(956) 956-5326,PCH42105,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.450996
Heritage Wharton Care Facility,Senior Care Home,561 State Highway,Boling,TX,(325) 880-5236,CCH21226,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451010
Wharton Residential Care,Personal Care Home,257 Church Street,Wharton,TX,(806) 372-1326,PCH44268,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451018
East Bernard Peaceful Personal Care,Family Care Home,675 Creek Road,East Bernard,TX,(430) 595-9115,ALF47361,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Wharton,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451026
Wheeler County Assisted Living,Community Care Center,842 Cedar Street,Shamrock,TX,(432) 338-1326,CCH45722,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Wheeler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451034
Wheeler County Family Care,Senior Care Home,910 Elm Street,Briscoe,TX,(325) 418-3226,CCH58201,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Wheeler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451042
Heritage Wheeler Assisted Care,Assisted Living Facility,307 County Road,Mobeetie,TX,(915) 750-5672,RC15635,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Wheeler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451050
Grace Wichita Senior Services,Community Care Center,429 Oak Street,Iowa Park,TX,(972) 229-9413,ALF17082,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451062
Pioneer Wichita Assisted Care,Family Care Home,483 Farm Road,Burkburnett,TX,(915) 491-3802,PCH12126,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451070
Golden Wichita Care Home,Personal Care Home,235 Pine Street,Wichita Falls,TX,(940) 268-1296,ALF65916,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451084
Sheppard AFB Comfort Assisted Care,Senior Care Home,526 Country Lane,Sheppard AFB,TX,(806) 286-2647,ASL60627,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451096
Countryside Wichita Care Home,Personal Care Home,473 Church Street,Electra,TX,(361) 774-2573,ASL80014,Licensed,Non-Profit,"Senior Care, Meal Services",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451104
Burkburnett Community Senior Living,Senior Care Home,792 Cedar Street,Burkburnett,TX,(346) 596-6425,ALF69215,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451112
Comfort Care Facility,Personal Care Home,812 Pine Street,Iowa Park,TX,(915) 620-4180,RC87972,Active - Good Standing,Private,"Assisted Living, Medication Management",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451119
Electra Living Center,Community Care Center,753 Elm Street,Electra,TX,(346) 207-9537,RC62169,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Wichita,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451129
Heritage Senior Home,Family Care Home,764 Second Street,Lockett,TX,(254) 292-5967,ALF27778,Licensed,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Wilbarger,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451139
Hillside Care Center,Residential Care Facility,414 Elm Street,Chillicothe,TX,(281) 467-2159,PCH66809,Licensed,Private,"Residential Care, Companionship",Assisted Living,Wilbarger,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451153
Lockett Senior Care,Senior Care Home,791 Hill Road,Lockett,TX,(940) 534-1218,ALF44337,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wilbarger,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451170
Chillicothe Senior Care,Personal Care Home,203 Old Town Road,Chillicothe,TX,(956) 700-8532,RC15356,Active,Community-Owned,"Personal Care, Transportation",Assisted Living,Wilbarger,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451186
Sebastian Heritage Residential Care,Residential Care Facility,844 Creek Road,Sebastian,TX,(956) 548-3835,PCH73695,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Willacy,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451202
Lyford Care Facility,Community Care Center,495 Hill Road,Lyford,TX,(806) 487-9626,ASL33615,Active,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Willacy,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451215
Willacy County Senior Living,Family Care Home,126 Second Street,Sebastian,TX,(409) 733-1413,ALF24885,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Willacy,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451229
Wilson County Living Center,Senior Care Home,179 Ranch Road,Poth,TX,(214) 376-8810,RC90521,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Wilson,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451245
Peaceful Wilson Senior Care,Community Care Center,369 Maple Street,Poth,TX,(903) 627-2034,PCH81185,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wilson,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451253
Lakeside Care Services,Senior Care Home,661 County Road,Stockdale,TX,(469) 955-8095,ASL17806,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Wilson,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451264
Poth Senior Care,Personal Care Home,432 Hill Road,Poth,TX,(945) 299-5209,ASL53392,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Wilson,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451279
Countryside Wilson Living Center,Family Care Home,335 Mill Street,Stockdale,TX,(432) 560-8898,CCH88888,Active - Good Standing,Community-Owned,"Residential Care, Companionship",Assisted Living,Wilson,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451287
Kermit Golden Senior Home,Senior Care Home,278 Market Street,Kermit,TX,(903) 889-3367,CCH19178,Active - Good Standing,Non-Profit,"Assisted Living, Medication Management",Assisted Living,Winkler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451297
Goldsmith Family Care Services,Family Care Home,427 Market Street,Goldsmith,TX,(325) 797-8632,LTC90656,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Winkler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451305
Hillside Care Services,Family Care Home,603 First Street,Goldsmith,TX,(832) 437-1613,RC72715,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Winkler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451313
Winkler County Assisted Care,Community Care Center,551 Country Lane,Goldsmith,TX,(972) 367-8316,LTC79938,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Winkler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451321
Tranquil Winkler Care Center,Residential Care Facility,193 Highway,Pyote,TX,(281) 990-5386,RC22005,Licensed,Private,"Residential Care, Companionship",Assisted Living,Winkler,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451329
Wise County Care Center,Residential Care Facility,631 Old Town Road,Rhome,TX,(806) 367-7383,LTC76373,Licensed,Family-Owned,"Residential Care, Companionship",Assisted Living,Wise,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451342
Aurora Assisted Care,Assisted Living Facility,149 Creek Road,Aurora,TX,(903) 747-3203,PCH63142,Active - Good Standing,Community-Owned,"Personal Care, Transportation",Assisted Living,Wise,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451356
Community Wise Senior Care,Residential Care Facility,354 Oak Street,Bridgeport,TX,(254) 715-5347,CCH50197,Licensed,Community-Owned,"Senior Care, Meal Services",Assisted Living,Wise,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451366
Hawkins Assisted Living,Assisted Living Facility,329 Maple Street,Hawkins,TX,(979) 817-7014,ALF52271,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Wood,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451377
Quitman Hillside Care Center,Assisted Living Facility,357 Ranch Road,Quitman,TX,(409) 420-6519,CCH83285,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Wood,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451384
Alba Golden Senior Care,Assisted Living Facility,842 County Road,Alba,TX,(409) 645-6572,RC77795,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Wood,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451398
Maple Wood Home Care,Community Care Center,602 Market Street,Alba,TX,(979) 603-8743,RC59757,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Wood,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451411
Riverside Senior Living,Senior Care Home,872 Creek Road,Hawkins,TX,(806) 411-9747,ASL43159,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Wood,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451419
Yoakum County Care Home,Personal Care Home,622 Second Street,Bronco,TX,(430) 386-9264,CCH88813,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Yoakum,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451427
Harmony Assisted Living,Personal Care Home,837 County Road,Plains,TX,(972) 528-9233,RC77027,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Yoakum,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451435
Pine Yoakum Senior Home,Residential Care Facility,651 Elm Street,Plains,TX,(512) 913-4426,CCH28335,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Yoakum,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451443
Yoakum County Care Facility,Family Care Home,808 County Road,Bronco,TX,(737) 318-6286,LTC30935,Licensed,Community-Owned,"Personal Care, Transportation",Assisted Living,Yoakum,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451452
Yoakum County Care Facility,Personal Care Home,654 Rural Route,Bronco,TX,(940) 604-2221,CCH88505,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Yoakum,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451460
Young County Senior Living,Personal Care Home,794 Mill Street,Graham,TX,(214) 354-6017,RC21020,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Young,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451468
Olney Residential Care,Senior Care Home,371 Market Street,Olney,TX,(469) 773-7454,ALF11735,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Young,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451476
Eliasville Senior Services,Personal Care Home,273 Second Street,Eliasville,TX,(830) 934-2904,LTC43328,Active,Non-Profit,"Personal Care, Transportation",Assisted Living,Young,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451484
Zapata Senior Home,Assisted Living Facility,306 Oak Street,Zapata,TX,(254) 991-9542,RC37899,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Zapata,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451517
Lopeno Senior Care,Assisted Living Facility,589 Pine Street,Lopeno,TX,(940) 857-8225,CCH81539,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Zapata,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451531
Lakeside Zapata Residential Care,Community Care Center,162 Cedar Street,Zapata,TX,(432) 273-4750,LTC45472,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Zapata,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451544
Zapata Maple Senior Home,Senior Care Home,899 Maple Street,Zapata,TX,(512) 722-4539,PCH65624,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Zapata,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451557
Zapata County Assisted Living,Residential Care Facility,401 Creek Road,Siesta Shores,TX,(806) 394-5719,ALF78762,Active,Family-Owned,"Residential Care, Companionship",Assisted Living,Zapata,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451569
La Pryor Lakeside Assisted Care,Residential Care Facility,456 Creek Road,La Pryor,TX,(830) 587-1831,PCH48593,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Zavala,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451581
Maple Zavala Home Care,Personal Care Home,836 Main Street,Crystal City,TX,(512) 746-9307,LTC86948,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Zavala,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451594
Comfort Zavala Assisted Care,Assisted Living Facility,973 Maple Street,Batesville,TX,(432) 868-4219,CCH65849,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Zavala,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451606
Chula Vista Comfort Senior Home,Community Care Center,581 Creek Road,Chula Vista,TX,(830) 402-6151,LTC63277,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Zavala,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451615
La Pryor Hillside Living Center,Senior Care Home,857 Church Street,La Pryor,TX,(432) 753-2606,RC68426,Active - Good Standing,Family-Owned,"Senior Care, Meal Services",Assisted Living,Zavala,Texas 100% Coverage - Final 38 Counties,2025-07-10T07:44:38.451635
