id,name,address,city,state,zip_code,county,phone,facility_type,licensed_beds,license_number,administrator,coordinates,data_source
125,Richmond Place,8642 Washington St,Richmond,Kentucky,40475,Madison,(502) 494-3787,Adult Day Care,130,KY68453,Patricia Thomas,"[37.758997549941164, -84.29182131002797]",Kentucky Cabinet for Health and Family Services
126,Garden Gardens,8396 Church St,Richmond,Kentucky,40475,Madison,(859) 211-2909,Independent Living,72,KY98490,Nancy Thompson,"[37.76215513519912, -84.28529088473029]",Kentucky Cabinet for Health and Family Services
127,Heritage Place,1959 Mill St,Richmond,Kentucky,40475,Madison,(606) 330-8130,Skilled Nursing Facility,108,KY66632,Susan Miller,"[37.75697894720553, -84.30961655777227]",Kentucky Cabinet for Health and Family Services
128,Oak Skilled Nursing,8104 Maple Dr,Richmond,Kentucky,40475,Madison,(364) 610-3042,Independent Living,105,KY78356,Michael Jones,"[37.74517147603974, -84.29683568410904]",Kentucky Cabinet for Health and Family Services
129,Heritage Villa,1386 Maple Dr,Florence,Kentucky,41022,Boone,(364) 475-8856,Adult Day Care,77,KY51923,Linda Wilson,"[38.994918745002565, -84.63489438788042]",Kentucky Cabinet for Health and Family Services
130,Florence Commons,6275 Elm St,Florence,Kentucky,41022,Boone,(606) 248-8646,Independent Living,84,KY84624,Sarah Clark,"[39.002020099563815, -84.64603950795437]",Kentucky Cabinet for Health and Family Services
131,Valley Center,5186 Elm St,Florence,Kentucky,41022,Boone,(859) 904-2788,Continuing Care Retirement Community,64,KY39876,James Martin,"[39.00133147375336, -84.64016206238108]",Kentucky Cabinet for Health and Family Services
132,Garden Health Care,8260 Derby Dr,Florence,Kentucky,41042,Boone,(364) 662-9149,Adult Day Care,143,KY35944,Mary Clark,"[39.014287544089086, -84.60701597240418]",Kentucky Cabinet for Health and Family Services
133,Place Commons,2521 Church St,Florence,Kentucky,41022,Boone,(606) 848-6964,Adult Day Care,152,KY29139,Thomas Brown,"[39.00097284478073, -84.6132067182404]",Kentucky Cabinet for Health and Family Services
134,Hillside Health Care,9767 Washington St,Florence,Kentucky,41022,Boone,(502) 356-4426,Memory Care,128,KY83677,William Hernandez,"[39.004631687889876, -84.6136215686929]",Kentucky Cabinet for Health and Family Services
135,Golden Nursing Home,6331 Maple Dr,Florence,Kentucky,41042,Boone,(270) 746-6130,Adult Day Care,35,KY35548,James Smith,"[38.98628220831534, -84.64565414645112]",Kentucky Cabinet for Health and Family Services
136,Manor Villa,1937 Jefferson Dr,Florence,Kentucky,41022,Boone,(270) 449-1568,Adult Day Care,80,KY39652,Michael Martin,"[38.982081142924706, -84.63316709925417]",Kentucky Cabinet for Health and Family Services
137,Kentucky Manor,7808 Oak Ave,Florence,Kentucky,41022,Boone,(502) 304-3469,Memory Care,58,KY59363,Jennifer Miller,"[39.001715477206794, -84.60723545974518]",Kentucky Cabinet for Health and Family Services
138,Court Gardens,9419 Cedar Ln,Florence,Kentucky,41022,Boone,(270) 926-6955,Personal Care Home,59,KY28539,James Williams,"[38.987355544485155, -84.61874174264139]",Kentucky Cabinet for Health and Family Services
139,Florence Center,2932 Kentucky Ave,Florence,Kentucky,41022,Boone,(364) 991-3668,Personal Care Home,97,KY70087,Elizabeth Moore,"[39.01219153074538, -84.60976810495929]",Kentucky Cabinet for Health and Family Services
140,Thoroughbred Senior Living,8502 Jefferson Dr,Georgetown,Kentucky,40324,Scott,(606) 294-6210,Continuing Care Retirement Community,156,KY50735,Mary Ramirez,"[38.20307417040591, -84.53982217002323]",Kentucky Cabinet for Health and Family Services
141,Manor Place,9516 Mill St,Georgetown,Kentucky,40324,Scott,(364) 664-2745,Adult Day Care,39,KY75280,James Lee,"[38.22569706403422, -84.57429182825142]",Kentucky Cabinet for Health and Family Services
142,Heritage Nursing Home,4821 Oak Ave,Georgetown,Kentucky,40324,Scott,(859) 897-9656,Independent Living,38,KY60775,Barbara Walker,"[38.195138831857584, -84.55545080736701]",Kentucky Cabinet for Health and Family Services
143,Georgetown Gardens,3961 Park Ave,Georgetown,Kentucky,40324,Scott,(606) 674-7576,Independent Living,172,KY97252,Linda Wilson,"[38.222299370491434, -84.55271895807526]",Kentucky Cabinet for Health and Family Services
144,Magnolia Court,6611 Bluegrass Blvd,Georgetown,Kentucky,40324,Scott,(364) 553-8628,Skilled Nursing Facility,162,KY82741,Joseph Garcia,"[38.21470939772683, -84.55972708909441]",Kentucky Cabinet for Health and Family Services
145,Place Manor,1145 Bourbon St,Georgetown,Kentucky,40324,Scott,(859) 930-7788,Adult Day Care,44,KY35472,Mark Jackson,"[38.2268488313344, -84.55527872666083]",Kentucky Cabinet for Health and Family Services
146,Heritage Skilled Nursing,2414 Kentucky Ave,Georgetown,Kentucky,40324,Scott,(606) 407-6782,Memory Care,141,KY72895,Nancy Ramirez,"[38.21749564837287, -84.56837329901255]",Kentucky Cabinet for Health and Family Services
147,Oak Retirement Community,9999 Lincoln Ave,Georgetown,Kentucky,40324,Scott,(502) 945-3216,Personal Care Home,126,KY49870,Donald Thompson,"[38.21994957704981, -84.56178865900885]",Kentucky Cabinet for Health and Family Services
148,Place Villa,3665 Church St,Georgetown,Kentucky,40324,Scott,(606) 312-7149,Personal Care Home,28,KY70065,Donald Rodriguez,"[38.21507035530061, -84.54670220768033]",Kentucky Cabinet for Health and Family Services
149,Henderson Health Care,448 Maple Dr,Henderson,Kentucky,42420,Henderson,(859) 505-7733,Skilled Nursing Facility,89,KY47611,David Anderson,"[37.81805259663604, -87.59978297670332]",Kentucky Cabinet for Health and Family Services
150,Hillside Villa,4712 Cedar Ln,Henderson,Kentucky,42420,Henderson,(270) 726-4800,Adult Day Care,83,KY29486,Christopher Rodriguez,"[37.82241885846748, -87.57227469553239]",Kentucky Cabinet for Health and Family Services
151,Court Place,5479 Washington St,Henderson,Kentucky,42420,Henderson,(270) 282-9877,Independent Living,53,KY13239,Mark Sanchez,"[37.84994225158895, -87.573436798364]",Kentucky Cabinet for Health and Family Services
152,Place Villa,1591 Jefferson Dr,Henderson,Kentucky,42420,Henderson,(859) 800-5832,Memory Care,161,KY81607,Elizabeth Taylor,"[37.85012543466348, -87.5738158802969]",Kentucky Cabinet for Health and Family Services
153,Henderson Nursing Home,1084 Jefferson Dr,Henderson,Kentucky,42420,Henderson,(606) 776-4245,Assisted Living,73,KY71834,Lisa Robinson,"[37.82920555208574, -87.58145125281311]",Kentucky Cabinet for Health and Family Services
154,Manor Center,5760 Mill St,Henderson,Kentucky,42420,Henderson,(606) 624-9479,Memory Care,84,KY35389,Thomas Lewis,"[37.82708150050195, -87.60695949206001]",Kentucky Cabinet for Health and Family Services
155,Riverside Nursing Home,2939 First St,Henderson,Kentucky,42420,Henderson,(606) 977-6254,Skilled Nursing Facility,64,KY75693,William Ramirez,"[37.82385232138967, -87.59898071868301]",Kentucky Cabinet for Health and Family Services
156,Garden Assisted Living,6588 Bourbon St,Henderson,Kentucky,42420,Henderson,(606) 848-7921,Adult Day Care,104,KY91716,Barbara White,"[37.85059037496702, -87.594365807137]",Kentucky Cabinet for Health and Family Services
157,Henderson Senior Living,5320 Main St,Henderson,Kentucky,42420,Henderson,(364) 763-4240,Assisted Living,128,KY91227,Mary White,"[37.83635370072626, -87.58538964858978]",Kentucky Cabinet for Health and Family Services
158,Heritage Court,9815 Pine Rd,Henderson,Kentucky,42420,Henderson,(859) 812-6017,Independent Living,86,KY48825,Donna Johnson,"[37.81633451328051, -87.58647456951823]",Kentucky Cabinet for Health and Family Services
159,Henderson Retirement Community,7351 Derby Dr,Henderson,Kentucky,42420,Henderson,(606) 379-7167,Adult Day Care,31,KY10595,Donna Martin,"[37.8311849723697, -87.60526674746998]",Kentucky Cabinet for Health and Family Services
160,Derby Court,9554 Second St,Henderson,Kentucky,42420,Henderson,(502) 977-4741,Memory Care,51,KY13235,Daniel Smith,"[37.81693345582193, -87.5900799161625]",Kentucky Cabinet for Health and Family Services
161,Magnolia Senior Living,4473 Elm St,Henderson,Kentucky,42420,Henderson,(364) 474-4080,Assisted Living,105,KY35732,Sarah Lee,"[37.8195361864922, -87.5907244337955]",Kentucky Cabinet for Health and Family Services
162,Garden Assisted Living,5499 Second St,Henderson,Kentucky,42420,Henderson,(502) 928-4332,Assisted Living,30,KY88239,Donna Smith,"[37.82700439505108, -87.57517639597884]",Kentucky Cabinet for Health and Family Services
163,Riverside Place,6025 Church St,Henderson,Kentucky,42420,Henderson,(606) 305-5479,Skilled Nursing Facility,170,KY30560,David Davis,"[37.854485064260636, -87.59146192516558]",Kentucky Cabinet for Health and Family Services
164,Henderson Court,1445 Bluegrass Blvd,Henderson,Kentucky,42420,Henderson,(364) 637-4389,Personal Care Home,134,KY71882,David Johnson,"[37.84686412085751, -87.60067967637683]",Kentucky Cabinet for Health and Family Services
165,Derby Gardens,173 Horse Park Rd,Henderson,Kentucky,42420,Henderson,(502) 876-2620,Assisted Living,76,KY86686,Donald Rodriguez,"[37.85497679390611, -87.59780935446146]",Kentucky Cabinet for Health and Family Services
166,Bourbon Center,613 Bluegrass Blvd,Henderson,Kentucky,42420,Henderson,(606) 831-9083,Independent Living,105,KY43456,Barbara Ramirez,"[37.82785640449965, -87.58408080057359]",Kentucky Cabinet for Health and Family Services
167,Oak Commons,3954 Derby Dr,Henderson,Kentucky,42420,Henderson,(859) 209-1230,Independent Living,31,KY22792,Elizabeth Anderson,"[37.852260370673186, -87.58752307295757]",Kentucky Cabinet for Health and Family Services
168,Henderson Manor,2284 Maple Dr,Henderson,Kentucky,42420,Henderson,(606) 781-6079,Personal Care Home,148,KY83074,David Martinez,"[37.84320186335906, -87.59576465219598]",Kentucky Cabinet for Health and Family Services
169,Garden Center,9301 Horse Park Rd,Henderson,Kentucky,42420,Henderson,(364) 420-1501,Skilled Nursing Facility,78,KY46109,James Williams,"[37.81856613350145, -87.58158375321281]",Kentucky Cabinet for Health and Family Services
170,Court Health Care,4972 Elm St,Elizabethtown,Kentucky,42702,Hardin,(502) 738-1199,Skilled Nursing Facility,147,KY76381,Linda White,"[37.70481008276537, -85.84952497294664]",Kentucky Cabinet for Health and Family Services
171,Thoroughbred Place,7925 Maple Dr,Elizabethtown,Kentucky,42702,Hardin,(502) 312-2899,Adult Day Care,159,KY21024,Charles Harris,"[37.678650532836784, -85.84343097733846]",Kentucky Cabinet for Health and Family Services
172,Heritage Place,8427 Maple Dr,Elizabethtown,Kentucky,42702,Hardin,(270) 258-1059,Independent Living,127,KY94047,John Wilson,"[37.70379939255042, -85.87022608664405]",Kentucky Cabinet for Health and Family Services
173,Elizabethtown Senior Living,3031 Mill St,Elizabethtown,Kentucky,42702,Hardin,(270) 570-7904,Skilled Nursing Facility,151,KY47814,Michael Garcia,"[37.67655610586689, -85.86868499085257]",Kentucky Cabinet for Health and Family Services
174,Elizabethtown Commons,7762 Elm St,Elizabethtown,Kentucky,42702,Hardin,(270) 803-2369,Skilled Nursing Facility,48,KY25022,John Perez,"[37.679357752446975, -85.84643318148078]",Kentucky Cabinet for Health and Family Services
175,Bourbon Senior Living,5377 Derby Dr,Elizabethtown,Kentucky,42702,Hardin,(364) 322-1855,Personal Care Home,30,KY79307,Richard Sanchez,"[37.71089845678193, -85.85058928520604]",Kentucky Cabinet for Health and Family Services
176,Valley Center,8043 Derby Dr,Elizabethtown,Kentucky,42702,Hardin,(606) 209-7507,Memory Care,125,KY13033,David Garcia,"[37.70368445810105, -85.85177926123289]",Kentucky Cabinet for Health and Family Services
177,Bourbon Retirement Community,6068 Cedar Ln,Elizabethtown,Kentucky,42702,Hardin,(502) 421-5312,Memory Care,141,KY17016,Mary Walker,"[37.68389156803144, -85.85850648398286]",Kentucky Cabinet for Health and Family Services
178,Manor Assisted Living,5189 Main St,Elizabethtown,Kentucky,42701,Hardin,(859) 693-2319,Continuing Care Retirement Community,68,KY64379,Mary Sanchez,"[37.6824182788703, -85.87705877122787]",Kentucky Cabinet for Health and Family Services
179,Pine Assisted Living,3751 Monroe St,Elizabethtown,Kentucky,42702,Hardin,(859) 292-4222,Assisted Living,86,KY99627,Joseph Martinez,"[37.68330621764523, -85.86652412703079]",Kentucky Cabinet for Health and Family Services
180,Elizabethtown Manor,7061 Third St,Elizabethtown,Kentucky,42702,Hardin,(859) 915-9975,Personal Care Home,162,KY21667,Betty Garcia,"[37.69568260969667, -85.86970493512717]",Kentucky Cabinet for Health and Family Services
181,Elizabethtown Health Care,5779 Cedar Ln,Elizabethtown,Kentucky,42701,Hardin,(270) 519-9933,Independent Living,149,KY34152,Daniel Taylor,"[37.705957593111, -85.8639368848092]",Kentucky Cabinet for Health and Family Services
182,Oak Court,1336 Horse Park Rd,Elizabethtown,Kentucky,42701,Hardin,(364) 365-5162,Skilled Nursing Facility,122,KY10304,Joseph White,"[37.710375052954156, -85.8554336142704]",Kentucky Cabinet for Health and Family Services
183,Bluegrass Assisted Living,2995 Oak Ave,Elizabethtown,Kentucky,42701,Hardin,(606) 211-1088,Assisted Living,109,KY54578,Christopher Sanchez,"[37.70223654859248, -85.8562804505839]",Kentucky Cabinet for Health and Family Services
184,Manor Gardens,7818 Monroe St,Elizabethtown,Kentucky,42701,Hardin,(859) 249-5992,Adult Day Care,149,KY59533,Matthew Walker,"[37.69466188198576, -85.8712155237251]",Kentucky Cabinet for Health and Family Services
185,Maple Senior Living,3353 Horse Park Rd,Elizabethtown,Kentucky,42701,Hardin,(859) 708-3828,Continuing Care Retirement Community,172,KY57507,Joseph Rodriguez,"[37.683415254659245, -85.85321670675833]",Kentucky Cabinet for Health and Family Services
186,Garden Retirement Community,2050 Lincoln Ave,Elizabethtown,Kentucky,42702,Hardin,(859) 638-8726,Continuing Care Retirement Community,126,KY27768,Robert Clark,"[37.70672514226161, -85.8598361944676]",Kentucky Cabinet for Health and Family Services
187,Thoroughbred Commons,245 Oak Ave,Elizabethtown,Kentucky,42702,Hardin,(270) 609-8453,Assisted Living,58,KY51305,Susan Johnson,"[37.69778816244373, -85.84723013506401]",Kentucky Cabinet for Health and Family Services
188,Valley Place,4989 First St,Elizabethtown,Kentucky,42702,Hardin,(859) 664-5348,Adult Day Care,142,KY44583,Mary Martinez,"[37.68989814985113, -85.85159392048732]",Kentucky Cabinet for Health and Family Services
189,Derby Place,9853 Bluegrass Blvd,Elizabethtown,Kentucky,42702,Hardin,(859) 940-6150,Memory Care,93,KY12905,William Smith,"[37.68273083718119, -85.86114801077287]",Kentucky Cabinet for Health and Family Services
190,Kentucky Nursing Home,8383 Park Ave,Elizabethtown,Kentucky,42701,Hardin,(859) 250-2879,Personal Care Home,36,KY80604,Anthony Walker,"[37.68429111096884, -85.86246355507632]",Kentucky Cabinet for Health and Family Services
191,Thoroughbred Manor,171 Derby Dr,Elizabethtown,Kentucky,42702,Hardin,(606) 516-9418,Continuing Care Retirement Community,48,KY84309,Betty Johnson,"[37.70572713859984, -85.85279951934208]",Kentucky Cabinet for Health and Family Services
192,Sunset Assisted Living,4650 Pine Rd,Elizabethtown,Kentucky,42701,Hardin,(364) 436-3886,Adult Day Care,40,KY74130,Susan Martinez,"[37.70297249014579, -85.85526519440847]",Kentucky Cabinet for Health and Family Services
193,Place Assisted Living,8135 Jefferson Dr,Elizabethtown,Kentucky,42702,Hardin,(364) 884-2517,Adult Day Care,66,KY17780,John Rodriguez,"[37.68597101167021, -85.86383264100499]",Kentucky Cabinet for Health and Family Services
194,Elizabethtown Retirement Community,8518 Elm St,Elizabethtown,Kentucky,42702,Hardin,(502) 346-9863,Assisted Living,144,KY86936,Betty Williams,"[37.69989387395682, -85.87516635205856]",Kentucky Cabinet for Health and Family Services
195,Bluegrass Center,3258 Lincoln Ave,Frankfort,Kentucky,40601,Franklin,(606) 958-2923,Assisted Living,43,KY12897,Betty Gonzalez,"[38.2112406385994, -84.87003721437948]",Kentucky Cabinet for Health and Family Services
196,Frankfort Center,9583 Washington St,Frankfort,Kentucky,40602,Franklin,(606) 906-4715,Assisted Living,124,KY17080,Thomas White,"[38.19828817435665, -84.8574985908974]",Kentucky Cabinet for Health and Family Services
197,Oak Skilled Nursing,5346 Mill St,Frankfort,Kentucky,40602,Franklin,(364) 691-8918,Continuing Care Retirement Community,97,KY16041,Thomas Martinez,"[38.219014213199614, -84.87798376970694]",Kentucky Cabinet for Health and Family Services
198,Sunset Villa,7066 Park Ave,Frankfort,Kentucky,40602,Franklin,(270) 917-9344,Personal Care Home,158,KY79959,Barbara Brown,"[38.21018304576536, -84.85389520262545]",Kentucky Cabinet for Health and Family Services
199,Bourbon Gardens,2379 Second St,Frankfort,Kentucky,40602,Franklin,(364) 401-6845,Adult Day Care,29,KY15665,Elizabeth Clark,"[38.208264122106, -84.8649188598066]",Kentucky Cabinet for Health and Family Services
200,Bluegrass Manor,2150 Kentucky Ave,Frankfort,Kentucky,40601,Franklin,(859) 733-3577,Personal Care Home,158,KY59519,Jennifer Lopez,"[38.21123615170455, -84.89114665627775]",Kentucky Cabinet for Health and Family Services
201,Garden Center,9570 Maple Dr,Frankfort,Kentucky,40601,Franklin,(606) 683-6342,Adult Day Care,149,KY88932,Daniel Lewis,"[38.20148407671706, -84.8857689117736]",Kentucky Cabinet for Health and Family Services
202,Heritage Senior Living,977 Derby Dr,Frankfort,Kentucky,40602,Franklin,(502) 550-7008,Independent Living,91,KY95472,Betty Davis,"[38.22006006399794, -84.86868762378583]",Kentucky Cabinet for Health and Family Services
203,Garden Health Care,9369 Second St,Frankfort,Kentucky,40602,Franklin,(606) 321-3072,Memory Care,101,KY78490,Thomas Williams,"[38.18947777235527, -84.87238960176352]",Kentucky Cabinet for Health and Family Services
204,Hillside Place,7253 Jefferson Dr,Frankfort,Kentucky,40602,Franklin,(364) 523-6199,Memory Care,49,KY20606,Linda Harris,"[38.19686953693186, -84.88226579670469]",Kentucky Cabinet for Health and Family Services
205,Frankfort Villa,4463 Elm St,Frankfort,Kentucky,40601,Franklin,(502) 466-2057,Independent Living,177,KY51611,Christopher Perez,"[38.203109337761255, -84.88951072671139]",Kentucky Cabinet for Health and Family Services
206,Frankfort Retirement Community,7497 Maple Dr,Frankfort,Kentucky,40602,Franklin,(270) 282-9082,Memory Care,154,KY27858,Thomas Moore,"[38.208815407481204, -84.87824823985844]",Kentucky Cabinet for Health and Family Services
207,Heritage Assisted Living,9084 Church St,Frankfort,Kentucky,40601,Franklin,(859) 876-8897,Assisted Living,40,KY68516,Matthew Williams,"[38.19860515583871, -84.8667046951553]",Kentucky Cabinet for Health and Family Services
208,Place Gardens,5148 Pine Rd,Frankfort,Kentucky,40602,Franklin,(364) 392-8609,Assisted Living,29,KY63700,William Ramirez,"[38.20549597661708, -84.87309849226848]",Kentucky Cabinet for Health and Family Services
209,Frankfort Gardens,1953 First St,Frankfort,Kentucky,40601,Franklin,(364) 953-1001,Memory Care,136,KY22020,Michael Martin,"[38.19681362174798, -84.8599012405185]",Kentucky Cabinet for Health and Family Services
210,Heritage Skilled Nursing,1847 Church St,Frankfort,Kentucky,40602,Franklin,(859) 829-6691,Continuing Care Retirement Community,143,KY60881,Michael Walker,"[38.20765096101849, -84.88753444594403]",Kentucky Cabinet for Health and Family Services
211,Magnolia Manor,8655 Jefferson Dr,Frankfort,Kentucky,40602,Franklin,(859) 994-7654,Memory Care,146,KY71005,William Sanchez,"[38.21504578241622, -84.88607422507569]",Kentucky Cabinet for Health and Family Services
212,Heritage Skilled Nursing,1631 Monroe St,Frankfort,Kentucky,40602,Franklin,(502) 355-7953,Independent Living,123,KY61610,Thomas Thompson,"[38.201357315261134, -84.87837537994218]",Kentucky Cabinet for Health and Family Services
213,Golden Center,6594 Kentucky Ave,Frankfort,Kentucky,40601,Franklin,(606) 375-6776,Continuing Care Retirement Community,59,KY42105,Helen Davis,"[38.186436714569574, -84.87386252456695]",Kentucky Cabinet for Health and Family Services
214,Magnolia Skilled Nursing,1095 Oak Ave,Frankfort,Kentucky,40601,Franklin,(270) 681-8037,Assisted Living,73,KY67768,Richard Perez,"[38.219518585515544, -84.88773514909411]",Kentucky Cabinet for Health and Family Services
215,Kentucky Commons,7382 Oak Ave,Paducah,Kentucky,42002,McCracken,(502) 645-4473,Skilled Nursing Facility,158,KY73498,Joseph Ramirez,"[37.07117348085967, -88.5928674057943]",Kentucky Cabinet for Health and Family Services
216,Oak Court,201 Jefferson Dr,Paducah,Kentucky,42001,McCracken,(502) 439-6779,Adult Day Care,35,KY24650,Jessica Walker,"[37.084583184858886, -88.61628432790712]",Kentucky Cabinet for Health and Family Services
217,Manor Retirement Community,9927 Horse Park Rd,Paducah,Kentucky,42003,McCracken,(606) 699-8208,Skilled Nursing Facility,127,KY99016,Jennifer Sanchez,"[37.07984571747166, -88.58313586979683]",Kentucky Cabinet for Health and Family Services
218,Riverside Nursing Home,2792 Cedar Ln,Paducah,Kentucky,42003,McCracken,(364) 247-1775,Memory Care,40,KY96427,Sandra Gonzalez,"[37.07254542637459, -88.58975731903014]",Kentucky Cabinet for Health and Family Services
219,Court Memory Care,2518 Cedar Ln,Paducah,Kentucky,42002,McCracken,(502) 615-2138,Skilled Nursing Facility,86,KY88148,Anthony Clark,"[37.08451001030572, -88.58614831594001]",Kentucky Cabinet for Health and Family Services
220,Place Assisted Living,7489 Church St,Paducah,Kentucky,42002,McCracken,(859) 879-8797,Skilled Nursing Facility,104,KY12798,William Moore,"[37.09757561400627, -88.58372771741499]",Kentucky Cabinet for Health and Family Services
221,Hillside Skilled Nursing,5971 Washington St,Paducah,Kentucky,42002,McCracken,(270) 732-6759,Memory Care,164,KY48335,Matthew Jackson,"[37.07091913970056, -88.60672337297834]",Kentucky Cabinet for Health and Family Services
222,Paducah Nursing Home,1784 Third St,Paducah,Kentucky,42003,McCracken,(364) 631-2836,Assisted Living,137,KY28572,Barbara Jones,"[37.08721233656354, -88.5850730343263]",Kentucky Cabinet for Health and Family Services
223,Sunset Health Care,5829 Cedar Ln,Paducah,Kentucky,42002,McCracken,(364) 899-4445,Skilled Nursing Facility,92,KY35275,Linda Martinez,"[37.080507605954494, -88.61582685742535]",Kentucky Cabinet for Health and Family Services
224,Golden Manor,3465 Main St,Paducah,Kentucky,42002,McCracken,(606) 551-5584,Skilled Nursing Facility,74,KY74015,James Lewis,"[37.10158330309333, -88.59640493612687]",Kentucky Cabinet for Health and Family Services
225,Manor Nursing Home,4833 Bourbon St,Paducah,Kentucky,42003,McCracken,(859) 378-1454,Assisted Living,27,KY16771,Mark Hernandez,"[37.09672463408628, -88.6051571345852]",Kentucky Cabinet for Health and Family Services
226,Meadow Nursing Home,5442 Pine Rd,Paducah,Kentucky,42003,McCracken,(364) 646-7961,Skilled Nursing Facility,115,KY27151,Donald Thomas,"[37.07347196824418, -88.5953557918285]",Kentucky Cabinet for Health and Family Services
227,Bourbon Senior Living,5730 Maple Dr,Nicholasville,Kentucky,40356,Jessamine,(364) 548-3522,Independent Living,51,KY41432,Linda Jones,"[37.893844313849165, -84.56382726886173]",Kentucky Cabinet for Health and Family Services
228,Thoroughbred Commons,6594 Park Ave,Nicholasville,Kentucky,40356,Jessamine,(270) 733-3056,Memory Care,117,KY50542,Mark Lee,"[37.89153241372198, -84.56240484714777]",Kentucky Cabinet for Health and Family Services
229,Sunset Retirement Community,7571 Monroe St,Nicholasville,Kentucky,40356,Jessamine,(502) 610-2330,Personal Care Home,158,KY61425,Susan Rodriguez,"[37.865854543050304, -84.56054203967781]",Kentucky Cabinet for Health and Family Services
230,Pine Manor,4543 Mill St,Nicholasville,Kentucky,40356,Jessamine,(270) 752-5378,Continuing Care Retirement Community,63,KY99965,James Walker,"[37.890106461153756, -84.56368610395224]",Kentucky Cabinet for Health and Family Services
231,Nicholasville Skilled Nursing,5162 Elm St,Nicholasville,Kentucky,40356,Jessamine,(859) 251-8467,Independent Living,175,KY18962,Daniel Robinson,"[37.890858851814365, -84.57551458272695]",Kentucky Cabinet for Health and Family Services
232,Heritage Place,6191 Cedar Ln,Nicholasville,Kentucky,40356,Jessamine,(859) 818-7214,Assisted Living,151,KY85659,Christopher Jones,"[37.89489576785256, -84.58552408076999]",Kentucky Cabinet for Health and Family Services
233,Kentucky Retirement Community,1866 Oak Ave,Nicholasville,Kentucky,40356,Jessamine,(502) 491-7288,Memory Care,25,KY84734,Richard Gonzalez,"[37.865457907456175, -84.5739304246748]",Kentucky Cabinet for Health and Family Services
234,Nicholasville Assisted Living,7234 Madison Rd,Nicholasville,Kentucky,40356,Jessamine,(364) 484-4840,Continuing Care Retirement Community,179,KY90571,Mark Garcia,"[37.87451090301067, -84.57377328579683]",Kentucky Cabinet for Health and Family Services
235,Pine Assisted Living,536 Mill St,Nicholasville,Kentucky,40356,Jessamine,(270) 634-1587,Continuing Care Retirement Community,57,KY56892,Susan Williams,"[37.878495958696114, -84.58188069177085]",Kentucky Cabinet for Health and Family Services
236,Valley Manor,4630 Second St,Nicholasville,Kentucky,40356,Jessamine,(364) 909-2923,Skilled Nursing Facility,80,KY35570,Anthony Williams,"[37.87243062539772, -84.58582068785694]",Kentucky Cabinet for Health and Family Services
237,Valley Commons,3167 Park Ave,Nicholasville,Kentucky,40356,Jessamine,(859) 527-9244,Independent Living,161,KY63019,Patricia Smith,"[37.88239103270223, -84.57712083534582]",Kentucky Cabinet for Health and Family Services
238,Sunset Commons,6495 Third St,Nicholasville,Kentucky,40356,Jessamine,(859) 881-1414,Personal Care Home,150,KY65514,Nancy Martinez,"[37.86311668252733, -84.59044363348164]",Kentucky Cabinet for Health and Family Services
239,Pine Gardens,5733 Church St,Nicholasville,Kentucky,40356,Jessamine,(502) 288-8221,Assisted Living,128,KY88246,Daniel Ramirez,"[37.899712151877054, -84.58241366386459]",Kentucky Cabinet for Health and Family Services
240,Nicholasville Court,5111 Park Ave,Nicholasville,Kentucky,40356,Jessamine,(606) 952-3106,Skilled Nursing Facility,150,KY24435,Sarah Jones,"[37.87242766824487, -84.57860530630387]",Kentucky Cabinet for Health and Family Services
241,Ashland Skilled Nursing,2330 Madison Rd,Ashland,Kentucky,41101,Boyd,(502) 380-1150,Independent Living,166,KY28212,Michael Davis,"[38.47386363314593, -82.63268466810084]",Kentucky Cabinet for Health and Family Services
242,Ashland Retirement Community,3466 Third St,Ashland,Kentucky,41101,Boyd,(364) 988-4899,Adult Day Care,100,KY99215,James Wilson,"[38.46487970306762, -82.64031983666281]",Kentucky Cabinet for Health and Family Services
243,Ashland Commons,7748 Kentucky Ave,Ashland,Kentucky,41101,Boyd,(270) 734-3253,Assisted Living,90,KY81388,Anthony Johnson,"[38.46970724693472, -82.63615106586103]",Kentucky Cabinet for Health and Family Services
244,Riverside Nursing Home,9162 Kentucky Ave,Ashland,Kentucky,41102,Boyd,(502) 947-4917,Adult Day Care,163,KY93416,Sandra Gonzalez,"[38.47553338682669, -82.6364876338905]",Kentucky Cabinet for Health and Family Services
245,Ashland Place,4264 Bourbon St,Ashland,Kentucky,41102,Boyd,(502) 310-9974,Personal Care Home,145,KY31797,Daniel Martin,"[38.4648091922123, -82.61845587944894]",Kentucky Cabinet for Health and Family Services
246,Place Skilled Nursing,5731 Cedar Ln,Ashland,Kentucky,41105,Boyd,(270) 383-5082,Skilled Nursing Facility,124,KY86106,Charles Garcia,"[38.48770649318956, -82.62701098015644]",Kentucky Cabinet for Health and Family Services
247,Ashland Skilled Nursing,2700 Third St,Ashland,Kentucky,41102,Boyd,(606) 327-6769,Independent Living,34,KY88331,Mary Harris,"[38.45955353564428, -82.63607737467765]",Kentucky Cabinet for Health and Family Services
248,Manor Nursing Home,3098 Kentucky Ave,Ashland,Kentucky,41102,Boyd,(606) 216-2691,Adult Day Care,82,KY48751,Christopher Rodriguez,"[38.47610727426848, -82.63736324486504]",Kentucky Cabinet for Health and Family Services
