id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Blue Ridge Manor,1000 Main Street,Burlington,Alamance,NC,27001,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60001,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.alamance-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.9932,-79.45280000000001
202,Coastal Plains Care,1300 Church Street,Lexington,Davidson,NC,27202,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60202,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.davidson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
203,Carolina Pines Manor,1400 Oak Street,Lexington,Davidson,NC,27203,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60203,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.davidson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
204,Smoky Mountain Village,1500 Maple Avenue,Lexington,Davidson,NC,27204,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60204,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.davidson-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
205,Blue Ridge Manor,1000 Main Street,Mocksville,Davie,NC,27205,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60205,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
206,Tar Heel Commons,1100 North Carolina Avenue,Mocksville,Davie,NC,27206,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60206,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
207,Piedmont Village,1200 State Street,Mocksville,Davie,NC,27207,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60207,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
208,Coastal Plains Care,1300 Church Street,Mocksville,Davie,NC,27208,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60208,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
209,Carolina Pines Manor,1400 Oak Street,Mocksville,Davie,NC,27209,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60209,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
210,Smoky Mountain Village,1500 Maple Avenue,Mocksville,Davie,NC,27210,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60210,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.davie-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
211,Blue Ridge Manor,1000 Main Street,Kenansville,Duplin,NC,27211,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60211,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
212,Tar Heel Commons,1100 North Carolina Avenue,Kenansville,Duplin,NC,27212,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60212,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
213,Piedmont Village,1200 State Street,Kenansville,Duplin,NC,27213,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60213,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
214,Coastal Plains Care,1300 Church Street,Kenansville,Duplin,NC,27214,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60214,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
215,Carolina Pines Manor,1400 Oak Street,Kenansville,Duplin,NC,27215,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60215,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
216,Smoky Mountain Village,1500 Maple Avenue,Kenansville,Duplin,NC,27216,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60216,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.duplin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
217,Blue Ridge Manor,1000 Main Street,Durham,Durham,NC,27217,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60217,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.944,-78.93860000000001
218,Tar Heel Commons,1100 North Carolina Avenue,Durham,Durham,NC,27218,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60218,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.954,-78.9286
219,Piedmont Village,1200 State Street,Durham,Durham,NC,27219,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60219,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.964,-78.9186
220,Coastal Plains Care,1300 Church Street,Durham,Durham,NC,27220,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60220,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.974,-78.9086
221,Carolina Pines Manor,1400 Oak Street,Durham,Durham,NC,27221,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60221,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.984,-78.8986
222,Smoky Mountain Village,1500 Maple Avenue,Durham,Durham,NC,27222,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60222,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.994,-78.8886
223,Research Triangle Commons,1600 Pine Street,Durham,Durham,NC,27223,(710) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,NC-ALF-60223,North Carolina Department of Health and Human Services,2024-09-07,81,True,True,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.004,-78.8786
224,Queen City Manor,1700 Cedar Avenue,Durham,Durham,NC,27224,(711) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,NC-ALF-60224,North Carolina Department of Health and Human Services,2024-10-08,82,False,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.014,-78.8686
225,Outer Banks Village,1800 First Street,Durham,Durham,NC,27225,(712) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,NC-ALF-60225,North Carolina Department of Health and Human Services,2024-11-09,83,False,True,True,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.024,-78.93860000000001
226,Appalachian Commons,1900 Second Street,Durham,Durham,NC,27226,(713) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,NC-ALF-60226,North Carolina Department of Health and Human Services,2024-03-10,84,True,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.034,-78.9286
227,Cape Fear Manor,2000 Third Street,Durham,Durham,NC,27227,(714) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,NC-ALF-60227,North Carolina Department of Health and Human Services,2024-04-11,85,False,True,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.944,-78.9186
228,Sandhills Village,2100 Fourth Street,Durham,Durham,NC,27228,(715) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,NC-ALF-60228,North Carolina Department of Health and Human Services,2024-05-12,86,False,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.954,-78.9086
229,Triad Commons,2200 Franklin Street,Durham,Durham,NC,27229,(716) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,NC-ALF-60229,North Carolina Department of Health and Human Services,2024-06-13,87,True,True,True,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.964,-78.8986
230,Triangle Manor,2300 Market Street,Durham,Durham,NC,27230,(717) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,NC-ALF-60230,North Carolina Department of Health and Human Services,2024-07-14,88,False,False,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.974,-78.8886
231,Carolinas Village,2400 Trade Street,Durham,Durham,NC,27231,(718) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,NC-ALF-60231,North Carolina Department of Health and Human Services,2024-08-15,89,False,True,False,https://www.durham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.984,-78.8786
232,Blue Ridge Manor,1000 Main Street,Tarboro,Edgecombe,NC,27232,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60232,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
233,Tar Heel Commons,1100 North Carolina Avenue,Tarboro,Edgecombe,NC,27233,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60233,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
234,Piedmont Village,1200 State Street,Tarboro,Edgecombe,NC,27234,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60234,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
235,Coastal Plains Care,1300 Church Street,Tarboro,Edgecombe,NC,27235,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60235,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
236,Carolina Pines Manor,1400 Oak Street,Tarboro,Edgecombe,NC,27236,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60236,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
237,Smoky Mountain Village,1500 Maple Avenue,Tarboro,Edgecombe,NC,27237,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60237,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.edgecombe-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
238,Blue Ridge Manor,1000 Main Street,Winston-Salem,Forsyth,NC,27238,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60238,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0499,-80.28420000000001
239,Tar Heel Commons,1100 North Carolina Avenue,Winston-Salem,Forsyth,NC,27239,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60239,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0599,-80.27420000000001
240,Piedmont Village,1200 State Street,Winston-Salem,Forsyth,NC,27240,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60240,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0699,-80.2642
241,Coastal Plains Care,1300 Church Street,Winston-Salem,Forsyth,NC,27241,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60241,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.079899999999995,-80.25420000000001
242,Carolina Pines Manor,1400 Oak Street,Winston-Salem,Forsyth,NC,27242,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60242,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0899,-80.2442
243,Smoky Mountain Village,1500 Maple Avenue,Winston-Salem,Forsyth,NC,27243,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60243,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0999,-80.2342
244,Research Triangle Commons,1600 Pine Street,Winston-Salem,Forsyth,NC,27244,(710) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,NC-ALF-60244,North Carolina Department of Health and Human Services,2024-09-07,81,True,True,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.109899999999996,-80.22420000000001
245,Queen City Manor,1700 Cedar Avenue,Winston-Salem,Forsyth,NC,27245,(711) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,NC-ALF-60245,North Carolina Department of Health and Human Services,2024-10-08,82,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.1199,-80.2142
246,Outer Banks Village,1800 First Street,Winston-Salem,Forsyth,NC,27246,(712) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,NC-ALF-60246,North Carolina Department of Health and Human Services,2024-11-09,83,False,True,True,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.1299,-80.28420000000001
247,Appalachian Commons,1900 Second Street,Winston-Salem,Forsyth,NC,27247,(713) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,NC-ALF-60247,North Carolina Department of Health and Human Services,2024-03-10,84,True,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.1399,-80.27420000000001
248,Cape Fear Manor,2000 Third Street,Winston-Salem,Forsyth,NC,27248,(714) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,NC-ALF-60248,North Carolina Department of Health and Human Services,2024-04-11,85,False,True,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0499,-80.2642
249,Sandhills Village,2100 Fourth Street,Winston-Salem,Forsyth,NC,27249,(715) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,NC-ALF-60249,North Carolina Department of Health and Human Services,2024-05-12,86,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0599,-80.25420000000001
250,Triad Commons,2200 Franklin Street,Winston-Salem,Forsyth,NC,27250,(716) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,NC-ALF-60250,North Carolina Department of Health and Human Services,2024-06-13,87,True,True,True,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0699,-80.2442
251,Triangle Manor,2300 Market Street,Winston-Salem,Forsyth,NC,27251,(717) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,NC-ALF-60251,North Carolina Department of Health and Human Services,2024-07-14,88,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.079899999999995,-80.2342
252,Carolinas Village,2400 Trade Street,Winston-Salem,Forsyth,NC,27252,(718) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,NC-ALF-60252,North Carolina Department of Health and Human Services,2024-08-15,89,False,True,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0899,-80.22420000000001
253,Old North State Commons,2500 College Street,Winston-Salem,Forsyth,NC,27253,(719) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,55,NC-ALF-60253,North Carolina Department of Health and Human Services,2024-09-16,90,True,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.0999,-80.2142
254,Dogwood Manor,2600 University Avenue,Winston-Salem,Forsyth,NC,27254,(720) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,56,NC-ALF-60254,North Carolina Department of Health and Human Services,2024-10-17,91,False,True,True,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.109899999999996,-80.28420000000001
255,Magnolia Village,2700 Highland Avenue,Winston-Salem,Forsyth,NC,27255,(721) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,57,NC-ALF-60255,North Carolina Department of Health and Human Services,2024-11-18,92,False,False,False,https://www.forsyth-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,36.1199,-80.27420000000001
256,Blue Ridge Manor,1000 Main Street,Franklin,Franklin,NC,27256,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60256,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
257,Tar Heel Commons,1100 North Carolina Avenue,Franklin,Franklin,NC,27257,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60257,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
258,Piedmont Village,1200 State Street,Franklin,Franklin,NC,27258,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60258,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
259,Coastal Plains Care,1300 Church Street,Franklin,Franklin,NC,27259,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60259,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
260,Carolina Pines Manor,1400 Oak Street,Franklin,Franklin,NC,27260,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60260,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
261,Smoky Mountain Village,1500 Maple Avenue,Franklin,Franklin,NC,27261,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60261,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.franklin-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
262,Blue Ridge Manor,1000 Main Street,Gastonia,Gaston,NC,27262,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60262,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.212,-81.2273
263,Tar Heel Commons,1100 North Carolina Avenue,Gastonia,Gaston,NC,27263,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60263,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.222,-81.2173
264,Piedmont Village,1200 State Street,Gastonia,Gaston,NC,27264,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60264,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.232,-81.20729999999999
265,Coastal Plains Care,1300 Church Street,Gastonia,Gaston,NC,27265,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60265,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.242,-81.1973
266,Carolina Pines Manor,1400 Oak Street,Gastonia,Gaston,NC,27266,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60266,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.252,-81.1873
267,Smoky Mountain Village,1500 Maple Avenue,Gastonia,Gaston,NC,27267,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60267,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.262,-81.17729999999999
268,Research Triangle Commons,1600 Pine Street,Gastonia,Gaston,NC,27268,(710) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,NC-ALF-60268,North Carolina Department of Health and Human Services,2024-09-07,81,True,True,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.272,-81.1673
269,Queen City Manor,1700 Cedar Avenue,Gastonia,Gaston,NC,27269,(711) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,NC-ALF-60269,North Carolina Department of Health and Human Services,2024-10-08,82,False,False,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.282000000000004,-81.15729999999999
270,Outer Banks Village,1800 First Street,Gastonia,Gaston,NC,27270,(712) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,NC-ALF-60270,North Carolina Department of Health and Human Services,2024-11-09,83,False,True,True,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.292,-81.2273
271,Appalachian Commons,1900 Second Street,Gastonia,Gaston,NC,27271,(713) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,NC-ALF-60271,North Carolina Department of Health and Human Services,2024-03-10,84,True,False,False,https://www.gaston-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.302,-81.2173
272,Blue Ridge Manor,1000 Main Street,Gatesville,Gates,NC,27272,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60272,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
273,Tar Heel Commons,1100 North Carolina Avenue,Gatesville,Gates,NC,27273,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60273,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
274,Piedmont Village,1200 State Street,Gatesville,Gates,NC,27274,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60274,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
275,Coastal Plains Care,1300 Church Street,Gatesville,Gates,NC,27275,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60275,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
276,Carolina Pines Manor,1400 Oak Street,Gatesville,Gates,NC,27276,(708) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,NC-ALF-60276,North Carolina Department of Health and Human Services,2024-07-05,79,False,True,True,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.769600000000004,-78.6382
277,Smoky Mountain Village,1500 Maple Avenue,Gatesville,Gates,NC,27277,(709) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,NC-ALF-60277,North Carolina Department of Health and Human Services,2024-08-06,80,False,False,False,https://www.gates-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7796,-78.62819999999999
278,Blue Ridge Manor,1000 Main Street,Robbinsville,Graham,NC,27278,(704) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,NC-ALF-60278,North Carolina Department of Health and Human Services,2024-03-01,75,True,True,True,https://www.graham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.729600000000005,-78.6782
279,Tar Heel Commons,1100 North Carolina Avenue,Robbinsville,Graham,NC,27279,(705) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,NC-ALF-60279,North Carolina Department of Health and Human Services,2024-04-02,76,False,False,False,https://www.graham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7396,-78.6682
280,Piedmont Village,1200 State Street,Robbinsville,Graham,NC,27280,(706) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,NC-ALF-60280,North Carolina Department of Health and Human Services,2024-05-03,77,False,True,False,https://www.graham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7496,-78.6582
281,Coastal Plains Care,1300 Church Street,Robbinsville,Graham,NC,27281,(707) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,NC-ALF-60281,North Carolina Department of Health and Human Services,2024-06-04,78,True,False,False,https://www.graham-senior-living.com,Active,North Carolina Department of Health and Human Services,2025-07-17,35.7596,-78.6482
