id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hawkeye Manor,1000 Main Street,Greenfield,Adair,IA,50001,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70001,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.280800000000006,-94.5005
144,Prairie Village,1200 Hawkeye Boulevard,Leon,Decatur,IA,50144,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70144,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.decatur-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.6964,-93.7554
145,Iowa River Village,1300 Cornfield Drive,Leon,Decatur,IA,50145,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70145,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.decatur-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.706399999999995,-93.7454
146,Cedar Rapids Commons,1400 Prairie Street,Leon,Decatur,IA,50146,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70146,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.decatur-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7164,-93.7354
147,Hawkeye Manor,1000 Main Street,Manchester,Delaware,IA,50147,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70147,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.delaware-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4264,-91.37540000000001
148,Cornfield Commons,1100 Iowa Avenue,Manchester,Delaware,IA,50148,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70148,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.delaware-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4364,-91.36540000000001
149,Prairie Village,1200 Hawkeye Boulevard,Manchester,Delaware,IA,50149,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70149,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.delaware-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4464,-91.3554
150,Iowa River Village,1300 Cornfield Drive,Manchester,Delaware,IA,50150,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70150,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.delaware-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.456399999999995,-91.34540000000001
151,Cedar Rapids Commons,1400 Prairie Street,Manchester,Delaware,IA,50151,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70151,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.delaware-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4664,-91.3354
152,Hawkeye Manor,1000 Main Street,Burlington,Des Moines,IA,50152,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70152,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7764,-91.17540000000001
153,Cornfield Commons,1100 Iowa Avenue,Burlington,Des Moines,IA,50153,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70153,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7864,-91.1654
154,Prairie Village,1200 Hawkeye Boulevard,Burlington,Des Moines,IA,50154,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70154,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7964,-91.1554
155,Iowa River Village,1300 Cornfield Drive,Burlington,Des Moines,IA,50155,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70155,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.8064,-91.14540000000001
156,Cedar Rapids Commons,1400 Prairie Street,Burlington,Des Moines,IA,50156,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70156,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.8164,-91.1354
157,Des Moines Manor,1500 Cedar Avenue,Burlington,Des Moines,IA,50157,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70157,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.8264,-91.1254
158,Dubuque Village,1600 Des Moines Boulevard,Burlington,Des Moines,IA,50158,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70158,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.8364,-91.11540000000001
159,Sioux City Commons,1700 Dubuque Drive,Burlington,Des Moines,IA,50159,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70159,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.desmoines-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.8464,-91.1054
160,Hawkeye Manor,1000 Main Street,Spirit Lake,Dickinson,IA,50160,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70160,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.dickinson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.376400000000004,-95.17540000000001
161,Cornfield Commons,1100 Iowa Avenue,Spirit Lake,Dickinson,IA,50161,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70161,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.dickinson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3864,-95.1654
162,Prairie Village,1200 Hawkeye Boulevard,Spirit Lake,Dickinson,IA,50162,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70162,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.dickinson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3964,-95.1554
163,Iowa River Village,1300 Cornfield Drive,Spirit Lake,Dickinson,IA,50163,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70163,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.dickinson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4064,-95.14540000000001
164,Cedar Rapids Commons,1400 Prairie Street,Spirit Lake,Dickinson,IA,50164,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70164,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.dickinson-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4164,-95.1354
165,Hawkeye Manor,1000 Main Street,Dubuque,Dubuque,IA,50165,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70165,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4506,-90.7065
166,Cornfield Commons,1100 Iowa Avenue,Dubuque,Dubuque,IA,50166,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70166,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4606,-90.6965
167,Prairie Village,1200 Hawkeye Boulevard,Dubuque,Dubuque,IA,50167,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70167,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4706,-90.6865
168,Iowa River Village,1300 Cornfield Drive,Dubuque,Dubuque,IA,50168,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70168,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.480599999999995,-90.6765
169,Cedar Rapids Commons,1400 Prairie Street,Dubuque,Dubuque,IA,50169,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70169,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4906,-90.6665
170,Des Moines Manor,1500 Cedar Avenue,Dubuque,Dubuque,IA,50170,(520) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,IA-ALF-70170,Iowa Department of Human Services,2024-08-06,80,False,False,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.5006,-90.6565
171,Dubuque Village,1600 Des Moines Boulevard,Dubuque,Dubuque,IA,50171,(521) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,IA-ALF-70171,Iowa Department of Human Services,2024-09-07,81,True,True,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.5106,-90.6465
172,Sioux City Commons,1700 Dubuque Drive,Dubuque,Dubuque,IA,50172,(522) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,IA-ALF-70172,Iowa Department of Human Services,2024-10-08,82,False,False,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.5206,-90.6365
173,Waterloo Manor,1800 Sioux City Street,Dubuque,Dubuque,IA,50173,(523) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,IA-ALF-70173,Iowa Department of Human Services,2024-11-09,83,False,True,True,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.5306,-90.7065
174,Davenport Village,1900 Waterloo Avenue,Dubuque,Dubuque,IA,50174,(524) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,IA-ALF-70174,Iowa Department of Human Services,2024-03-10,84,True,False,False,https://www.dubuque-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.5406,-90.6965
175,Hawkeye Manor,1000 Main Street,Estherville,Emmet,IA,50175,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70175,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.emmet-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.376400000000004,-94.72540000000001
176,Cornfield Commons,1100 Iowa Avenue,Estherville,Emmet,IA,50176,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70176,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.emmet-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3864,-94.7154
177,Prairie Village,1200 Hawkeye Boulevard,Estherville,Emmet,IA,50177,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70177,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.emmet-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.3964,-94.7054
178,Iowa River Village,1300 Cornfield Drive,Estherville,Emmet,IA,50178,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70178,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.emmet-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4064,-94.6954
179,Cedar Rapids Commons,1400 Prairie Street,Estherville,Emmet,IA,50179,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70179,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.emmet-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.4164,-94.6854
180,Hawkeye Manor,1000 Main Street,West Union,Fayette,IA,50180,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70180,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.fayette-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.8264,-91.87540000000001
181,Cornfield Commons,1100 Iowa Avenue,West Union,Fayette,IA,50181,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70181,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.fayette-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.8364,-91.86540000000001
182,Prairie Village,1200 Hawkeye Boulevard,West Union,Fayette,IA,50182,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70182,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.fayette-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.846399999999996,-91.8554
183,Iowa River Village,1300 Cornfield Drive,West Union,Fayette,IA,50183,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70183,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.fayette-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.856399999999994,-91.84540000000001
184,Cedar Rapids Commons,1400 Prairie Street,West Union,Fayette,IA,50184,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70184,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.fayette-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.8664,-91.8354
185,Hawkeye Manor,1000 Main Street,Charles City,Floyd,IA,50185,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70185,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.floyd-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0264,-92.72540000000001
186,Cornfield Commons,1100 Iowa Avenue,Charles City,Floyd,IA,50186,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70186,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.floyd-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0364,-92.7154
187,Prairie Village,1200 Hawkeye Boulevard,Charles City,Floyd,IA,50187,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70187,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.floyd-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0464,-92.7054
188,Iowa River Village,1300 Cornfield Drive,Charles City,Floyd,IA,50188,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70188,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.floyd-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0564,-92.6954
189,Cedar Rapids Commons,1400 Prairie Street,Charles City,Floyd,IA,50189,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70189,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.floyd-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.0664,-92.6854
190,Hawkeye Manor,1000 Main Street,Hampton,Franklin,IA,50190,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70190,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.franklin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.6764,-93.37540000000001
191,Cornfield Commons,1100 Iowa Avenue,Hampton,Franklin,IA,50191,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70191,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.franklin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.6864,-93.36540000000001
192,Prairie Village,1200 Hawkeye Boulevard,Hampton,Franklin,IA,50192,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70192,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.franklin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.6964,-93.3554
193,Iowa River Village,1300 Cornfield Drive,Hampton,Franklin,IA,50193,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70193,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.franklin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.706399999999995,-93.34540000000001
194,Cedar Rapids Commons,1400 Prairie Street,Hampton,Franklin,IA,50194,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70194,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.franklin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.7164,-93.3354
195,Hawkeye Manor,1000 Main Street,Sidney,Fremont,IA,50195,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70195,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.fremont-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.726400000000005,-95.7754
196,Cornfield Commons,1100 Iowa Avenue,Sidney,Fremont,IA,50196,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70196,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.fremont-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7364,-95.7654
197,Prairie Village,1200 Hawkeye Boulevard,Sidney,Fremont,IA,50197,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70197,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.fremont-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7464,-95.7554
198,Iowa River Village,1300 Cornfield Drive,Sidney,Fremont,IA,50198,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70198,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.fremont-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.7564,-95.7454
199,Cedar Rapids Commons,1400 Prairie Street,Sidney,Fremont,IA,50199,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70199,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.fremont-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,40.766400000000004,-95.7354
200,Hawkeye Manor,1000 Main Street,Jefferson,Greene,IA,50200,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70200,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.greene-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.976400000000005,-94.47540000000001
201,Cornfield Commons,1100 Iowa Avenue,Jefferson,Greene,IA,50201,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70201,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.greene-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9864,-94.4654
202,Prairie Village,1200 Hawkeye Boulevard,Jefferson,Greene,IA,50202,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70202,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.greene-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.9964,-94.4554
203,Iowa River Village,1300 Cornfield Drive,Jefferson,Greene,IA,50203,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70203,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.greene-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.0064,-94.4454
204,Cedar Rapids Commons,1400 Prairie Street,Jefferson,Greene,IA,50204,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70204,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.greene-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.016400000000004,-94.4354
205,Hawkeye Manor,1000 Main Street,Grundy Center,Grundy,IA,50205,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70205,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.grundy-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3264,-92.8254
206,Cornfield Commons,1100 Iowa Avenue,Grundy Center,Grundy,IA,50206,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70206,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.grundy-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3364,-92.8154
207,Prairie Village,1200 Hawkeye Boulevard,Grundy Center,Grundy,IA,50207,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70207,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.grundy-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.346399999999996,-92.80539999999999
208,Iowa River Village,1300 Cornfield Drive,Grundy Center,Grundy,IA,50208,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70208,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.grundy-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.356399999999994,-92.7954
209,Cedar Rapids Commons,1400 Prairie Street,Grundy Center,Grundy,IA,50209,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70209,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.grundy-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3664,-92.7854
210,Hawkeye Manor,1000 Main Street,Guthrie Center,Guthrie,IA,50210,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70210,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.guthrie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.626400000000004,-94.5754
211,Cornfield Commons,1100 Iowa Avenue,Guthrie Center,Guthrie,IA,50211,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70211,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.guthrie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6364,-94.5654
212,Prairie Village,1200 Hawkeye Boulevard,Guthrie Center,Guthrie,IA,50212,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70212,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.guthrie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6464,-94.55539999999999
213,Iowa River Village,1300 Cornfield Drive,Guthrie Center,Guthrie,IA,50213,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70213,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.guthrie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6564,-94.5454
214,Cedar Rapids Commons,1400 Prairie Street,Guthrie Center,Guthrie,IA,50214,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70214,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.guthrie-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,41.6664,-94.5354
215,Hawkeye Manor,1000 Main Street,Webster City,Hamilton,IA,50215,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70215,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.hamilton-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4264,-93.87540000000001
216,Cornfield Commons,1100 Iowa Avenue,Webster City,Hamilton,IA,50216,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70216,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.hamilton-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4364,-93.86540000000001
217,Prairie Village,1200 Hawkeye Boulevard,Webster City,Hamilton,IA,50217,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70217,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.hamilton-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4464,-93.8554
218,Iowa River Village,1300 Cornfield Drive,Webster City,Hamilton,IA,50218,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70218,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.hamilton-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.456399999999995,-93.84540000000001
219,Cedar Rapids Commons,1400 Prairie Street,Webster City,Hamilton,IA,50219,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70219,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.hamilton-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.4664,-93.8354
220,Hawkeye Manor,1000 Main Street,Garner,Hancock,IA,50220,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70220,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.hancock-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.1764,-93.67540000000001
221,Cornfield Commons,1100 Iowa Avenue,Garner,Hancock,IA,50221,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70221,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.hancock-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.1864,-93.6654
222,Prairie Village,1200 Hawkeye Boulevard,Garner,Hancock,IA,50222,(517) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,IA-ALF-70222,Iowa Department of Human Services,2024-05-03,77,False,True,False,https://www.hancock-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.1964,-93.6554
223,Iowa River Village,1300 Cornfield Drive,Garner,Hancock,IA,50223,(518) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,IA-ALF-70223,Iowa Department of Human Services,2024-06-04,78,True,False,False,https://www.hancock-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.206399999999995,-93.64540000000001
224,Cedar Rapids Commons,1400 Prairie Street,Garner,Hancock,IA,50224,(519) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,IA-ALF-70224,Iowa Department of Human Services,2024-07-05,79,False,True,True,https://www.hancock-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,43.2164,-93.6354
225,Hawkeye Manor,1000 Main Street,Eldora,Hardin,IA,50225,(515) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,IA-ALF-70225,Iowa Department of Human Services,2024-03-01,75,True,True,True,https://www.hardin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3264,-93.37540000000001
226,Cornfield Commons,1100 Iowa Avenue,Eldora,Hardin,IA,50226,(516) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,IA-ALF-70226,Iowa Department of Human Services,2024-04-02,76,False,False,False,https://www.hardin-senior-living.com,Active,Iowa Department of Human Services,2025-07-17,42.3364,-93.36540000000001
