id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Keystone Manor,1000 Main Street,Adams,Adams,PA,15001,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10001,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.adams-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
81,Keystone Manor,1000 Main Street,Clinton,Clinton,PA,15081,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10081,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.clinton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
82,Liberty Gardens,1100 Market Street,Clinton,Clinton,PA,15082,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10082,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.clinton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
83,Independence Place,1200 Broad Street,Clinton,Clinton,PA,15083,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10083,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.clinton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
84,Colonial Estates,1300 Pine Street,Clinton,Clinton,PA,15084,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10084,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.clinton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
85,Keystone Manor,1000 Main Street,Columbia,Columbia,PA,15085,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10085,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.columbia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
86,Liberty Gardens,1100 Market Street,Columbia,Columbia,PA,15086,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10086,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.columbia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
87,Independence Place,1200 Broad Street,Columbia,Columbia,PA,15087,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10087,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.columbia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
88,Colonial Estates,1300 Pine Street,Columbia,Columbia,PA,15088,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10088,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.columbia-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
89,Keystone Manor,1000 Main Street,Crawford,Crawford,PA,15089,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10089,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.crawford-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
90,Liberty Gardens,1100 Market Street,Crawford,Crawford,PA,15090,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10090,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.crawford-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
91,Independence Place,1200 Broad Street,Crawford,Crawford,PA,15091,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10091,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.crawford-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
92,Colonial Estates,1300 Pine Street,Crawford,Crawford,PA,15092,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10092,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.crawford-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
93,Keystone Manor,1000 Main Street,Cumberland,Cumberland,PA,15093,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10093,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.cumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
94,Liberty Gardens,1100 Market Street,Cumberland,Cumberland,PA,15094,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10094,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.cumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
95,Independence Place,1200 Broad Street,Cumberland,Cumberland,PA,15095,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10095,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.cumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
96,Colonial Estates,1300 Pine Street,Cumberland,Cumberland,PA,15096,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10096,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.cumberland-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
97,Keystone Manor,1000 Main Street,Harrisburg,Dauphin,PA,15097,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10097,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.dauphin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.223200000000006,-76.9239
98,Liberty Gardens,1100 Market Street,Harrisburg,Dauphin,PA,15098,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10098,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.dauphin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.233200000000004,-76.9139
99,Independence Place,1200 Broad Street,Harrisburg,Dauphin,PA,15099,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10099,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.dauphin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2432,-76.9039
100,Colonial Estates,1300 Pine Street,Harrisburg,Dauphin,PA,15100,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10100,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.dauphin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2532,-76.8939
101,Keystone Manor,1000 Main Street,Media,Delaware,PA,15101,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10101,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.8204,-75.4196
102,Liberty Gardens,1100 Market Street,Media,Delaware,PA,15102,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10102,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.8304,-75.4096
103,Independence Place,1200 Broad Street,Media,Delaware,PA,15103,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10103,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.840399999999995,-75.39959999999999
104,Colonial Estates,1300 Pine Street,Media,Delaware,PA,15104,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10104,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.85039999999999,-75.3896
105,Valley View,1400 Oak Avenue,Media,Delaware,PA,15105,(219) 404-1004,Memory Care Community,Memory Care; Skilled Nursing; Rehabilitation,39,PA-PCH-10105,Pennsylvania Department of Human Services,2024-10-05,79,False,True,True,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.8604,-75.3796
106,Hillcrest Manor,1500 Lancaster Avenue,Media,Delaware,PA,15106,(220) 405-1005,Independent Living Community,Assisted Living; Personal Care; Adult Day Care,40,PA-ALR-10106,Pennsylvania Department of Human Services,2024-11-06,80,False,False,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.8704,-75.36959999999999
107,Quaker Village,1600 Germantown Avenue,Media,Delaware,PA,15107,(221) 406-1006,Adult Day Services,Skilled Nursing; Intermediate Care; Respite Care,41,PA-SNF-10107,Pennsylvania Department of Human Services,2024-12-07,81,True,True,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.880399999999995,-75.3596
108,Heritage House,1700 Ridge Pike,Media,Delaware,PA,15108,(222) 407-1007,Intermediate Care Facility,Personal Care; Skilled Nursing; Independent Living,42,PA-CCR-10108,Pennsylvania Department of Human Services,2024-06-08,82,False,False,False,https://www.delaware-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.8904,-75.3496
109,Keystone Manor,1000 Main Street,Elk,Elk,PA,15109,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10109,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.elk-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
110,Liberty Gardens,1100 Market Street,Elk,Elk,PA,15110,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10110,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.elk-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
111,Independence Place,1200 Broad Street,Elk,Elk,PA,15111,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10111,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.elk-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
112,Colonial Estates,1300 Pine Street,Elk,Elk,PA,15112,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10112,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.elk-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
113,Keystone Manor,1000 Main Street,Erie,Erie,PA,15113,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10113,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.erie-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,42.0792,-80.1251
114,Liberty Gardens,1100 Market Street,Erie,Erie,PA,15114,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10114,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.erie-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,42.0892,-80.1151
115,Independence Place,1200 Broad Street,Erie,Erie,PA,15115,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10115,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.erie-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,42.099199999999996,-80.1051
116,Colonial Estates,1300 Pine Street,Erie,Erie,PA,15116,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10116,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.erie-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,42.109199999999994,-80.0951
117,Keystone Manor,1000 Main Street,Uniontown,Fayette,PA,15117,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10117,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.fayette-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
118,Liberty Gardens,1100 Market Street,Uniontown,Fayette,PA,15118,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10118,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.fayette-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
119,Independence Place,1200 Broad Street,Uniontown,Fayette,PA,15119,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10119,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.fayette-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
120,Colonial Estates,1300 Pine Street,Uniontown,Fayette,PA,15120,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10120,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.fayette-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
121,Keystone Manor,1000 Main Street,Forest,Forest,PA,15121,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10121,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.forest-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
122,Liberty Gardens,1100 Market Street,Forest,Forest,PA,15122,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10122,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.forest-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
123,Independence Place,1200 Broad Street,Forest,Forest,PA,15123,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10123,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.forest-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
124,Colonial Estates,1300 Pine Street,Forest,Forest,PA,15124,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10124,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.forest-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
125,Keystone Manor,1000 Main Street,Franklin,Franklin,PA,15125,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10125,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.franklin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
126,Liberty Gardens,1100 Market Street,Franklin,Franklin,PA,15126,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10126,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.franklin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
127,Independence Place,1200 Broad Street,Franklin,Franklin,PA,15127,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10127,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.franklin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
128,Colonial Estates,1300 Pine Street,Franklin,Franklin,PA,15128,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10128,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.franklin-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
129,Keystone Manor,1000 Main Street,Fulton,Fulton,PA,15129,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10129,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.fulton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
130,Liberty Gardens,1100 Market Street,Fulton,Fulton,PA,15130,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10130,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.fulton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
131,Independence Place,1200 Broad Street,Fulton,Fulton,PA,15131,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10131,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.fulton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
132,Colonial Estates,1300 Pine Street,Fulton,Fulton,PA,15132,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10132,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.fulton-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
133,Keystone Manor,1000 Main Street,Greene,Greene,PA,15133,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10133,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.greene-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
134,Liberty Gardens,1100 Market Street,Greene,Greene,PA,15134,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10134,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.greene-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
135,Independence Place,1200 Broad Street,Greene,Greene,PA,15135,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10135,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.greene-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
136,Colonial Estates,1300 Pine Street,Greene,Greene,PA,15136,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10136,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.greene-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
137,Keystone Manor,1000 Main Street,Huntingdon,Huntingdon,PA,15137,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10137,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.huntingdon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
138,Liberty Gardens,1100 Market Street,Huntingdon,Huntingdon,PA,15138,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10138,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.huntingdon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
139,Independence Place,1200 Broad Street,Huntingdon,Huntingdon,PA,15139,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10139,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.huntingdon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
140,Colonial Estates,1300 Pine Street,Huntingdon,Huntingdon,PA,15140,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10140,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.huntingdon-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
141,Keystone Manor,1000 Main Street,Indiana,Indiana,PA,15141,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10141,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.indiana-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
142,Liberty Gardens,1100 Market Street,Indiana,Indiana,PA,15142,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10142,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.indiana-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
143,Independence Place,1200 Broad Street,Indiana,Indiana,PA,15143,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10143,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.indiana-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
144,Colonial Estates,1300 Pine Street,Indiana,Indiana,PA,15144,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10144,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.indiana-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
145,Keystone Manor,1000 Main Street,Jefferson,Jefferson,PA,15145,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10145,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.jefferson-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
146,Liberty Gardens,1100 Market Street,Jefferson,Jefferson,PA,15146,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10146,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.jefferson-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
147,Independence Place,1200 Broad Street,Jefferson,Jefferson,PA,15147,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10147,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.jefferson-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
148,Colonial Estates,1300 Pine Street,Jefferson,Jefferson,PA,15148,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10148,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.jefferson-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
149,Keystone Manor,1000 Main Street,Juniata,Juniata,PA,15149,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10149,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.juniata-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2237,-76.9244
150,Liberty Gardens,1100 Market Street,Juniata,Juniata,PA,15150,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10150,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.juniata-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2337,-76.9144
151,Independence Place,1200 Broad Street,Juniata,Juniata,PA,15151,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10151,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.juniata-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.2437,-76.9044
152,Colonial Estates,1300 Pine Street,Juniata,Juniata,PA,15152,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10152,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.juniata-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.253699999999995,-76.8944
153,Keystone Manor,1000 Main Street,Scranton,Lackawanna,PA,15153,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10153,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lackawanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.4493,-75.70490000000001
154,Liberty Gardens,1100 Market Street,Scranton,Lackawanna,PA,15154,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10154,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lackawanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.4593,-75.6949
155,Independence Place,1200 Broad Street,Scranton,Lackawanna,PA,15155,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10155,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lackawanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.4693,-75.6849
156,Colonial Estates,1300 Pine Street,Scranton,Lackawanna,PA,15156,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10156,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lackawanna-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,41.479299999999995,-75.67490000000001
157,Keystone Manor,1000 Main Street,Lancaster,Lancaster,PA,15157,(215) 400-1000,Personal Care Home,Personal Care; Skilled Nursing; Independent Living,35,PA-PCH-10157,Pennsylvania Department of Human Services,2024-06-01,75,True,True,True,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9879,-76.3455
158,Liberty Gardens,1100 Market Street,Lancaster,Lancaster,PA,15158,(216) 401-1001,Assisted Living Residence,Assisted Living; Memory Care; Respite Care,36,PA-ALR-10158,Pennsylvania Department of Human Services,2024-07-02,76,False,False,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,39.9979,-76.3355
159,Independence Place,1200 Broad Street,Lancaster,Lancaster,PA,15159,(217) 402-1002,Continuing Care Retirement Community,Continuing Care; Adult Day Services; Skilled Nursing,37,PA-SNF-10159,Pennsylvania Department of Human Services,2024-08-03,77,False,True,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.0079,-76.32549999999999
160,Colonial Estates,1300 Pine Street,Lancaster,Lancaster,PA,15160,(218) 403-1003,Skilled Nursing Facility,Independent Living; Personal Care; Intermediate Care,38,PA-CCR-10160,Pennsylvania Department of Human Services,2024-09-04,78,True,False,False,https://www.lancaster-senior-living.com,Active,Pennsylvania Department of Human Services,2025-07-17,40.0179,-76.3155
