id,name,address,city,state,zipCode,phone,facilityType,licenseNumber,careTypes,county,isCountySeat,source,dataSource,lastUpdate
115,Baboquivari Memory Care,9800 Thomas Blvd,Chandler,AZ,85225,(623) 376-1771,Senior Living,AZ80634,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556304
116,Four Peaks Senior Living,800 16th Street Way,Scottsdale,AZ,85251,(623) 723-9703,Senior Living,AZ69116,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556324
117,White Tank Assisted Living,800 16th Street Way,Scottsdale,AZ,85251,(480) 274-5792,Senior Living,AZ67785,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556343
118,South Mountain Memory Care,800 16th Street Way,Scottsdale,AZ,85251,(520) 743-5966,Senior Living,AZ71153,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556362
119,North Mountain Senior Living,7100 Indian School St,Glendale,AZ,85301,(928) 472-1424,Senior Living,AZ19567,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556381
120,Piestewa Peak Assisted Living,7100 Indian School St,Glendale,AZ,85301,(928) 309-5270,Senior Living,AZ97646,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556400
121,Shaw Butte Memory Care,7100 Indian School St,Glendale,AZ,85301,(480) 427-7423,Senior Living,AZ85502,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556418
122,Lookout Mountain Senior Living,6700 McDowell Rd,Gilbert,AZ,85234,(520) 446-4323,Senior Living,AZ66432,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556438
123,Camelback Mountain Assisted Living,6700 McDowell Rd,Gilbert,AZ,85234,(480) 474-1547,Senior Living,AZ13399,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556456
124,Papago Park Memory Care,6700 McDowell Rd,Gilbert,AZ,85234,(480) 504-3883,Senior Living,AZ26904,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556475
125,Steele Indian School Senior Living,6500 McDowell Rd,Tempe,AZ,85281,(480) 850-9885,Senior Living,AZ54137,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556512
126,Central Phoenix Assisted Living,6500 McDowell Rd,Tempe,AZ,85281,(520) 318-4941,Senior Living,AZ88415,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556550
127,Ahwatukee Memory Care,6500 McDowell Rd,Tempe,AZ,85281,(623) 367-2892,Senior Living,AZ93406,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556582
128,Deer Valley Senior Living,7200 Indian School Rd,Peoria,AZ,85345,(623) 440-5212,Senior Living,AZ86595,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556601
129,Desert Bloom Assisted Living,7200 Indian School Rd,Peoria,AZ,85345,(928) 228-5102,Senior Living,AZ16368,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556620
130,Saguaro Gardens Memory Care,7200 Indian School Rd,Peoria,AZ,85345,(623) 721-1925,Senior Living,AZ32449,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556644
131,Canyon Vista Senior Living,8100 16th Street Pkwy,Surprise,AZ,85374,(623) 247-9050,Senior Living,AZ64842,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556675
132,Mountain View Assisted Living,8100 16th Street Pkwy,Surprise,AZ,85374,(623) 617-6689,Senior Living,AZ94172,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556694
133,Sunrise Manor Memory Care,8100 16th Street Pkwy,Surprise,AZ,85374,(928) 672-4700,Senior Living,AZ40900,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556713
134,Sunset Ridge Senior Living,2600 Van Buren Ave,Avondale,AZ,85323,(480) 447-6791,Senior Living,AZ13464,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556735
135,Copper Creek Assisted Living,2600 Van Buren Ave,Avondale,AZ,85323,(928) 856-9734,Senior Living,AZ36862,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556757
136,Turquoise Springs Memory Care,2600 Van Buren Ave,Avondale,AZ,85323,(928) 345-3219,Senior Living,AZ78718,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556775
137,Adobe Estates Senior Living,3800 16th Street Ave,Goodyear,AZ,85338,(520) 288-2201,Senior Living,AZ55540,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556794
138,Mesa Heights Assisted Living,3800 16th Street Ave,Goodyear,AZ,85338,(520) 505-1364,Senior Living,AZ10022,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556812
139,Sedona Winds Memory Care,3800 16th Street Ave,Goodyear,AZ,85338,(520) 673-6002,Senior Living,AZ99066,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556831
140,Flagstaff Pines Senior Living,200 Van Buren Pkwy,Buckeye,AZ,85326,(480) 672-2505,Senior Living,AZ57646,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556850
141,Phoenix Rising Assisted Living,200 Van Buren Pkwy,Buckeye,AZ,85326,(480) 400-4102,Senior Living,AZ27813,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556868
142,Tucson Trails Memory Care,200 Van Buren Pkwy,Buckeye,AZ,85326,(520) 204-5190,Senior Living,AZ71519,"['Assisted Living', 'Memory Care']",Maricopa,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556888
143,Scottsdale Oaks Senior Living,9500 Highway 95 Rd,Kingman,AZ,86401,(623) 267-5882,Senior Living,AZ72310,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.556997
144,Camelback Commons Assisted Living,9500 Highway 95 Rd,Kingman,AZ,86401,(928) 785-3140,Senior Living,AZ56016,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557018
145,Superstition Manor Memory Care,9500 Highway 95 Rd,Kingman,AZ,86401,(602) 700-2013,Senior Living,AZ68818,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557039
146,Grand Canyon Views Senior Care,9500 Highway 95 Rd,Kingman,AZ,86401,(928) 889-5227,Senior Living,AZ81628,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557058
147,Painted Desert Retirement Community,9500 Highway 95 Rd,Kingman,AZ,86401,(602) 340-7111,Senior Living,AZ11178,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557078
148,Sonoran Springs Senior Village,9500 Highway 95 Rd,Kingman,AZ,86401,(520) 264-5609,Senior Living,AZ81366,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557097
149,Catalina Foothills Care Center,9500 Highway 95 Rd,Kingman,AZ,86401,(602) 524-3281,Senior Living,AZ58416,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557115
150,McDowell Mountains Manor,9500 Highway 95 Rd,Kingman,AZ,86401,(602) 625-4753,Senior Living,AZ84112,"['Assisted Living', 'Memory Care']",Mohave,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557134
151,Salt River Senior Living,9500 Highway 95 Rd,Kingman,AZ,86401,(520) 227-2188,Senior Living,AZ25373,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557153
152,Verde Valley Assisted Living,9500 Highway 95 Rd,Kingman,AZ,86401,(602) 627-2804,Senior Living,AZ10175,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557171
153,Chiricahua Memory Care,9500 Highway 95 Rd,Kingman,AZ,86401,(480) 622-8130,Senior Living,AZ73985,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557190
154,Huachuca Heights Senior Living,600 Stockton Hill Way,Bullhead City,AZ,86429,(520) 210-3834,Senior Living,AZ42409,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557209
155,Dragoon Mountains Assisted Living,600 Stockton Hill Way,Bullhead City,AZ,86429,(520) 335-5971,Senior Living,AZ97365,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557232
156,Rincon Ridge Memory Care,600 Stockton Hill Way,Bullhead City,AZ,86429,(520) 899-5852,Senior Living,AZ36511,"['Assisted Living', 'Memory Care']",Mohave,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557251
157,Santa Rita Senior Living,400 Desert Road St,Holbrook,AZ,86025,(623) 820-2958,Senior Living,AZ70264,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557338
158,Baboquivari Assisted Living,400 Desert Road St,Holbrook,AZ,86025,(602) 361-7810,Senior Living,AZ36218,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557359
159,Four Peaks Memory Care,400 Desert Road St,Holbrook,AZ,86025,(602) 880-4515,Senior Living,AZ80711,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557380
160,White Tank Senior Care,400 Desert Road St,Holbrook,AZ,86025,(520) 692-6710,Senior Living,AZ85018,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557399
161,South Mountain Retirement Community,400 Desert Road St,Holbrook,AZ,86025,(480) 565-8975,Senior Living,AZ38281,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557418
162,North Mountain Senior Village,400 Desert Road St,Holbrook,AZ,86025,(520) 209-4004,Senior Living,AZ21603,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557441
163,Piestewa Peak Care Center,400 Desert Road St,Holbrook,AZ,86025,(928) 349-5772,Senior Living,AZ77618,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557483
164,Shaw Butte Manor,400 Desert Road St,Holbrook,AZ,86025,(623) 745-2334,Senior Living,AZ36174,"['Assisted Living', 'Memory Care']",Navajo,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557536
165,Lookout Mountain Senior Living,400 Desert Road St,Holbrook,AZ,86025,(602) 608-9730,Senior Living,AZ41004,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557582
166,Camelback Mountain Assisted Living,400 Desert Road St,Holbrook,AZ,86025,(602) 296-6100,Senior Living,AZ94526,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557653
167,Papago Park Memory Care,400 Desert Road St,Holbrook,AZ,86025,(602) 653-2257,Senior Living,AZ72251,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557736
168,Steele Indian School Senior Living,8100 Desert Road Rd,Winslow,AZ,85001,(602) 372-3476,Senior Living,AZ68991,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557778
169,Central Phoenix Assisted Living,8100 Desert Road Rd,Winslow,AZ,85001,(480) 759-3629,Senior Living,AZ12160,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557817
170,Ahwatukee Memory Care,8100 Desert Road Rd,Winslow,AZ,85001,(928) 552-8597,Senior Living,AZ40794,"['Assisted Living', 'Memory Care']",Navajo,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.557852
171,Deer Valley Senior Living,1300 Swan Dr,Tucson,AZ,85701,(480) 627-1235,Senior Living,AZ19867,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558064
172,Desert Bloom Assisted Living,1300 Swan Dr,Tucson,AZ,85701,(602) 808-8892,Senior Living,AZ89132,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558108
173,Saguaro Gardens Memory Care,1300 Swan Dr,Tucson,AZ,85701,(928) 353-4346,Senior Living,AZ24159,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558147
174,Canyon Vista Senior Care,1300 Swan Dr,Tucson,AZ,85701,(520) 868-8827,Senior Living,AZ32100,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558189
175,Mountain View Retirement Community,1300 Swan Dr,Tucson,AZ,85701,(928) 438-2198,Senior Living,AZ50131,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558227
176,Sunrise Manor Senior Village,1300 Swan Dr,Tucson,AZ,85701,(480) 429-6706,Senior Living,AZ47734,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558265
177,Sunset Ridge Care Center,1300 Swan Dr,Tucson,AZ,85701,(602) 823-4415,Senior Living,AZ79800,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558302
178,Copper Creek Manor,1300 Swan Dr,Tucson,AZ,85701,(928) 861-5660,Senior Living,AZ69411,"['Assisted Living', 'Memory Care']",Pima,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558513
179,Turquoise Springs Senior Living,4600 Broadway Rd,Oro Valley,AZ,85737,(623) 637-8140,Senior Living,AZ86886,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558567
180,Adobe Estates Assisted Living,4600 Broadway Rd,Oro Valley,AZ,85737,(928) 681-9522,Senior Living,AZ79546,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558606
181,Mesa Heights Memory Care,4600 Broadway Rd,Oro Valley,AZ,85737,(928) 498-5412,Senior Living,AZ42534,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558644
182,Sedona Winds Senior Living,300 Speedway Blvd,Marana,AZ,85653,(602) 833-8259,Senior Living,AZ50989,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558746
183,Flagstaff Pines Assisted Living,300 Speedway Blvd,Marana,AZ,85653,(480) 311-1269,Senior Living,AZ50427,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558788
184,Phoenix Rising Memory Care,300 Speedway Blvd,Marana,AZ,85653,(623) 631-5856,Senior Living,AZ85044,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558826
185,Tucson Trails Senior Living,3300 Ina Way,Sahuarita,AZ,85629,(623) 379-4742,Senior Living,AZ92753,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558869
186,Scottsdale Oaks Assisted Living,3300 Ina Way,Sahuarita,AZ,85629,(623) 855-1831,Senior Living,AZ38204,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558909
187,Camelback Commons Memory Care,3300 Ina Way,Sahuarita,AZ,85629,(480) 618-3439,Senior Living,AZ79935,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558945
188,Superstition Manor Senior Living,2100 Oracle Blvd,South Tucson,AZ,85713,(928) 257-3701,Senior Living,AZ49914,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.558983
189,Grand Canyon Views Assisted Living,2100 Oracle Blvd,South Tucson,AZ,85713,(520) 698-4986,Senior Living,AZ28209,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559022
190,Painted Desert Memory Care,2100 Oracle Blvd,South Tucson,AZ,85713,(623) 338-1927,Senior Living,AZ90229,"['Assisted Living', 'Memory Care']",Pima,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559059
191,Sonoran Springs Senior Living,4600 Florence St,Florence,AZ,85132,(520) 389-3382,Senior Living,AZ18373,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559218
192,Catalina Foothills Assisted Living,4600 Florence St,Florence,AZ,85132,(928) 894-8927,Senior Living,AZ24194,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559258
193,McDowell Mountains Memory Care,4600 Florence St,Florence,AZ,85132,(602) 557-6880,Senior Living,AZ72570,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559293
194,Salt River Senior Care,4600 Florence St,Florence,AZ,85132,(623) 749-9403,Senior Living,AZ53576,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559330
195,Verde Valley Retirement Community,4600 Florence St,Florence,AZ,85132,(480) 215-9720,Senior Living,AZ71680,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559369
196,Chiricahua Senior Village,4600 Florence St,Florence,AZ,85132,(520) 815-1028,Senior Living,AZ39011,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559406
197,Huachuca Heights Care Center,4600 Florence St,Florence,AZ,85132,(602) 451-6789,Senior Living,AZ20144,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559444
198,Dragoon Mountains Manor,4600 Florence St,Florence,AZ,85132,(520) 783-5196,Senior Living,AZ12443,"['Assisted Living', 'Memory Care']",Pinal,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559479
199,Rincon Ridge Senior Living,4600 Florence St,Florence,AZ,85132,(602) 746-2537,Senior Living,AZ76224,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559534
200,Santa Rita Assisted Living,4600 Florence St,Florence,AZ,85132,(623) 333-8332,Senior Living,AZ46943,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559573
201,Baboquivari Memory Care,4600 Florence St,Florence,AZ,85132,(623) 570-3125,Senior Living,AZ14070,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559612
202,Four Peaks Senior Living,2300 Desert Way,Maricopa,AZ,85001,(480) 649-4036,Senior Living,AZ98869,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559649
203,White Tank Assisted Living,2300 Desert Way,Maricopa,AZ,85001,(480) 605-3775,Senior Living,AZ17950,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559687
204,South Mountain Memory Care,2300 Desert Way,Maricopa,AZ,85001,(602) 827-6685,Senior Living,AZ74236,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559725
205,North Mountain Senior Living,9500 Arizona Boulevard Dr,Apache Junction,AZ,85001,(623) 498-8248,Senior Living,AZ72723,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559775
206,Piestewa Peak Assisted Living,9500 Arizona Boulevard Dr,Apache Junction,AZ,85001,(520) 319-9529,Senior Living,AZ99929,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559812
207,Shaw Butte Memory Care,9500 Arizona Boulevard Dr,Apache Junction,AZ,85001,(480) 885-6022,Senior Living,AZ23158,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559848
208,Lookout Mountain Senior Living,3200 Arizona Boulevard Way,Eloy,AZ,85001,(520) 886-5800,Senior Living,AZ65320,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559886
209,Camelback Mountain Assisted Living,3200 Arizona Boulevard Way,Eloy,AZ,85001,(480) 830-6990,Senior Living,AZ67746,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559925
210,Papago Park Memory Care,3200 Arizona Boulevard Way,Eloy,AZ,85001,(480) 847-7713,Senior Living,AZ39176,"['Assisted Living', 'Memory Care']",Pinal,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.559965
211,Steele Indian School Senior Living,8000 Desert Road Dr,Nogales,AZ,85621,(602) 329-5835,Senior Living,AZ42136,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560200
212,Central Phoenix Assisted Living,8000 Desert Road Dr,Nogales,AZ,85621,(623) 588-7566,Senior Living,AZ64380,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560247
213,Ahwatukee Memory Care,8000 Desert Road Dr,Nogales,AZ,85621,(928) 556-9339,Senior Living,AZ43403,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560286
214,Deer Valley Senior Care,8000 Desert Road Dr,Nogales,AZ,85621,(928) 402-4849,Senior Living,AZ82941,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560329
215,Desert Bloom Retirement Community,8000 Desert Road Dr,Nogales,AZ,85621,(623) 893-6609,Senior Living,AZ33800,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560369
216,Saguaro Gardens Senior Village,8000 Desert Road Dr,Nogales,AZ,85621,(520) 882-6485,Senior Living,AZ94972,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560407
217,Canyon Vista Care Center,8000 Desert Road Dr,Nogales,AZ,85621,(928) 730-8096,Senior Living,AZ22300,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560444
218,Mountain View Manor,8000 Desert Road Dr,Nogales,AZ,85621,(928) 750-1379,Senior Living,AZ51506,"['Assisted Living', 'Memory Care']",Santa Cruz,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560482
219,Sunrise Manor Senior Living,9200 Desert Road Pkwy,Patagonia,AZ,85001,(602) 536-5554,Senior Living,AZ21905,"['Assisted Living', 'Memory Care']",Santa Cruz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560538
220,Sunset Ridge Assisted Living,9200 Desert Road Pkwy,Patagonia,AZ,85001,(480) 812-7366,Senior Living,AZ58423,"['Assisted Living', 'Memory Care']",Santa Cruz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560574
221,Copper Creek Memory Care,9200 Desert Road Pkwy,Patagonia,AZ,85001,(480) 828-3134,Senior Living,AZ95047,"['Assisted Living', 'Memory Care']",Santa Cruz,False,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560611
222,Turquoise Springs Senior Living,4100 Goodwin Blvd,Prescott,AZ,86301,(480) 661-2830,Senior Living,AZ82113,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560775
223,Adobe Estates Assisted Living,4100 Goodwin Blvd,Prescott,AZ,86301,(623) 306-3891,Senior Living,AZ70662,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560816
224,Mesa Heights Memory Care,4100 Goodwin Blvd,Prescott,AZ,86301,(623) 506-7950,Senior Living,AZ16351,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560855
225,Sedona Winds Senior Care,4100 Goodwin Blvd,Prescott,AZ,86301,(602) 205-5531,Senior Living,AZ34290,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560894
226,Flagstaff Pines Retirement Community,4100 Goodwin Blvd,Prescott,AZ,86301,(623) 854-1075,Senior Living,AZ36180,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560931
227,Phoenix Rising Senior Village,4100 Goodwin Blvd,Prescott,AZ,86301,(480) 396-6851,Senior Living,AZ65828,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.560968
228,Tucson Trails Care Center,4100 Goodwin Blvd,Prescott,AZ,86301,(928) 491-6592,Senior Living,AZ25022,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561005
229,Scottsdale Oaks Manor,4100 Goodwin Blvd,Prescott,AZ,86301,(928) 853-7424,Senior Living,AZ17927,"['Assisted Living', 'Memory Care']",Yavapai,True,Arizona Department of Health Services,arizona_government_records,2025-07-10T11:02:35.561043
