id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Constitution Manor,1000 Main Street,Bridgeport,Fairfield,CT,06001,(203) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,CT-RCF-60001,Connecticut Department of Public Health,2024-03-01,80,True,True,True,https://www.fairfield-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.1764,-73.37540000000001
82,Nutmeg Village,1100 Connecticut Avenue,Cromwell,Middlesex,CT,06082,(204) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,CT-RCF-60082,Connecticut Department of Public Health,2024-04-02,81,False,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4864,-72.5654
83,Charter Oak Commons,1200 Constitution Boulevard,Durham,Middlesex,CT,06083,(205) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,CT-RCF-60083,Connecticut Department of Public Health,2024-05-03,82,False,True,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4964,-72.55539999999999
84,Elm City Village,1300 Nutmeg Drive,East Hampton,Middlesex,CT,06084,(206) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,CT-RCF-60084,Connecticut Department of Public Health,2024-06-04,83,True,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.5064,-72.5454
85,Bridgeport Commons,1400 Charter Oak Street,East Haddam,Middlesex,CT,06085,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,CT-RCF-60085,Connecticut Department of Public Health,2024-07-05,84,False,True,True,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.516400000000004,-72.5354
86,Hartford Manor,1500 Elm City Avenue,Essex,Middlesex,CT,06086,(208) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,CT-RCF-60086,Connecticut Department of Public Health,2024-08-06,85,False,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.5264,-72.52539999999999
87,New Haven Village,1600 Bridgeport Boulevard,Haddam,Middlesex,CT,06087,(209) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,CT-RCF-60087,Connecticut Department of Public Health,2024-09-07,86,True,True,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.5364,-72.5154
88,Stamford Commons,1700 Hartford Drive,Killingworth,Middlesex,CT,06088,(210) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,CT-RCF-60088,Connecticut Department of Public Health,2024-10-08,87,False,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.546400000000006,-72.5054
89,Waterbury Manor,1800 New Haven Street,Portland,Middlesex,CT,06089,(211) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,CT-RCF-60089,Connecticut Department of Public Health,2024-11-09,88,False,True,True,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.556400000000004,-72.5754
90,Norwalk Village,1900 Stamford Avenue,Westbrook,Middlesex,CT,06090,(212) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,CT-RCF-60090,Connecticut Department of Public Health,2024-03-10,89,True,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.5664,-72.5654
91,Danbury Commons,2000 Waterbury Boulevard,Middletown,Middlesex,CT,06091,(213) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,CT-RCF-60091,Connecticut Department of Public Health,2024-04-11,90,False,True,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.476400000000005,-72.55539999999999
92,New Britain Manor,2100 Norwalk Drive,Cromwell,Middlesex,CT,06092,(214) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,CT-RCF-60092,Connecticut Department of Public Health,2024-05-12,91,False,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4864,-72.5454
93,West Hartford Village,2200 Danbury Street,Durham,Middlesex,CT,06093,(215) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,CT-RCF-60093,Connecticut Department of Public Health,2024-06-13,92,True,True,True,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4964,-72.5354
94,Greenwich Commons,2300 New Britain Avenue,East Hampton,Middlesex,CT,06094,(216) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,CT-RCF-60094,Connecticut Department of Public Health,2024-07-14,93,False,False,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.5064,-72.52539999999999
95,Hamden Manor,2400 West Hartford Boulevard,East Haddam,Middlesex,CT,06095,(217) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,CT-RCF-60095,Connecticut Department of Public Health,2024-08-15,94,False,True,False,https://www.middlesex-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.516400000000004,-72.5154
96,Constitution Manor,1000 Main Street,New Haven,New Haven,CT,06096,(203) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,CT-RCF-60096,Connecticut Department of Public Health,2024-03-01,80,True,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3264,-72.97540000000001
97,Nutmeg Village,1100 Connecticut Avenue,Waterbury,New Haven,CT,06097,(204) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,CT-RCF-60097,Connecticut Department of Public Health,2024-04-02,81,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3364,-72.9654
98,Charter Oak Commons,1200 Constitution Boulevard,Meriden,New Haven,CT,06098,(205) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,CT-RCF-60098,Connecticut Department of Public Health,2024-05-03,82,False,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.346399999999996,-72.9554
99,Elm City Village,1300 Nutmeg Drive,West Haven,New Haven,CT,06099,(206) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,CT-RCF-60099,Connecticut Department of Public Health,2024-06-04,83,True,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.356399999999994,-72.9454
100,Bridgeport Commons,1400 Charter Oak Street,Milford,New Haven,CT,06100,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,CT-RCF-60100,Connecticut Department of Public Health,2024-07-05,84,False,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3664,-72.9354
101,Hartford Manor,1500 Elm City Avenue,Hamden,New Haven,CT,06101,(208) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,CT-RCF-60101,Connecticut Department of Public Health,2024-08-06,85,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3764,-72.9254
102,New Haven Village,1600 Bridgeport Boulevard,Naugatuck,New Haven,CT,06102,(209) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,CT-RCF-60102,Connecticut Department of Public Health,2024-09-07,86,True,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.386399999999995,-72.9154
103,Stamford Commons,1700 Hartford Drive,Branford,New Haven,CT,06103,(210) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,CT-RCF-60103,Connecticut Department of Public Health,2024-10-08,87,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3964,-72.9054
104,Waterbury Manor,1800 New Haven Street,North Haven,New Haven,CT,06104,(211) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,CT-RCF-60104,Connecticut Department of Public Health,2024-11-09,88,False,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4064,-72.97540000000001
105,Norwalk Village,1900 Stamford Avenue,Wallingford,New Haven,CT,06105,(212) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,CT-RCF-60105,Connecticut Department of Public Health,2024-03-10,89,True,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.416399999999996,-72.9654
106,Danbury Commons,2000 Waterbury Boulevard,New Haven,New Haven,CT,06106,(213) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,CT-RCF-60106,Connecticut Department of Public Health,2024-04-11,90,False,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3264,-72.9554
107,New Britain Manor,2100 Norwalk Drive,Waterbury,New Haven,CT,06107,(214) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,CT-RCF-60107,Connecticut Department of Public Health,2024-05-12,91,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3364,-72.9454
108,West Hartford Village,2200 Danbury Street,Meriden,New Haven,CT,06108,(215) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,CT-RCF-60108,Connecticut Department of Public Health,2024-06-13,92,True,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.346399999999996,-72.9354
109,Greenwich Commons,2300 New Britain Avenue,West Haven,New Haven,CT,06109,(216) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,CT-RCF-60109,Connecticut Department of Public Health,2024-07-14,93,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.356399999999994,-72.9254
110,Hamden Manor,2400 West Hartford Boulevard,Milford,New Haven,CT,06110,(217) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,CT-RCF-60110,Connecticut Department of Public Health,2024-08-15,94,False,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3664,-72.9154
111,Meriden Village,2500 Greenwich Drive,Hamden,New Haven,CT,06111,(218) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,55,CT-RCF-60111,Connecticut Department of Public Health,2024-09-16,95,True,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3764,-72.9054
112,Bristol Commons,2600 Hamden Street,Naugatuck,New Haven,CT,06112,(219) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,56,CT-RCF-60112,Connecticut Department of Public Health,2024-10-17,96,False,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.386399999999995,-72.97540000000001
113,West Haven Manor,2700 Meriden Avenue,Branford,New Haven,CT,06113,(220) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,57,CT-RCF-60113,Connecticut Department of Public Health,2024-11-18,97,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3964,-72.9654
114,Milford Village,2800 Bristol Boulevard,North Haven,New Haven,CT,06114,(221) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,58,CT-RCF-60114,Connecticut Department of Public Health,2024-03-19,98,True,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4064,-72.9554
115,Middletown Commons,2900 West Haven Drive,Wallingford,New Haven,CT,06115,(222) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,59,CT-RCF-60115,Connecticut Department of Public Health,2024-04-20,99,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.416399999999996,-72.9454
116,Constitution State Manor,3000 Milford Street,New Haven,New Haven,CT,06116,(223) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,60,CT-RCF-60116,Connecticut Department of Public Health,2024-05-21,80,False,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3264,-72.9354
117,Yankee Village,3100 Middletown Avenue,Waterbury,New Haven,CT,06117,(224) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,61,CT-RCF-60117,Connecticut Department of Public Health,2024-06-22,81,True,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3364,-72.9254
118,Long Island Sound Commons,3200 Constitution State Boulevard,Meriden,New Haven,CT,06118,(225) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,62,CT-RCF-60118,Connecticut Department of Public Health,2024-07-23,82,False,True,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.346399999999996,-72.9154
119,Pequot Manor,3300 Yankee Drive,West Haven,New Haven,CT,06119,(226) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,63,CT-RCF-60119,Connecticut Department of Public Health,2024-08-24,83,False,False,False,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.356399999999994,-72.9054
120,Mystic Village,3400 Long Island Sound Street,Milford,New Haven,CT,06120,(227) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,64,CT-RCF-60120,Connecticut Department of Public Health,2024-09-25,84,True,True,True,https://www.newhaven-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3664,-72.97540000000001
121,Constitution Manor,1000 Main Street,New London,New London,CT,06121,(203) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,CT-RCF-60121,Connecticut Department of Public Health,2024-03-01,80,True,True,True,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3264,-72.17540000000001
122,Nutmeg Village,1100 Connecticut Avenue,Norwich,New London,CT,06122,(204) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,CT-RCF-60122,Connecticut Department of Public Health,2024-04-02,81,False,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3364,-72.1654
123,Charter Oak Commons,1200 Constitution Boulevard,Groton,New London,CT,06123,(205) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,CT-RCF-60123,Connecticut Department of Public Health,2024-05-03,82,False,True,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.346399999999996,-72.1554
124,Elm City Village,1300 Nutmeg Drive,Waterford,New London,CT,06124,(206) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,CT-RCF-60124,Connecticut Department of Public Health,2024-06-04,83,True,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.356399999999994,-72.14540000000001
125,Bridgeport Commons,1400 Charter Oak Street,East Lyme,New London,CT,06125,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,CT-RCF-60125,Connecticut Department of Public Health,2024-07-05,84,False,True,True,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3664,-72.1354
126,Hartford Manor,1500 Elm City Avenue,Montville,New London,CT,06126,(208) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,CT-RCF-60126,Connecticut Department of Public Health,2024-08-06,85,False,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3764,-72.1254
127,New Haven Village,1600 Bridgeport Boulevard,Stonington,New London,CT,06127,(209) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,CT-RCF-60127,Connecticut Department of Public Health,2024-09-07,86,True,True,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.386399999999995,-72.11540000000001
128,Stamford Commons,1700 Hartford Drive,Ledyard,New London,CT,06128,(210) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,CT-RCF-60128,Connecticut Department of Public Health,2024-10-08,87,False,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3964,-72.1054
129,Waterbury Manor,1800 New Haven Street,Old Lyme,New London,CT,06129,(211) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,CT-RCF-60129,Connecticut Department of Public Health,2024-11-09,88,False,True,True,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.4064,-72.17540000000001
130,Norwalk Village,1900 Stamford Avenue,Mystic,New London,CT,06130,(212) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,CT-RCF-60130,Connecticut Department of Public Health,2024-03-10,89,True,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.416399999999996,-72.1654
131,Danbury Commons,2000 Waterbury Boulevard,New London,New London,CT,06131,(213) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,CT-RCF-60131,Connecticut Department of Public Health,2024-04-11,90,False,True,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3264,-72.1554
132,New Britain Manor,2100 Norwalk Drive,Norwich,New London,CT,06132,(214) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,CT-RCF-60132,Connecticut Department of Public Health,2024-05-12,91,False,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3364,-72.14540000000001
133,West Hartford Village,2200 Danbury Street,Groton,New London,CT,06133,(215) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,CT-RCF-60133,Connecticut Department of Public Health,2024-06-13,92,True,True,True,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.346399999999996,-72.1354
134,Greenwich Commons,2300 New Britain Avenue,Waterford,New London,CT,06134,(216) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,CT-RCF-60134,Connecticut Department of Public Health,2024-07-14,93,False,False,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.356399999999994,-72.1254
135,Hamden Manor,2400 West Hartford Boulevard,East Lyme,New London,CT,06135,(217) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,CT-RCF-60135,Connecticut Department of Public Health,2024-08-15,94,False,True,False,https://www.newlondon-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.3664,-72.11540000000001
136,Constitution Manor,1000 Main Street,Vernon,Tolland,CT,06136,(203) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,CT-RCF-60136,Connecticut Department of Public Health,2024-03-01,80,True,True,True,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.8264,-72.37540000000001
137,Nutmeg Village,1100 Connecticut Avenue,Mansfield,Tolland,CT,06137,(204) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,CT-RCF-60137,Connecticut Department of Public Health,2024-04-02,81,False,False,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.8364,-72.36540000000001
138,Charter Oak Commons,1200 Constitution Boulevard,Coventry,Tolland,CT,06138,(205) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,CT-RCF-60138,Connecticut Department of Public Health,2024-05-03,82,False,True,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.846399999999996,-72.3554
139,Elm City Village,1300 Nutmeg Drive,Tolland,Tolland,CT,06139,(206) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,CT-RCF-60139,Connecticut Department of Public Health,2024-06-04,83,True,False,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.856399999999994,-72.34540000000001
140,Bridgeport Commons,1400 Charter Oak Street,Ellington,Tolland,CT,06140,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,CT-RCF-60140,Connecticut Department of Public Health,2024-07-05,84,False,True,True,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.8664,-72.3354
141,Hartford Manor,1500 Elm City Avenue,Somers,Tolland,CT,06141,(208) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,CT-RCF-60141,Connecticut Department of Public Health,2024-08-06,85,False,False,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.8764,-72.3254
142,New Haven Village,1600 Bridgeport Boulevard,Stafford,Tolland,CT,06142,(209) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,CT-RCF-60142,Connecticut Department of Public Health,2024-09-07,86,True,True,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.886399999999995,-72.31540000000001
143,Stamford Commons,1700 Hartford Drive,Union,Tolland,CT,06143,(210) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,CT-RCF-60143,Connecticut Department of Public Health,2024-10-08,87,False,False,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.8964,-72.3054
144,Waterbury Manor,1800 New Haven Street,Willington,Tolland,CT,06144,(211) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,CT-RCF-60144,Connecticut Department of Public Health,2024-11-09,88,False,True,True,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.9064,-72.37540000000001
145,Norwalk Village,1900 Stamford Avenue,Andover,Tolland,CT,06145,(212) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,CT-RCF-60145,Connecticut Department of Public Health,2024-03-10,89,True,False,False,https://www.tolland-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.916399999999996,-72.36540000000001
146,Constitution Manor,1000 Main Street,Willimantic,Windham,CT,06146,(203) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,CT-RCF-60146,Connecticut Department of Public Health,2024-03-01,80,True,True,True,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.6764,-72.17540000000001
147,Nutmeg Village,1100 Connecticut Avenue,Putnam,Windham,CT,06147,(204) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,CT-RCF-60147,Connecticut Department of Public Health,2024-04-02,81,False,False,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.6864,-72.1654
148,Charter Oak Commons,1200 Constitution Boulevard,Danielson,Windham,CT,06148,(205) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,CT-RCF-60148,Connecticut Department of Public Health,2024-05-03,82,False,True,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.6964,-72.1554
149,Elm City Village,1300 Nutmeg Drive,Windham,Windham,CT,06149,(206) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,CT-RCF-60149,Connecticut Department of Public Health,2024-06-04,83,True,False,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.706399999999995,-72.14540000000001
150,Bridgeport Commons,1400 Charter Oak Street,Brooklyn,Windham,CT,06150,(207) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,CT-RCF-60150,Connecticut Department of Public Health,2024-07-05,84,False,True,True,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.7164,-72.1354
151,Hartford Manor,1500 Elm City Avenue,Canterbury,Windham,CT,06151,(208) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,CT-RCF-60151,Connecticut Department of Public Health,2024-08-06,85,False,False,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.7264,-72.1254
152,New Haven Village,1600 Bridgeport Boulevard,Chaplin,Windham,CT,06152,(209) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,CT-RCF-60152,Connecticut Department of Public Health,2024-09-07,86,True,True,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.736399999999996,-72.11540000000001
153,Stamford Commons,1700 Hartford Drive,Eastford,Windham,CT,06153,(210) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,CT-RCF-60153,Connecticut Department of Public Health,2024-10-08,87,False,False,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.7464,-72.1054
154,Waterbury Manor,1800 New Haven Street,Hampton,Windham,CT,06154,(211) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,CT-RCF-60154,Connecticut Department of Public Health,2024-11-09,88,False,True,True,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.7564,-72.17540000000001
155,Norwalk Village,1900 Stamford Avenue,Killingly,Windham,CT,06155,(212) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,CT-RCF-60155,Connecticut Department of Public Health,2024-03-10,89,True,False,False,https://www.windham-senior-living.com,Active,Connecticut Department of Public Health,2025-07-17,41.7664,-72.1654
